日期,代號,名稱,成交量,成交值,開盤,最高,最低,收盤,成交筆數
20260302,2596,綠意,40000,1323000,32.95,33.3,32.85,33.15,28
20260302,2640,大車隊,512000,63282000,125.5,127,122.5,123,225
20260302,2641,正德,8303000,170928250,21.25,21.35,20.15,20.2,3361
20260302,2643,捷迅,71000,5173800,72.7,73.1,72.7,72.8,31
20260302,2718,全心投控,39000,1950900,50.1,50.5,49.8,50.3,27
20260302,2719,燦星旅,13000,357250,27.05,27.6,27.05,27.5,11
20260302,2724,藝舍-KY,0,0,0,0,0,0,0
20260302,2726,雅茗-KY,132000,1395450,11,11,10.35,10.6,101
20260302,2729,瓦城,18000,3041500,168,169.5,168,169.5,13
20260302,2732,六角,30000,1952700,65.4,65.4,65,65.3,28
20260302,2734,易飛網,182000,3053200,17.1,17.1,16.6,16.8,117
20260302,2736,富野,82000,1112400,13.65,13.65,13.45,13.55,59
20260302,2740,天蔥,21000,858900,44.05,44.05,39,41.95,21
20260302,2743,山富,196000,14675000,71.5,76.5,71.3,75.5,159
20260302,2745,五福,189000,19779000,103,105.5,103,105.5,138
20260302,2751,王座,23000,1297300,56.8,56.8,55.9,56.2,19
20260302,2752,豆府,4000,831000,207,209,207,209,4
20260302,2754,亞洲藏壽司,25000,1899800,76,76.1,75.8,75.8,17
20260302,2755,揚秦,382000,52269500,136,140,132,136,290
20260302,2756,聯發國際,18000,1438700,80.5,81,78.7,79.1,12
20260302,2916,滿心,35000,1655800,47.1,47.65,47.1,47.3,17
20260302,2924,宏太-KY,5000,90100,18,18.6,17.45,18.6,5
20260302,2926,誠品生活,46000,1735250,37.5,37.75,37.25,37.75,10
20260302,2937,集雅社,5000,217550,43.05,43.95,43,43.95,5
20260302,2941,米斯特,0,0,0,0,0,0,0
20260302,2947,振宇五金,54000,4353600,80.7,80.7,80.6,80.7,15
20260302,2948,寶陞,14000,541150,38.35,39.85,38.2,39.85,12
20260302,2949,欣新網,7000,453900,65,65,64.4,64.4,4
20260302,3064,泰偉,6000,268700,47.85,47.85,43.2,46.25,6
20260302,3066,李洲,103000,1478600,14.35,14.55,14.2,14.5,65
20260302,3067,全域,0,0,0,0,0,0,0
20260302,3071,協禧,677000,17004500,24.65,25.55,24.2,25,464
20260302,3073,天方能源,168000,5213500,30.5,31.35,30.5,30.8,108
20260302,3078,僑威,2968000,184236100,59.1,63.4,58.8,62.8,1849
20260302,3081,聯亞,1780000,2375335000,1210,1375,1210,1375,1228
20260302,3083,網龍,277000,8360950,30.6,30.6,29.85,30.15,132
20260302,3085,新零售,12000,149300,12.25,12.5,12.25,12.5,9
20260302,3086,華義,400000,97494000,227.5,252.5,227.5,247,341
20260302,3088,艾訊,436000,35084400,80.6,81.5,79.7,80.9,344
20260302,3093,港建*,1515000,44411950,27.55,30,27.5,29.95,881
20260302,3095,及成,11000,352800,31.35,32.7,31.3,32.5,10
20260302,3105,穩懋,36827000,12506931500,331,354,330,331.5,24774
20260302,3114,好德,42000,1105100,26.3,26.45,26.15,26.4,35
20260302,3115,富榮綱,16000,162130,10.2,10.2,9.93,10.1,14
20260302,3118,進階,64000,2134800,33.25,33.6,33.2,33.55,51
20260302,3122,笙泉,453000,12418100,26.45,28.35,25.35,27.7,288
20260302,3128,昇銳,181000,4856150,27,27.2,26.45,26.7,137
20260302,3131,弘塑,568000,985770000,1730,1800,1685,1730,536
20260302,3141,晶宏,616000,31306050,49.15,51.5,49.15,50.6,387
20260302,3147,大綜,3700000,708396000,180,198.5,176,193.5,2888
20260302,3152,璟德,520000,80969500,152,158.5,150,155.5,419
20260302,3158,嘉實,18000,1620200,90.3,90.3,89.5,89.5,14
20260302,3162,精確,1248000,73846400,57.1,60.1,57,59.5,756
20260302,3163,波若威,1047000,831516000,725,843,725,808,862
20260302,3169,亞信,385000,38673400,99.9,102,98.6,100.5,298
20260302,3171,炎洲流通,61000,3104400,50.8,51.6,50.2,51.5,53
20260302,3176,基亞,290000,8721700,30.15,30.6,29.8,30.2,178
20260302,3178,公準,212000,12689500,57.2,61.5,56.6,60.4,177
20260302,3188,鑫龍騰,1063000,34136850,31.8,32.55,31.7,32.15,587
20260302,3191,雲嘉南,9000,134900,15,15,14.9,15,6
20260302,3205,佰研,51000,2626200,51.4,51.8,51.3,51.5,43
20260302,3206,志豐,179000,6584550,36,37.5,36,36.95,144
20260302,3207,耀勝,1590000,130223400,80,84.8,78.3,83.2,931
20260302,3211,順達,11115000,3486409000,295,325,294,312,8133
20260302,3213,茂訊,266000,27156200,99.2,103.5,99.2,102,205
20260302,3217,優群,630000,98268000,152.5,157.5,152,156.5,428
20260302,3218,大學光,188000,25433000,133,136.5,132.5,136.5,146
20260302,3219,倚強科,349000,23365600,67,67.8,66.1,66.1,278
20260302,3221,台嘉碩,16992000,573099950,31.5,34.9,31,34.1,8712
20260302,3224,三顧,58000,2468450,42.15,43,42.05,42.7,41
20260302,3226,龍鋒,20000,1065500,50.2,54,50.2,54,18
20260302,3227,原相,1187000,241675000,201,206.5,198.5,203,971
20260302,3228,金麗科,740000,99735000,128,141,125,141,474
20260302,3230,錦明,880000,38346750,41.25,45.5,41.25,45.45,586
20260302,3232,昱捷,38000,889350,23.5,24,23.3,23.5,33
20260302,3234,光環,3171000,315212500,91.2,105.5,91.2,105,2282
20260302,3236,千如,1871000,60182300,31,32.7,30.8,32.65,928
20260302,3252,海灣,356000,7150700,19.7,20.3,19.7,19.85,58
20260302,3259,鑫創,52000,883450,17.05,17.05,16.9,17,27
20260302,3260,威剛,15805000,4487942000,262.5,299,261.5,291.5,10810
20260302,3264,欣銓,14525000,2185771000,150.5,156.5,146.5,150,8392
20260302,3265,台星科,2826000,404409000,143,146,141.5,142,1983
20260302,3268,海德威,38000,607900,16.05,16.05,15.95,16,18
20260302,3272,東碩,25000,472900,19,19,18.85,18.9,18
20260302,3276,宇環,98000,1398150,14.45,14.6,14.1,14.2,63
20260302,3284,太普高,211000,4230000,20.35,20.35,20,20,126
20260302,3285,微端,23000,683850,29,29.95,29,29.8,21
20260302,3287,廣寰科,48000,1437900,29.5,30.2,29.5,30.1,35
20260302,3288,點晶,8000,125200,15.95,15.95,15.45,15.5,6
20260302,3289,宜特,2636000,351071000,126,136,126,134.5,1582
20260302,3290,東浦,1631000,81507300,49,50.9,48.4,50.1,780
20260302,3293,鈊象,1476000,1023960000,679,702,679,695,1316
20260302,3294,英濟,1842000,73716050,38.5,40.85,38,40.4,1052
20260302,3297,杭特,119000,4460550,37.3,37.9,37,37.9,80
20260302,3303,岱稜,337000,16045700,47.5,48,47.35,47.7,228
20260302,3306,鼎天,133000,6506300,48.4,49.2,48.4,48.9,105
20260302,3310,佳穎,62000,4838900,78,79.2,77.1,78,43
20260302,3313,斐成,255000,3287850,12.8,13.05,12.7,13,95
20260302,3317,尼克森,547000,27251000,49.05,50.5,48.7,50,385
20260302,3322,建舜電,1197000,19579400,15.6,16.65,15.4,16.3,467
20260302,3323,加百裕,1398000,52956600,37.55,38.6,36.95,38.1,915
20260302,3324,雙鴻,4513000,5138935000,1105,1160,1105,1130,3578
20260302,3325,旭品,260000,3895350,14.9,15.05,14.9,15,124
20260302,3332,幸康,60000,3629500,59.6,61.5,59.5,60.5,44
20260302,3339,泰谷,931000,26765150,27.1,29.8,27.05,29.1,492
20260302,3349,寶德,1214000,38559400,30.6,32.3,30.1,31.95,573
20260302,3354,律勝,3471000,96217450,26.6,29.25,25.35,29.25,2137
20260302,3357,臺慶科,8745000,1717608500,181.5,201.5,180.5,201.5,4017
20260302,3360,尚立,1370000,22782750,15.85,16.95,15.85,16.6,719
20260302,3362,先進光,656000,70297500,102.5,108.5,102.5,106.5,349
20260302,3363,上詮,2074000,1279105000,570,639,570,628,1693
20260302,3372,典範,4123000,100292250,23.45,25.3,23.25,24.3,2044
20260302,3373,熱映,124000,2174400,17.35,17.8,17.3,17.75,75
20260302,3374,精材,8712000,1669882500,186,196.5,185.5,190.5,6385
20260302,3379,彬台,170000,6958050,41.75,41.75,40.05,41,144
20260302,3388,崇越電,69000,4313700,62.4,62.7,62.3,62.6,50
20260302,3390,旭軟,768000,19197900,24.8,25.35,24.45,24.75,436
20260302,3402,漢科,553000,75053500,134,138,131,135.5,434
20260302,3426,台興,71000,3347900,47.2,47.2,47.15,47.15,30
20260302,3430,奇鈦科,1564000,121441100,76,79.3,75.2,78,1110
20260302,3434,哲固,132000,3961850,29.1,30.7,29.1,30.15,92
20260302,3438,類比科,76000,3536550,46.8,47.05,46.05,47,60
20260302,3441,聯一光,115000,4132750,35.55,36.7,35.5,35.9,107
20260302,3444,利機,199000,13471200,65.1,69,65.1,67.3,160
20260302,3455,由田,1377000,161602000,113,120.5,111.5,117,1011
20260302,3465,進泰電子,11000,469250,43.9,43.9,42.25,42.4,11
20260302,3466,德晉,723000,26314800,36.55,37.8,35.85,36.5,385
20260302,3467,台灣精材,49000,2070300,41,42.7,41,41.5,47
20260302,3479,安勤,245000,22412400,90.4,92.3,89.1,92,205
20260302,3483,力致,1173000,109994700,90.1,95.4,89.4,93.6,831
20260302,3484,崧騰,143000,6943750,48.45,48.85,48.2,48.7,107
20260302,3489,森寶,18000,359850,20.05,20.1,19.9,20.05,14
20260302,3490,單井,737000,18757100,24.25,25.75,24.1,25.2,261
20260302,3491,昇達科,455000,754685000,1520,1725,1520,1725,357
20260302,3492,長盛,51000,1209750,23.6,23.95,23.6,23.85,38
20260302,3498,陽程,5324000,290784600,50.7,55.8,50.2,55,2839
20260302,3499,環天科,141000,2369600,16.8,17.1,16.3,16.9,91
20260302,3508,位速,2507000,97573500,35.8,40,35.8,40,1535
20260302,3511,矽瑪,85000,1750850,20.5,20.7,20.25,20.55,54
20260302,3512,皇龍,142000,2923800,19.95,21.75,19.95,21.4,94
20260302,3516,亞帝歐,39000,767650,19.75,19.75,19.5,19.7,14
20260302,3520,華盈,142000,2122800,14.85,15.05,14.85,14.9,86
20260302,3521,台鋼建設,147000,2203250,15,15.1,14.9,15,77
20260302,3522,御嵿,156000,2346650,15.2,15.2,15,15.1,78
20260302,3523,迎輝,2000,32100,16.05,16.05,16.05,16.05,2
20260302,3526,凡甲,508000,148536000,287,298,287,292.5,387
20260302,3527,聚積,581000,34708300,57.2,61.5,56.8,60.7,432
20260302,3529,力旺,613000,1547575000,2430,2585,2430,2545,544
20260302,3531,先益,4000,84500,21,21.5,21,21.5,4
20260302,3537,堡達,134000,6241350,46,47,45.1,46.65,115
20260302,3540,曜越,284000,8573100,29.9,30.4,29.7,30.2,196
20260302,3541,西柏,45000,1119200,25.15,25.15,24.6,24.95,33
20260302,3546,宇峻,241000,16256500,67.9,68.4,66.8,67.6,175
20260302,3548,兆利,267000,22593000,85.1,85.6,83.7,84.7,215
20260302,3551,世禾,495000,92898000,185,191.5,183,186,410
20260302,3552,同致,213000,10816900,50.9,51.3,50.2,50.9,168
20260302,3555,博士旺,787000,102208500,133,135.5,127.5,127.5,574
20260302,3556,禾瑞亞,307000,13967550,44.6,46.4,43.15,45.6,238
20260302,3558,神準,363000,50852000,138.5,142.5,137.5,139.5,279
20260302,3564,其陽,448000,22201900,46.8,51.8,45.8,50.9,347
20260302,3567,逸昌,89000,2438150,27.3,27.5,27.3,27.45,60
20260302,3570,大塚,20000,3677500,183,186.5,177,185,20
20260302,3577,泓格,112000,6856600,62,62,60.7,61.4,90
20260302,3580,友威科,352000,24320800,67.6,69.9,67.6,69,255
20260302,3581,博磊,5638000,427281100,72.3,78,72.2,73.8,3603
20260302,3587,閎康,2133000,469735000,212.5,225.5,210,219.5,1635
20260302,3594,磐儀,788000,32460650,38.9,42.9,38.9,42.05,528
20260302,3597,映興,36000,891400,25,25,24.6,24.8,29
20260302,3609,三一東林,134000,4614850,34.75,34.75,34.3,34.65,98
20260302,3611,鼎翰,40000,7829000,195.5,197,195,196,38
20260302,3615,安可,7104000,223555250,28.25,32.35,28.05,32.35,3400
20260302,3623,富晶通,169000,4373150,26,26.3,25.15,26.25,122
20260302,3624,光頡,2230000,137050100,59.8,62.5,59.4,61.6,1413
20260302,3625,西勝,578000,10781750,19,19,18.45,18.7,280
20260302,3628,盈正,194000,13425700,68.6,70.2,67.2,69.6,153
20260302,3629,地心引力,44000,774150,17.55,18.3,17.55,17.95,23
20260302,3630,新鉅科,1846000,63015050,33.45,34.85,33.2,34.7,1219
20260302,3631,晟楠,91000,2629500,28.7,29.35,28.6,29.35,58
20260302,3632,研勤,62000,633960,9.94,10.6,9.9,10,45
20260302,3646,艾恩特,15000,374150,25.6,25.6,24.8,24.9,12
20260302,3663,鑫科,1899000,119480500,62.5,64.3,61.8,62,1390
20260302,3664,安瑞-KY,61000,843100,13.7,14.25,13.7,13.85,35
20260302,3666,光耀,79000,2196300,28.5,28.5,27.55,27.6,65
20260302,3672,康聯訊,100000,1207600,12.65,12.65,11.9,12.2,53
20260302,3675,德微,1130000,203664500,176.5,185,173.5,180,886
20260302,3680,家登,898000,374102000,415.5,423,410,414.5,712
20260302,3684,榮昌,915000,64296800,68.3,71.9,67.3,70.1,632
20260302,3685,元創精密,276000,9802450,36.5,36.5,35,35.8,173
20260302,3687,歐買尬,132000,9611800,73.4,73.6,72.4,72.9,116
20260302,3689,湧德,2493000,289572000,114,118.5,113,115,1560
20260302,3691,碩禾,5978000,812037000,136.5,141,129,135,3714
20260302,3693,營邦,4500000,2098088000,462.5,480,453,458,3537
20260302,3707,漢磊,8830000,522691400,57.5,60.6,57.5,59.6,4947
20260302,3709,鑫聯大投控,10304000,776581300,75.6,78.8,71,76.2,6328
20260302,3710,連展投控,237000,1521850,6.3,6.5,6.3,6.41,131
20260302,3713,新晶投控,40000,781850,19.3,19.75,19.3,19.7,29
20260302,4102,永日,57000,1135000,19.85,20.05,19.85,20,35
20260302,4105,東洋,978000,83258600,84.2,85.6,84,85.3,653
20260302,4107,邦特,60000,7416000,121.5,124.5,121.5,124,53
20260302,4109,加捷生醫,103000,1418550,13.8,13.9,13.7,13.9,68
20260302,4111,濟生,43000,1287650,29.8,30.05,29.8,29.95,33
20260302,4113,聯上,222000,4436950,19.8,20.1,19.8,20,107
20260302,4114,健喬,557000,17874750,32.15,32.25,31.75,32.05,349
20260302,4116,明基醫,33000,1414950,42.9,43,42.75,42.85,29
20260302,4120,友華,32000,1420500,44.4,44.6,44.25,44.25,24
20260302,4121,優盛,805000,15820150,19.8,20.25,19.35,19.95,390
20260302,4123,晟德,11831000,528836550,43.3,45.15,42.8,45,4982
20260302,4126,太醫,71000,5713200,80.1,80.8,80.1,80.8,59
20260302,4127,天良,45000,1647650,36,37.2,36,36.8,25
20260302,4128,中天,1883000,34336100,18.3,18.5,18.1,18.2,878
20260302,4129,聯合,129000,13940000,108,109,107.5,108,85
20260302,4130,健亞,537000,17108250,31.65,32.35,31,31.8,329
20260302,4131,浩泰,78000,2878150,37.25,38.15,35.8,38,30
20260302,4138,曜亞,49000,2879400,58.7,59.1,58.5,58.5,37
20260302,4139,馬光-KY,9000,214750,24,24,23.65,23.65,6
20260302,4147,中裕,672000,34711300,51.4,52.4,51,52.3,425
20260302,4153,鈺緯,38000,1305250,34.6,34.6,34.05,34.25,25
20260302,4154,樂威科-KY,0,0,0,0,0,0,0
20260302,4157,太景*-KY,1862000,22475200,12,12.25,11.95,12,799
20260302,4160,訊聯基因,74000,3605050,47.45,50.3,47.45,48.45,65
20260302,4161,聿新科,51000,1360100,26.95,26.95,26.45,26.8,37
20260302,4162,智擎,308000,19776900,64.6,65,63.5,64.1,213
20260302,4163,鐿鈦,42000,4524500,105.5,109,105.5,108,29
20260302,4166,友霖,601000,15453250,26.3,26.35,25.2,25.35,324
20260302,4167,松瑞藥,816000,15509700,18.8,19.2,18.7,19.1,379
20260302,4168,醣聯,246000,6249300,25,26.1,25,25.4,165
20260302,4171,瑞基,101000,2012900,20.35,20.35,19.75,19.95,79
20260302,4173,久裕,141000,3095000,22,22,21.75,22,74
20260302,4174,浩鼎,456000,18650350,41.8,41.8,40.5,40.55,284
20260302,4175,杏一,95000,5409900,57.6,57.6,56.8,56.8,66
20260302,4183,福永生技,2000,32550,16.4,16.4,16.15,16.15,2
20260302,4188,安克,100000,1362800,13.65,13.85,13.55,13.6,47
20260302,4192,杏國,2000,43600,21.8,21.8,21.8,21.8,2
20260302,4198,欣大健康,8000,315250,39.85,40,38.8,40,8
20260302,4205,中華食,26000,2010700,77.3,77.5,77.2,77.3,23
20260302,4207,環泰,256000,5152100,19.75,20.25,19.75,20.25,107
20260302,4303,信立,894000,49871800,56,56.5,55.4,55.8,532
20260302,4304,勝昱,49000,1516550,30.85,31,30.85,30.85,21
20260302,4305,世坤,10000,435400,43.9,43.9,43.3,43.3,7
20260302,4401,東隆興,72000,1135500,15.85,15.85,15.7,15.75,46
20260302,4402,郡都開發,26000,498550,19.05,19.45,19,19.35,24
20260302,4406,新昕纖,11000,112000,10.2,10.2,10,10,5
20260302,4413,飛寶企業,15000,267250,17.7,18.15,17.7,18,11
20260302,4416,三圓,81000,1942900,24.2,24.35,23.8,23.85,57
20260302,4417,金洲,76000,4061800,52.8,53.7,52.7,53.3,63
20260302,4419,皇家美食,9000,403500,45.7,45.7,44.55,44.8,8
20260302,4420,光明,51000,2607200,51.4,51.6,50.6,51.6,42
20260302,4430,耀億,1000,18800,18.8,18.8,18.8,18.8,1
20260302,4432,銘旺實,35000,553800,15.9,15.9,15.75,15.75,25
20260302,4433,興采,37000,767350,20.9,20.95,20.6,20.9,25
20260302,4442,竣邦-KY,2000,110800,55.2,55.6,55.2,55.6,2
20260302,4502,健信,23000,363350,15.8,15.8,15.75,15.8,12
20260302,4503,金雨,157000,6053450,37.55,39.25,37,39.05,104
20260302,4506,崇友,204000,23757500,114.5,118,114.5,118,106
20260302,4510,高鋒,1286000,58371700,44.15,46.55,43.8,45.65,770
20260302,4513,福裕,483000,8743450,18.5,18.5,17.95,18,292
20260302,4523,永彰,1036000,36413850,34.4,35.8,34,35.05,726
20260302,4527,方土霖,21000,873200,41.65,41.7,41.4,41.4,18
20260302,4528,江興鍛,23000,437750,19.1,19.1,19,19,18
20260302,4529,淳紳,50000,163360,3.31,3.31,3.21,3.3,24
20260302,4530,宏易,0,0,0,0,0,0,0
20260302,4533,協易機,2065000,66299750,31.3,32.75,31.25,32,1134
20260302,4534,慶騰,6608000,204358150,28.85,32.3,28,31.1,2921
20260302,4535,至興,9000,268850,30.05,30.05,29.65,29.65,6
20260302,4538,大詠城,39000,744250,19.5,19.55,18.75,19.1,30
20260302,4541,晟田,2911000,137307000,49,49.75,45.6,45.6,1951
20260302,4542,科嶠,1089000,173352000,152,165.5,148,160.5,845
20260302,4543,萬在,219000,6760550,30.55,31.2,30.05,31,129
20260302,4549,桓達,140000,14541500,103,105.5,101.5,104.5,121
20260302,4550,長佳,13000,341250,25.75,26.65,25.75,26.6,11
20260302,4554,橙的,12000,323800,26.9,27.15,26.9,27.05,12
20260302,4556,旭然,26000,716600,27.45,27.7,27.45,27.65,26
20260302,4558,寶緯,21000,398350,18.9,19,18.9,19,12
20260302,4561,健椿,374000,14806600,39,40.3,38.1,39.05,239
20260302,4563,百德,276000,14210700,51.4,52.4,50.7,51.8,190
20260302,4568,科際精密,38000,1618900,43,43,42.25,42.65,20
20260302,4577,達航科技,2863000,263788000,83.9,95,83.9,95,1867
20260302,4580,捷流閥業,73000,5968600,82.3,83,81.1,81.6,70
20260302,4584,君帆,10000,451700,45.2,45.3,44.7,44.7,6
20260302,4609,唐鋒,19000,97010,5.21,5.37,5,5.19,14
20260302,4702,中美實,39000,388290,9.91,10.05,9.91,10,15
20260302,4706,大恭,16000,501300,30.6,31.5,30.6,31.3,10
20260302,4707,磐亞,566000,5746450,10.05,10.25,10.05,10.2,218
20260302,4711,永純,56000,836800,14.95,15.05,14.85,15,42
20260302,4714,永捷,1056000,17507650,16.55,16.7,16.45,16.55,498
20260302,4716,大立,266000,3923800,14.75,14.9,14.5,14.8,133
20260302,4721,美琪瑪,316000,21095500,65.5,67.8,65,67,201
20260302,4726,永昕,212000,6915100,31.9,33.05,31.9,32.55,109
20260302,4728,雙美,4000,1565000,389,396,389,396,4
20260302,4729,熒茂,237000,5407450,23.05,23.1,22.35,22.6,144
20260302,4735,豪展,23000,733700,31.9,32.05,31.7,31.85,19
20260302,4741,泓瀚,173000,3980900,22.45,23.55,22.4,23.45,131
20260302,4743,合一,2156000,125444400,58.1,58.8,57.9,58.2,1322
20260302,4744,皇將,249000,8015450,31.65,32.65,31.55,32.1,148
20260302,4745,合富-KY,255000,5306100,21.25,21.25,20.6,20.8,99
20260302,4747,強生,24000,1339900,55.2,56.9,55.2,56.9,18
20260302,4749,新應材,1279000,1158873000,890,925,876,912,1133
20260302,4754,國碳科,16000,615450,38.6,38.6,38.2,38.6,14
20260302,4760,勤凱,598000,114511500,189,194.5,187.5,191,486
20260302,4767,誠泰科技,8000,200200,25.6,25.6,24.3,25.15,8
20260302,4768,晶呈科技,2557000,1234837000,451,511,446.5,511,1792
20260302,4772,台特化,2705000,907911500,323.5,344.5,320,339,2271
20260302,4804,大略-KY,96000,574670,5.88,6.05,5.88,6,29
20260302,4806,桂田文創,8000,97850,12.1,12.45,12.1,12.1,7
20260302,4903,聯光通,8903000,396381550,42.4,45.65,42.1,43.8,5727
20260302,4905,台聯電,1000,63400,63.4,63.4,63.4,63.4,1
20260302,4907,富宇,37000,1514650,41.6,41.6,40.7,41.1,25
20260302,4908,前鼎,7816000,723309400,83,95.8,82.2,95.8,5198
20260302,4909,新復興,16620000,1128957300,60.7,69.8,60.7,69.8,10401
20260302,4911,德英,45000,1625650,36.35,36.35,35.85,35.85,33
20260302,4923,力士,102000,3359000,33,33.2,32.7,32.8,64
20260302,4924,欣厚-KY,43000,473800,11.05,11.1,10.9,10.95,16
20260302,4931,新盛力,1506000,221450500,145,149.5,142.5,147,1196
20260302,4933,友輝,120000,7112700,58.4,60,57.8,59.8,89
20260302,4939,亞電,2828000,100298150,34.25,36.25,34.1,35.35,1746
20260302,4946,辣椒,872000,141595000,158,171,152.5,157,667
20260302,4950,金耘國際,19000,297450,15.9,15.9,15.5,15.9,13
20260302,4951,精拓科,139000,9903000,70.5,71.9,69.8,71.5,96
20260302,4953,緯軟,453000,51828000,115,115.5,113.5,114,351
20260302,4966,譜瑞-KY,923000,490374000,530,538,526,535,827
20260302,4971,IET-KY,1411000,727374500,475,539,473.5,537,1185
20260302,4972,湯石照明,27000,481050,17.8,17.85,17.8,17.85,18
20260302,4973,廣穎,1228000,55881100,43.8,46.7,43.4,46.55,791
20260302,4974,亞泰,338000,25646100,75.2,76.6,74.4,75.9,251
20260302,4979,華星光,25773000,11401508000,400,463.5,399.5,462.5,18783
20260302,4987,科誠,38000,3067300,80.7,80.8,80.7,80.7,22
20260302,4991,環宇-KY,1829000,680946500,344,379.5,344,372,1234
20260302,4995,晶達,30000,1273850,42.5,42.65,42.3,42.35,17
20260302,5009,榮剛,3402000,119979350,35.35,36.2,34.8,34.9,1850
20260302,5011,久陽,920000,12155600,12.95,13.8,12.8,13.25,462
20260302,5013,強新,5000,148900,30.05,30.05,29.4,30,3
20260302,5014,建錩,224000,2433100,10.8,11,10.8,11,92
20260302,5015,華祺,27000,751100,27.9,27.9,27.75,27.9,16
20260302,5016,松和,9000,228000,25.9,25.9,24.95,25.1,6
20260302,5201,凱衛,337000,14016250,39.95,42.65,39.95,42,206
20260302,5202,力新,272000,3995550,14.85,14.85,14.55,14.7,159
20260302,5205,中茂,6000,158950,28.45,28.45,25.25,27.55,6
20260302,5206,坤悅,33000,987500,29.95,30,29.8,29.95,18
20260302,5209,新鼎,28000,4715000,167.5,169,167.5,168.5,24
20260302,5210,寶碩,102000,2204750,21.75,21.95,21.55,21.95,40
20260302,5211,蒙恬,54000,1253850,23.5,23.5,23,23.3,42
20260302,5212,凌網,14000,729600,51,52.4,51,51.2,9
20260302,5213,亞昕,1264000,31795100,24.6,25.6,24.45,25.25,535
20260302,5220,萬達光電,44000,861450,19.05,19.75,19.05,19.6,31
20260302,5223,安力-KY,50000,1495050,29.2,30.2,29.2,30.1,35
20260302,5227,立凱-KY,428000,10708050,24.65,25.7,24.4,25.65,226
20260302,5228,鈺鎧,249000,6134950,23.9,25.15,23.9,24.8,169
20260302,5230,雷笛克光學,103000,1785250,17.3,17.9,17.1,17.35,58
20260302,5236,凌陽創新,420000,55260000,130,133.5,129.5,131.5,336
20260302,5245,智晶,321000,9458350,28.15,30.3,28.15,29.6,237
20260302,5251,天鉞電,317000,10495050,31,34.2,30.9,33.85,267
20260302,5263,智崴,720000,74652900,101,108,98.5,106.5,455
20260302,5272,笙科,1301000,29143350,20.75,22.95,20.5,22.95,728
20260302,5274,信驊,262000,2514655000,9730,9780,9460,9500,257
20260302,5276,達輝-KY,0,0,0,0,0,0,0
20260302,5278,尚凡*,419000,12267400,28.35,29.65,28.35,29.45,205
20260302,5287,數字,185000,30316500,162.5,167,162.5,163.5,122
20260302,5289,宜鼎,5817000,4768839000,763,856,751,856,4686
