日期,代號,名稱,資買,資賣,現償,資餘額,券賣,券買,券償,券餘額
20260102,3272,東碩,18,0,2,1360,0,0,0,3
20260102,3276,宇環,30,17,0,646,0,0,0,1
20260102,3284,太普高,5,3,0,1097,0,0,0,2
20260102,3285,微端,2,5,0,208,0,0,0,0
20260102,3287,廣寰科,5,3,0,2032,0,0,0,0
20260102,3288,點晶,0,0,0,0,0,0,0,0
20260102,3289,宜特,916,161,0,5828,21,0,0,29
20260102,3290,東浦,72,74,0,12178,0,0,0,6
20260102,3293,鈊象,34,162,8,3942,0,0,0,13
20260102,3294,英濟,67,26,12,8817,7,5,0,278
20260102,3297,杭特,8,9,0,1584,1,2,0,237
20260102,3303,岱稜,11,20,0,1595,0,0,0,1
20260102,3306,鼎天,104,33,1,1601,0,0,0,4
20260102,3310,佳穎,10,5,0,2317,0,0,0,0
20260102,3313,斐成,0,8,0,2175,0,0,0,161
20260102,3317,尼克森,18,13,0,3376,0,0,0,30
20260102,3322,建舜電,81,27,0,9094,0,0,0,76
20260102,3323,加百裕,420,481,2,7889,14,4,0,199
20260102,3324,雙鴻,590,860,0,4481,20,32,0,568
20260102,3325,旭品,0,0,0,2169,0,0,0,0
20260102,3332,幸康,2,4,0,265,0,0,0,0
20260102,3339,泰谷,15,21,3,6388,7,0,0,65
20260102,3354,律勝,131,65,0,1332,0,17,1,209
20260102,3357,臺慶科,437,255,0,2117,92,5,3,496
20260102,3360,尚立,1090,223,0,3971,65,0,0,76
20260102,3362,先進光,14,28,2,5488,8,0,0,40
20260102,3363,上詮,723,560,0,6981,20,292,11,1472
20260102,3372,典範,0,3,12,461,0,0,0,0
20260102,3373,熱映,0,1,0,910,0,0,0,3
20260102,3374,精材,475,235,50,7611,10,12,0,37
20260102,3379,彬台,6,9,0,2696,0,1,0,86
20260102,3388,崇越電,1,0,0,152,0,0,0,0
20260102,3390,旭軟,121,88,0,3823,16,12,0,53
20260102,3402,漢科,1076,1379,0,2294,11,0,0,18
20260102,3430,奇鈦科,332,331,0,1547,5,0,0,7
20260102,3434,哲固,3,20,4,2147,0,0,0,2
20260102,3438,類比科,65,43,0,1033,0,0,0,5
20260102,3441,聯一光,4,35,0,2217,0,1,0,34
20260102,3444,利機,70,178,0,1271,1,25,0,86
20260102,3455,由田,1262,496,0,3853,14,127,0,100
20260102,3465,進泰電子,2,0,0,345,0,0,0,0
20260102,3466,德晉,39,28,0,11417,0,1,0,222
20260102,3467,台灣精材,1,6,0,115,0,0,0,0
20260102,3479,安勤,12,59,0,1211,0,0,0,0
20260102,3483,力致,121,73,9,5302,0,2,0,27
20260102,3484,崧騰,5,10,0,1911,0,0,0,16
20260102,3489,森寶,2,1,0,1102,0,0,0,0
20260102,3490,單井,48,77,1,1819,3,0,0,4
20260102,3491,昇達科,192,144,0,3791,7,13,1,305
20260102,3492,長盛,38,26,0,781,0,0,0,0
20260102,3498,陽程,77,44,1,2289,10,6,0,145
20260102,3499,環天科,0,0,0,0,0,0,0,0
20260102,3508,位速,0,0,0,0,0,0,0,0
20260102,3511,矽瑪,28,29,0,2608,0,0,0,8
20260102,3512,皇龍,1,6,10,489,0,0,0,0
20260102,3516,亞帝歐,30,4,3,8547,0,0,0,0
20260102,3520,華盈,1,17,1,2463,0,0,0,2
20260102,3521,鴻翊,9,8,0,503,0,0,0,2
20260102,3522,御嵿,0,0,0,0,0,0,0,0
20260102,3523,迎輝,0,0,0,0,0,0,0,0
20260102,3526,凡甲,22,2,0,1277,3,0,0,31
20260102,3527,聚積,23,21,0,1313,0,0,0,3
20260102,3529,力旺,32,18,0,1671,0,4,0,10
20260102,3531,先益,0,0,0,101,0,0,0,0
20260102,3537,堡達,268,274,0,1450,2,1,0,35
20260102,3540,曜越,41,19,1,1072,0,0,0,0
20260102,3541,西柏,0,2,0,526,0,0,0,0
20260102,3546,宇峻,20,7,2,3141,1,0,0,8
20260102,3548,兆利,23,24,9,4655,1,5,0,30
20260102,3551,世禾,497,329,0,2030,2,0,0,51
20260102,3552,同致,6,9,1,1150,0,0,0,8
20260102,3555,博士旺,18,32,0,674,0,0,0,0
20260102,3556,禾瑞亞,6,4,0,328,0,0,0,0
20260102,3558,神準,4,12,1,1749,0,1,0,1
20260102,3564,其陽,5,11,2,1112,0,0,0,2
20260102,3567,逸昌,4,2,0,762,0,0,0,0
20260102,3570,大塚,4,1,0,23,0,0,0,0
20260102,3577,泓格,16,12,0,1523,0,0,0,2
20260102,3580,友威科,413,177,2,2861,14,0,0,27
20260102,3581,博磊,141,145,0,3482,13,4,0,171
20260102,3587,閎康,69,63,3,2108,1,0,0,9
20260102,3594,磐儀,7,23,1,3741,0,0,0,1
20260102,3597,映興,3,1,0,1545,0,0,0,0
20260102,3609,三一東林,1,0,0,911,0,0,0,0
20260102,3611,鼎翰,7,1,0,211,0,0,0,0
20260102,3615,安可,531,247,4,3436,5,0,0,9
20260102,3623,富晶通,74,67,0,586,22,0,0,63
20260102,3624,光頡,2551,1994,0,6442,447,54,0,641
20260102,3625,西勝,0,0,0,0,0,0,0,0
20260102,3628,盈正,25,22,0,1703,0,0,0,33
20260102,3630,新鉅科,31,27,0,3895,2,0,0,5
20260102,3631,晟楠,1,5,0,988,0,0,0,0
20260102,3632,研勤,0,0,0,0,0,0,0,0
20260102,3646,艾恩特,1,0,17,1413,0,0,0,0
20260102,3663,鑫科,608,489,2,4273,44,3,0,200
20260102,3664,安瑞-KY,0,0,0,0,0,0,0,0
20260102,3666,光耀,23,25,4,1222,0,0,0,0
20260102,3672,康聯訊,0,0,0,0,0,0,0,0
20260102,3675,德微,63,52,0,1826,1,0,0,8
20260102,3680,家登,464,488,0,3060,12,3,0,31
20260102,3684,榮昌,23,26,0,341,0,6,4,0
20260102,3685,元創精密,0,1,0,75,0,0,0,0
20260102,3687,歐買尬,32,109,0,1250,4,6,0,165
20260102,3689,湧德,3824,1011,0,10388,111,43,0,242
20260102,3691,碩禾,19,54,16,1531,0,9,0,87
20260102,3693,營邦,48,41,0,2314,0,0,0,16
20260102,3707,漢磊,1289,489,2,10870,242,18,123,2971
20260102,3709,鑫聯大投控,1765,702,1,8514,7,1,0,38
20260102,3710,連展投控,0,0,0,0,0,0,0,0
20260102,4102,永日,0,0,0,190,0,0,0,0
20260102,4105,東洋,22,3,0,895,0,0,0,2
20260102,4107,邦特,0,1,0,226,0,0,0,0
20260102,4109,加捷生醫,11,3,0,4054,0,0,0,0
20260102,4111,濟生,10,0,0,1002,0,0,0,0
20260102,4113,聯上,26,9,0,13648,2,3,0,23
20260102,4114,健喬,11,13,0,2309,0,0,0,1
20260102,4116,明基醫,3,0,0,221,0,0,0,0
20260102,4120,友華,1,0,0,928,0,0,0,0
20260102,4121,優盛,48,19,0,5302,0,0,0,1
20260102,4123,晟德,361,266,9,8057,2,22,0,309
20260102,4126,太醫,0,0,0,752,0,0,0,0
20260102,4127,天良,2,0,0,283,0,0,0,4
20260102,4128,中天,87,42,41,8082,0,0,0,4
20260102,4129,聯合,21,2,0,906,0,0,0,8
20260102,4130,健亞,135,52,0,4902,0,2,0,36
20260102,4138,曜亞,1,0,0,62,0,0,0,0
20260102,4139,馬光-KY,0,0,0,1297,0,0,0,0
20260102,4147,中裕,31,13,1,9387,10,0,0,35
20260102,4153,鈺緯,4,4,0,3523,0,0,0,0
20260102,4157,太景*-KY,464,324,2,6767,1,1,0,48
20260102,4160,訊聯基因,6,6,0,70,0,0,0,0
20260102,4161,聿新科,0,13,0,969,0,0,0,0
20260102,4162,智擎,16,30,0,3179,0,0,0,3
20260102,4163,鐿鈦,4,0,0,32,0,0,0,0
20260102,4167,松瑞藥,76,45,24,8426,0,0,0,0
20260102,4168,醣聯,0,6,1,446,0,0,0,0
20260102,4171,瑞基,3,57,50,773,0,0,0,37
20260102,4173,久裕,0,21,0,574,0,0,0,0
20260102,4174,浩鼎,0,19,4,3519,0,0,0,12
20260102,4175,杏一,0,0,0,36,0,0,0,0
20260102,4205,中華食,0,0,0,22,0,0,0,0
20260102,4207,環泰,1,0,0,714,0,0,0,1
20260102,4303,信立,38,76,1,8861,1,1,0,40
20260102,4304,勝昱,0,0,0,0,0,0,0,0
20260102,4305,世坤,0,0,0,11,0,0,0,0
20260102,4401,東隆興,1,0,0,1014,0,0,0,0
20260102,4406,新昕纖,0,0,0,468,0,5,0,1
20260102,4413,飛寶企業,4,3,0,177,0,0,0,0
20260102,4416,三圓,48,39,0,231,0,0,0,0
20260102,4417,金洲,2,5,0,237,0,0,0,0
20260102,4420,光明,2,0,0,176,0,0,0,0
20260102,4430,耀億,0,0,0,115,0,0,0,0
20260102,4432,銘旺實,0,1,0,508,0,0,0,0
20260102,4433,興采,0,20,0,166,0,0,0,0
20260102,4442,竣邦-KY,11,0,0,105,0,0,0,5
20260102,4502,健信,0,1,0,870,0,0,0,0
20260102,4503,金雨,13,17,6,2675,0,0,0,2
20260102,4506,崇友,0,0,0,4,0,0,0,0
20260102,4510,高鋒,36,32,1,7249,37,3,0,653
20260102,4513,福裕,15,22,2,3049,0,0,0,17
20260102,4523,永彰,101,6,0,1149,1,0,0,1
20260102,4527,方土霖,0,1,0,219,0,0,0,0
20260102,4528,江興鍛,1,0,0,145,0,0,0,0
20260102,4529,淳紳,0,0,0,0,0,0,0,0
20260102,4530,宏易,0,0,0,0,0,0,0,0
20260102,4533,協易機,116,80,6,8129,0,0,0,12
20260102,4534,慶騰,0,0,0,0,0,0,0,0
20260102,4535,至興,0,0,0,134,0,0,0,0
20260102,4538,大詠城,0,0,0,329,0,0,0,0
20260102,4541,晟田,11,33,0,5202,2,13,0,13
20260102,4542,科嶠,51,118,0,3123,4,2,0,298
20260102,4543,萬在,31,25,11,1453,2,0,0,5
20260102,4549,桓達,6,6,0,1271,0,0,0,0
20260102,4550,長佳,8,42,0,272,0,0,0,0
20260102,4554,橙的,2,0,0,13,0,0,0,0
20260102,4556,旭然,0,1,0,501,0,0,0,0
20260102,4558,寶緯,1,6,0,400,0,0,0,0
20260102,4561,健椿,3,20,0,2124,3,0,0,32
20260102,4563,百德,119,49,10,2327,2,0,0,7
20260102,4568,科際精密,0,3,0,44,0,0,0,0
20260102,4577,達航科技,119,111,0,1818,6,14,0,71
20260102,4580,捷流閥業,0,0,0,183,0,0,0,0
20260102,4609,唐鋒,0,0,0,0,0,0,0,0
20260102,4702,中美實,3,0,0,2677,0,0,0,0
20260102,4706,大恭,0,0,0,220,0,0,0,0
20260102,4707,磐亞,40,15,0,2453,0,0,0,1
20260102,4711,永純,0,4,0,311,0,0,0,0
20260102,4714,永捷,117,104,13,7722,0,0,0,16
20260102,4716,大立,13,164,0,9106,0,0,0,252
20260102,4721,美琪瑪,27,24,0,1617,0,0,0,1
20260102,4726,永昕,0,45,2,1001,0,0,0,0
20260102,4728,雙美,5,7,0,1836,0,0,0,0
20260102,4729,熒茂,105,205,0,2450,1,4,0,71
20260102,4735,豪展,2,1,0,227,0,0,0,0
20260102,4741,泓瀚,1,8,0,350,0,0,0,1
20260102,4743,合一,95,89,99,10131,19,5,0,151
20260102,4744,皇將,2,3,0,4088,0,0,0,4
20260102,4745,合富-KY,16,15,128,870,0,0,0,2
20260102,4747,強生,0,2,0,1283,0,0,0,0
20260102,4749,新應材,596,353,1,2966,30,7,0,132
20260102,4754,國碳科,4,0,0,120,0,0,0,0
20260102,4760,勤凱,253,131,0,1662,3,1,0,12
20260102,4767,誠泰科技,1,0,0,14,0,0,0,0
20260102,4768,晶呈科技,126,141,11,3492,5,5,9,702
20260102,4772,台特化,1126,602,0,3855,19,1,0,84
20260102,4804,大略-KY,0,0,0,0,0,0,0,0
20260102,4806,桂田文創,0,0,0,0,0,0,0,0
20260102,4903,聯光通,165,110,0,4274,53,37,0,275
20260102,4905,台聯電,2,0,0,73,0,0,0,0
20260102,4907,富宇,3,0,0,238,0,0,0,0
20260102,4908,前鼎,33,26,5,3459,0,0,0,21
20260102,4909,新復興,274,653,2,6092,130,93,0,3016
20260102,4911,德英,1,0,0,202,0,0,0,0
20260102,4923,力士,2,2,0,397,0,0,0,0
20260102,4924,欣厚-KY,0,0,0,0,0,0,0,0
20260102,4931,新盛力,34,161,16,9964,0,13,15,1648
20260102,4933,友輝,1,9,0,1146,0,0,0,4
20260102,4939,亞電,161,207,0,5887,93,95,0,824
20260102,4951,精拓科,1,1,1,749,0,0,0,0
20260102,4953,緯軟,21,11,1,1092,0,0,0,0
20260102,4966,譜瑞-KY,77,49,4,4498,0,8,0,46
20260102,4971,IET-KY,166,327,3,6594,3,5,0,845
20260102,4972,湯石照明,0,4,0,103,0,0,0,0
20260102,4973,廣穎,329,395,13,2841,10,1,0,87
20260102,4974,亞泰,0,19,1,1697,0,0,0,0
20260102,4979,華星光,1653,2355,14,14756,143,70,1,2403
20260102,4987,科誠,19,0,0,161,0,0,0,0
20260102,4991,環宇-KY,107,297,0,11479,0,25,2,511
20260102,4995,晶達,0,0,0,1858,0,0,0,0
20260102,5009,榮剛,33,96,50,6322,0,0,0,93
20260102,5011,久陽,25,0,0,3889,0,0,0,1
20260102,5013,強新,0,1,0,9,0,0,0,0
20260102,5014,建錩,22,12,0,3762,0,0,0,0
20260102,5015,華祺,195,195,0,321,0,0,0,0
20260102,5016,松和,0,0,0,121,0,0,0,0
20260102,5201,凱衛,69,46,0,7167,0,0,0,16
20260102,5202,力新,2,38,0,2604,0,0,0,1
20260102,5206,坤悅,3,1,0,735,0,0,0,0
20260102,5209,新鼎,2,0,0,40,0,0,0,0
20260102,5210,寶碩,0,0,0,0,0,0,0,0
20260102,5211,蒙恬,0,0,0,249,0,0,0,0
20260102,5212,凌網,2,0,0,57,0,0,0,0
20260102,5213,亞昕,2,0,10,2951,26,0,0,45
20260102,5220,萬達光電,5,1,3,204,0,0,0,0
20260102,5223,安力-KY,0,0,0,145,0,0,0,0
20260102,5227,立凱-KY,1,0,0,62,0,0,0,0
20260102,5228,鈺鎧,73,11,0,208,0,0,0,0
20260102,5230,雷笛克光學,12,23,14,1915,0,0,0,0
20260102,5236,凌陽創新,5,6,0,500,0,0,0,5
20260102,5245,智晶,4,20,0,1155,11,0,0,19
20260102,5251,天鉞電,15,49,0,2583,0,8,0,210
20260102,5263,智崴,713,191,0,3618,38,0,0,38
20260102,5272,笙科,4,6,2,763,0,0,0,0
20260102,5274,信驊,4,5,0,141,0,0,0,13
20260102,5278,尚凡*,17,21,0,1601,1,0,0,1
20260102,5287,數字,10,0,0,93,0,0,0,0
20260102,5289,宜鼎,575,331,1,3513,18,36,0,176
20260102,5291,邑昇,38,14,0,4651,0,0,0,1
20260102,5299,杰力,0,3,0,276,0,0,0,0
20260102,5301,寶得利,0,0,0,0,0,0,0,0
20260102,5302,太欣,0,0,0,0,0,0,0,0
20260102,5309,系統電,955,883,1,16990,35,258,0,1938
20260102,5310,天剛,0,0,0,0,0,0,0,0
20260102,5312,寶島科,0,0,0,647,0,0,0,0
20260102,5314,世紀*,191,300,5,20589,1,12,0,169
20260102,5315,光聯,35,99,0,2304,0,3,0,6
20260102,5321,美而快,4,3,0,1362,1,0,0,34
20260102,5324,士開,0,0,0,0,0,0,0,0
20260102,5328,華容,504,803,0,5109,28,9,0,557
20260102,5340,建榮,472,710,0,5700,30,47,0,347
20260102,5344,立衛,0,0,0,0,0,0,0,0
20260102,5345,馥鴻,0,0,0,0,0,0,0,0
20260102,5347,世界,75,61,89,4407,0,5,0,105
20260102,5351,鈺創,2809,2164,0,14837,443,21,0,1148
20260102,5353,台林,4,14,0,1320,0,0,0,17
20260102,5355,佳總,0,0,0,0,0,0,0,0
20260102,5356,協益,0,0,2,5290,0,0,0,0
20260102,5364,力麗店,0,0,0,428,0,0,0,0
20260102,5371,中光電,357,404,24,33574,10,79,0,346
20260102,5381,合正,0,0,0,0,0,0,0,0
20260102,5386,青雲,665,585,0,2829,8,8,0,94
20260102,5392,能率,275,397,1,9536,3,32,0,171
20260102,5398,慕康生醫,45,5,0,3855,0,1,0,1
20260102,5403,中菲,0,0,0,67,0,0,0,0
20260102,5410,國眾,5,28,0,2402,0,0,0,0
20260102,5425,台半,64,90,28,7733,1,11,0,58
20260102,5426,振發,33,34,0,3782,0,0,0,2
20260102,5432,新門,10,19,1,783,1,6,0,70
20260102,5438,東友,96,48,0,1658,0,1,0,26
20260102,5439,高技,514,651,5,11848,202,23,0,533
20260102,5443,均豪,931,306,9,7011,23,2,0,68
20260102,5450,南良,13,27,0,1200,0,0,0,4
20260102,5452,佶優,1227,835,3,6175,69,22,0,119
20260102,5455,昇益,0,0,0,30,0,0,0,0
20260102,5457,宣德,59,71,0,3992,0,10,0,3
20260102,5460,同協,0,14,0,1298,0,0,0,0
20260102,5464,霖宏,0,0,0,349,0,0,0,2
20260102,5465,富驊,7,1,0,1573,0,0,0,8
20260102,5468,凱鈺,0,0,0,0,0,0,0,0
20260102,5474,聰泰,67,27,0,1289,0,0,0,0
20260102,5475,德宏,0,0,0,0,0,0,0,0
20260102,5478,智冠,1,1,3,465,0,0,0,10
20260102,5481,新華,362,17,0,6737,0,0,0,19
20260102,5483,中美晶,856,1097,2,10103,0,5,1,0
20260102,5487,通泰,0,0,0,1525,0,0,0,0
20260102,5488,松普,0,70,5,1673,0,0,0,0
20260102,5489,彩富,1,2,0,1216,0,0,0,0
20260102,5490,同亨,19,9,1,1934,0,0,0,2
20260102,5493,三聯,10,9,2,1846,0,0,0,16
20260102,5498,凱崴,0,0,0,707,0,0,0,0
20260102,5508,永信建,107,122,0,3235,3,23,0,144
20260102,5511,德昌,18,37,0,579,0,0,0,3
20260102,5512,力麒,32,20,3,5745,0,0,0,1
20260102,5514,三豐,0,0,0,77,0,0,0,0
20260102,5516,雙喜,0,0,0,363,0,0,0,0
20260102,5520,力泰,0,0,0,2,0,0,0,0
20260102,5523,豐謙,0,0,0,5,0,0,0,0
20260102,5529,鉅陞,0,0,0,1777,0,0,0,0
20260102,5530,龍巖,0,15,0,3855,13,0,0,17
20260102,5536,聖暉*,377,134,3,2767,1,17,0,32
20260102,5543,桓鼎-KY,0,0,0,10,0,0,0,0
20260102,5548,安倉,0,0,0,53,0,0,0,0
20260102,5601,台聯櫃,0,0,0,0,0,0,0,0
20260102,5603,陸海,0,19,0,5021,0,0,0,0
20260102,5604,中連,0,0,0,110,0,0,0,0
20260102,5609,中菲行,1,0,0,94,0,0,0,1
20260102,5701,劍湖山,0,0,0,0,0,0,0,0
20260102,5703,亞都,0,0,0,0,0,0,0,0
20260102,5704,老爺知,13,15,0,120,0,0,0,0
20260102,5864,致和證,126,13,0,6714,0,0,0,30
20260102,5902,德記,27,27,0,5849,0,0,0,0
20260102,5903,全家,0,1,0,22,0,0,0,0
20260102,5904,寶雅,0,1,0,220,0,0,0,2
20260102,5905,南仁湖,17,54,6,4256,0,0,0,2
20260102,6015,宏遠證,0,13,0,1745,0,0,0,31
20260102,6016,康和證,91,0,0,1644,0,0,0,8
20260102,6020,大展證,0,0,0,84,0,0,0,0
20260102,6021,美好證,23,0,0,443,0,0,0,0
20260102,6023,元大期,13,1,0,339,0,0,0,0
20260102,6026,福邦證,44,81,0,2101,0,0,0,10
20260102,6101,寬魚國際,0,23,56,8687,0,0,0,0
20260102,6103,合邦,0,0,0,0,0,0,0,0
20260102,6104,創惟,65,32,0,5814,8,1,0,82
20260102,6109,亞元,0,0,0,218,0,0,0,0
20260102,6111,大宇資,16,29,3,2797,0,1,0,37
20260102,6113,亞矽,15,22,2,1850,1,0,0,9
20260102,6114,久威,2,8,0,1256,0,0,0,0
20260102,6118,建達,45,57,0,2547,0,1,0,17
20260102,6121,新普,31,18,0,420,0,0,0,2
20260102,6122,擎邦,23,28,0,1249,0,0,0,20
20260102,6123,上奇,4,0,0,263,0,0,0,0
20260102,6124,業強,5,14,0,336,0,0,0,1
20260102,6125,廣運,294,214,21,13101,2,1,0,212
20260102,6126,信音,180,99,3,2278,0,0,0,48
20260102,6127,九豪,4032,1062,15,8010,159,45,0,318
20260102,6129,普誠,0,0,2,365,0,0,0,0
20260102,6130,上亞科技,63,50,0,2609,0,0,0,1
20260102,6134,萬旭,109,43,0,3942,0,11,0,27
20260102,6138,茂達,5,11,0,846,0,0,0,18
20260102,6140,訊達,0,6,0,2572,0,0,0,11
20260102,6143,振曜,43,95,1,12871,0,0,0,89
20260102,6144,得利影,0,0,0,0,0,0,0,0
20260102,6146,耕興,3,1,0,318,0,2,0,0
20260102,6147,頎邦,216,105,2,4002,0,2,0,21
20260102,6148,驊宏資,24,30,0,3404,3,3,0,165
20260102,6150,撼訊,114,60,0,1943,4,0,0,39
20260102,6151,晉倫,3,81,0,1373,0,0,0,6
20260102,6154,順發,3,0,0,209,0,0,0,0
20260102,6156,松上,180,51,6,6458,0,0,0,0
20260102,6158,禾昌,10,0,0,954,0,0,0,0
20260102,6160,欣技,22,12,5,977,0,0,0,0
20260102,6161,捷波,5,8,0,760,0,0,0,0
20260102,6163,華電網,1810,1044,4,25215,57,42,6,2293
20260102,6167,久正,10,28,45,3151,0,0,0,1
20260102,6169,昱泉,2,0,0,31,0,0,0,0
20260102,6170,統振,6,3,1,3892,0,0,0,8
20260102,6171,大城地產,0,0,0,172,0,0,0,0
20260102,6173,信昌電,1335,1477,3,6709,87,46,0,962
20260102,6174,安碁,0,8,0,410,0,0,0,0
20260102,6175,立敦,1021,718,0,4640,5,11,0,124
20260102,6179,亞通,173,209,4,12737,10,1,0,210
20260102,6180,橘子,12,18,0,1296,5,24,0,120
