日期,代號,名稱,收市,漲跌,開市,最高,最低,筆數,單位,金額,明日參價
20260302,27431,山富一,104.8,-0.05,104.8,104.8,104.8,2,3,314400,104.8
20260302,27451,五福一,,,,,,,,,111
20260302,27531,八方雲集一,106,-0.5,106.5,106.5,105.5,20,76,8052700,106
20260302,27532,八方雲集二,,,,,,,,,109
20260302,27551,揚秦一,156,,157,157,156,14,14,2186000,156
20260302,27561,聯發國際一,,,,,,,,,106.9
20260302,29061,高林一,,,,,,,,,99.45
20260302,30061,晶豪科一,204,18,182,204,182,69,184,36285000,204
20260302,30134,晟銘電四,117.5,1.25,116.25,117.5,116.25,5,6,703750,117.5
20260302,30165,嘉晶五,110.9,2.4,110.9,110.9,110.9,1,50,5545000,110.9
20260302,30321,偉訓一,,,,,,,,,94.7
20260302,30322,偉訓二,,,,,,,,,93.95
20260302,30336,威健六,,,,,,,,,133
20260302,30337,威健七,,,,,,,,,103.85
20260302,30371,欣興一,292,2,285,305,285,114,505,151068000,292
20260302,30401,遠見一,,,,,,,,,99.4
20260302,30454,台灣大四,98.65,0.05,98.65,98.65,98.65,1,1,98650,98.65
20260302,30455,台灣大五,102.4,0.6,101.8,102.4,101.8,15,34,3468500,102.4
20260302,30882,艾訊二,107,-0.5,107,107,107,1,1,107000,107
20260302,30922,鴻碩二,103,3.5,99.95,103,99.95,33,66,6716400,103
20260302,30954,及成四,,,,,,,,,113.5
20260302,31222,笙泉二,,,,,,,,,100.2
20260302,31282,昇銳二,,,,,,,,,97.3
20260302,31311,弘塑一,127.5,-0.8,127.5,128.2,127,42,118,15056750,127.5
20260302,31312,弘塑二,130.9,-1.1,126.3,130.9,126.3,17,70,9084950,130.9
20260302,31351,凌航一,232,5,225,232,224,3,5,1145000,232
20260302,31382,耀登二,185,16,183,185,183,29,124,22903000,185
20260302,31413,晶宏三,,,,,,,,,99
20260302,31672,大量二,181,5,177,184,177,25,36,6499000,181
20260302,31882,鑫龍騰二,101.5,,101.5,102.35,101.5,16,22,2238150,101.5
20260302,32071,耀勝一,101.5,-0.1,101.8,102,101.5,10,315,32095450,101.5
20260302,32571,虹冠電一,,,,,,,,,111
20260302,32608,威剛八,145,0.8,144.2,148,144.2,56,174,25300350,145
20260302,32723,東碩三,83.5,-5.6,89.1,89.1,83,13,18,1540250,83.5
20260302,32843,太普高三,,,,,,,,,98.75
20260302,33035,岱稜五,,,,,,,,,99
20260302,33055,昇貿五,,,,,,,,,164
20260302,33121,弘憶股一,,,,,,,,,95
20260302,33133,斐成三,,,,,,,,,108.5
20260302,33225,建舜電五,,,,,,,,,98.45
20260302,33233,加百裕三,,,,,,,,,115.6
20260302,33245,雙鴻五,170,-2,167,173,167,26,37,6316000,170
20260302,33246,雙鴻六,110.2,10,110.2,110.2,110.2,26,100,11020000,110.2
20260302,33466,麗清六,,,,,,,,,96.85
20260302,33571,臺慶科一,185,16,176,185,176,136,467,85124000,185
20260302,33621,先進光一,101.9,0.2,101.7,101.9,101.7,2,2,203600,101.9
20260302,33763,新日興三,132.5,0.8,128,133.05,128,17,37,4872000,132.5
20260302,33881,崇越電一,105.8,-0.85,106,106,105.5,7,9,953300,105.8
20260302,33902,旭軟二,125,1,125.45,125.5,124.5,8,11,1376300,125
20260302,34163,融程電三,,,,,,,,,127.9
20260302,34793,安勤三,107.4,0.4,107,107.45,107,6,7,751500,107.4
20260302,34834,力致四,,,,,,,,,104.5
20260302,34843,崧騰三,,,,,,,,,117
20260302,35161,亞帝歐一,,,,,,,,,104
20260302,35181,柏騰一,,,,,,,,,104
20260302,35221,御嵿一,,,,,,,,,106
20260302,35265,凡甲五,,,,,,,,,185
20260302,35266,凡甲六,,,,,,,,,150
20260302,35267,凡甲七,127.5,1.75,126.05,127.5,125.1,25,93,11753250,127.5
20260302,35431,州巧一,138,0.5,138.05,138.05,138,2,2,276050,138
20260302,35482,兆利二,101.2,,101.2,101.2,101,5,5,505700,101.2
20260302,35483,兆利三,100.5,-0.4,100.15,100.5,100.15,4,9,903700,100.5
20260302,35513,世禾三,129,-0.2,129.15,129.2,129,7,7,903950,129
20260302,35642,其陽二,,,,,,,,,96
20260302,35831,辛耘一,123,0.65,122.35,123,122,4,4,489700,123
20260302,35832,辛耘二,125,1,123.95,126,123.95,50,63,7879600,125
20260302,35871,閎康一,119,-0.2,119.2,120,119,26,47,5629250,119
20260302,35872,閎康二,134,0.5,132.5,135.5,132.15,31,76,10196300,134
20260302,35914,艾笛森四,,,,,,,,,103.4
20260302,36053,宏致三,132,0.4,132.75,132.8,132,5,10,1326150,132
20260302,36173,碩天三,103.65,-0.55,103.6,103.9,103.4,12,30,3105700,103.65
20260302,36804,家登四,129,0.8,128.95,129,128.95,4,5,644900,129
20260302,36841,榮昌一,133.65,3.05,130,137,130,35,46,6156150,133.65
20260302,36872,歐買尬二,,,,,,,,,103.25
20260302,36873,歐買尬三,,,,,,,,,106.45
20260302,36894,湧德四,,,,,,,,,190
20260302,36913,碩禾三,123.2,2.3,121.9,125.2,121.85,211,514,63503350,123.2
20260302,37012,大眾控二,,,,,,,,,100.1
20260302,370201,大聯大E1,121.15,-0.35,121.5,122.9,121.15,41,175,21360100,121.15
20260302,37022,大聯大二,102.9,-0.85,102.55,103,102.5,11,25,2566950,102.9
20260302,37023,大聯大三,103.6,-0.9,103.2,103.9,103.2,9,21,2176200,103.6
20260302,37075,漢磊五,148.2,-5.8,145,148.2,145,4,6,877450,148.2
20260302,37083,上緯投控三,147.9,3.95,147,147.9,147,2,2,294900,147.9
20260302,37084,上緯投控四,,,,,,,,,149.65
20260302,37131,新晶投控一,,,,,,,,,99.6
20260302,37151,定穎投控一,,,,,,,,,140
20260302,37171,聯嘉投控一,106.95,-0.05,107,107,105.45,11,32,3407300,106.95
20260302,41135,聯上五,,,,,,,,,108
20260302,41236,晟德六,126.8,0.8,124,126.8,124,5,8,1005150,126.8
20260302,41237,晟德七,114,2.6,111.65,114.3,111,117,254,28516300,114
20260302,41295,聯合五,114.7,-0.2,111.7,115.5,111.7,13,40,4602450,114.7
20260302,41372,麗豐二KY,102.4,3.45,99.4,102.4,99.4,3,4,400700,102.4
20260302,41645,承業醫五,,,,,,,,,104
20260302,41684,醣聯四,117.9,0.9,116.5,117.9,116,6,7,815000,117.9
20260302,41903,佐登三KY,94.55,-1.55,96.05,96.1,94.5,36,66,6283200,94.55
20260302,44163,三圓三,,,,,,,,,102.3
20260302,44383,廣越三,,,,,,,,,103.25
20260302,44391,冠星一KY,104.9,1.9,104.9,104.9,104.9,1,2,209800,104.9
20260302,44421,竣邦一KY,,,,,,,,,114.95
20260302,45102,高鋒二,,,,,,,,,101.2
20260302,45421,科嶠一,,,,,,,,,190
20260302,45491,桓達一,102,,102,102,102,1,5,510000,102
20260302,45554,氣立四,105,-0.5,108.35,108.35,104.5,9,9,951100,105
20260302,45581,寶緯一,,,,,,,,,101.4
20260302,45641,元翎一,100.55,0.6,100.8,100.8,100.1,4,4,402050,100.55
20260302,45663,時碩工業三,,,,,,,,,122.9
20260302,45691,六方科一KY,,,,,,,,,99.95
20260302,45721,駐龍一,,,,,,,,,108.75
20260302,45811,光隆精密一KY,,,,,,,,,98.1
20260302,47223,國精化三,145.2,-7.8,148.95,154,145,77,182,27222500,145.2
20260302,47393,康普三,108.5,2.5,107,108.5,106,50,105,11280800,108.5
20260302,47394,康普四,132.45,3.35,128.95,133.5,128.95,89,165,21820150,132.45
20260302,47471,強生一,,,,,,,,,103.4
20260302,47721,台特化一,135,3.1,131.8,136.8,129.95,128,293,39156350,135
20260302,49066,正文六,107.85,-0.1,105.15,107.9,105.15,7,9,966600,107.85
20260302,49165,事欣科五,,,,,,,,,168
20260302,49231,力士一,100.55,2.55,100.55,100.55,100.55,1,1,100550,100.55
20260302,49674,十銓四,146,0.2,144,146,143.05,103,292,42265100,146
20260302,49793,華星光三,265,24,248,265,245,39,142,36394000,265
20260302,49794,華星光四,230,20,213,231,212,22,43,9643000,230
20260302,50097,榮剛七,100.2,-0.2,100.1,100.2,100.1,5,24,2402600,100.2
20260302,52011,凱衛一,119.5,0.05,119,119.5,119,4,18,2146000,119.5
20260302,52091,新鼎一,,,,,,,,,113
20260302,52121,凌網一,,,,,,,,,101.85
20260302,52303,雷笛克光學三,,,,,,,,,102
20260302,52441,弘凱一,100.05,0.4,100,100.05,100,5,12,1200500,100.05
20260302,52452,智晶二,97.9,,97.9,97.9,97.9,1,1,97900,97.9
20260302,52635,智崴五,,,,,,,,,114
20260302,53064,桂盟四,,,,,,,,,100.65
20260302,53095,系統電五,,,,,,,,,177
20260302,53096,系統電六,,,,,,,,,120
20260302,53097,系統電七,123,-3,124.55,124.55,123,6,11,1366500,123
20260302,53211,美而快一,,,,,,,,,100.25
20260302,53887,中磊七,103.5,0.1,103.5,103.5,102.1,10,16,1654150,103.5
20260302,54342,崇越二,,,,,,,,,192
20260302,54391,高技一,124.95,-0.05,124.1,124.95,123.9,4,11,1364150,124.95
20260302,54501,南良一,103,-1,103,103.5,102.5,72,357,36707650,103
20260302,54573,宣德三,95,-0.75,95.05,95.05,95,8,12,1140300,95
20260302,56086,四維航六,103.5,1.5,103.5,104,103.5,3,3,311000,103.5
20260302,56087,四維航七,113.4,-0.9,112.05,113.4,112,3,3,337450,113.4
20260302,59055,南仁湖四,,,,,,,,,100.8
20260302,60151,宏遠證一,100.15,-4.85,101.7,102.25,100.15,14,16,1617600,100.15
20260302,60152,宏遠證二,,,,,,,,,149.6
20260302,61011,寬魚國際一,109,,109.05,109.05,108.95,10,18,1961900,109
20260302,61012,寬魚國際二,96.5,-0.85,96.5,96.5,96.5,1,1,96500,96.5
20260302,61041,創惟一,,,,,,,,,109.9
20260302,61112,大宇資二,96.5,,96.5,96.5,96.4,15,81,7816100,96.5
20260302,61171,迎廣一,,,,,,,,,101
20260302,61172,迎廣二,,,,,,,,,105
20260302,61255,廣運五,,,,,,,,,98.55
20260302,61263,信音三,135.55,-8.55,136,136,135.55,3,4,543350,135.55
20260302,61394,亞翔四,380,,380,380,380,1,9,3420000,380
20260302,61506,撼訊六,96,-0.65,96,96,96,1,1,96000,96
20260302,61565,松上五,101.15,0.05,101.15,101.15,101.15,1,5,505750,101.15
20260302,61635,華電網五,,,,,,,,,262
20260302,61777,達麗七,,,,,,,,,113
20260302,61793,亞通三,98.5,-0.6,98.5,98.5,98.5,1,7,689500,98.5
20260302,61794,亞通四,104,,104,106.5,104,3,5,522500,104
20260302,61827,合晶七,,,,,,,,,100
20260302,61828,合晶八,114.75,-1,114,114.85,112,7,18,2033850,114.75
20260302,61843,大豐電三,,,,,,,,,98.9
20260302,61875,萬潤五,203,8,184,212,184,50,102,20110000,203
20260302,61894,豐藝四,,,,,,,,,122.4
20260302,61907,萬泰科七,131.95,1.45,124.05,132.5,124.05,13,25,3286500,131.95
20260302,61965,帆宣五,228,-4,225,228,225,12,24,5437000,228
20260302,61973,佳必琪三,127,2,125.5,127.95,125.5,27,113,14313850,127
20260302,61993,天品三,118.05,,118.05,118.05,118,5,8,944300,118.05
20260302,61994,天品四,97.4,-0.05,97.4,97.4,97.4,1,1,97400,97.4
20260302,62075,雷科五,118.65,2.2,116.9,118.65,116.9,13,64,7572750,118.65
20260302,62076,雷科六,118.9,0.5,118.4,119,118.4,7,18,2135300,118.9
20260302,62093,今國光三,,,,,,,,,167
20260302,62194,富旺四,115,,115.05,115.05,114.95,27,153,17594700,115
20260302,62433,迅杰三,,,,,,,,,94.6
20260302,62695,台郡五,,,,,,,,,103
20260302,62696,台郡六,,,,,,,,,97
20260302,62745,台燿五,148.75,-2.25,147,149.45,146,109,204,30201550,148.75
20260302,62756,元山六,,,,,,,,,249
20260302,62822,康舒二,124.5,-0.8,123.5,125.25,123.3,55,130,16172050,124.5
20260302,62843,佳邦三,121.1,-0.8,117.55,122.05,117.55,21,33,4006200,121.1
20260302,629010,良維十,,,,,,,,,300
20260302,64145,樺漢五,108.4,-0.6,107.5,108.5,107.5,18,19,2054700,108.4
20260302,64251,易發一,,,,,,,,,129.1
20260302,64324,今展科四,121.2,8.8,115.75,121.2,115.75,4,4,478100,121.2
20260302,64422,光聖二,214,19,189,214,189,133,325,68349000,214
20260302,64423,光聖三,220,20,198,220,198,76,250,52550000,220
20260302,64512,訊芯二KY,104,-0.25,104.35,104.45,104,20,74,7698100,104
20260302,64693,大樹三,104,0.5,103.25,104.75,103.25,3,3,312000,104
20260302,64773,安集三,102.5,1.85,101.45,102.6,101.45,19,58,5904800,102.5
20260302,64774,安集四,,,,,,,,,96
20260302,64775,安集五,97.8,2.1,95.8,98,95.8,27,54,5252550,97.8
20260302,65096,聚和六,125,6.05,118,125.65,118,95,182,22600700,125
20260302,65101,精測一,182,-4,184,186,179,47,150,27537000,182
20260302,65152,穎崴二,147.25,-3.75,147,148.8,147,206,581,85815550,147.25
20260302,65331,晶心科一,97,-0.05,97.05,97.2,97,8,29,2813850,97
20260302,65381,倉和一,90.65,-0.45,90.55,90.65,90.55,3,5,452850,90.65
20260302,65461,正基一,99.95,1.45,99.95,99.95,99.95,1,1,99950,99.95
20260302,65521,易華電一,98.7,-1.8,98.7,98.7,98.7,1,1,98700,98.7
20260302,65841,南俊國際一,,,,,,,,,250
20260302,65842,南俊國際二,,,,,,,,,221
20260302,65851,鼎基一,102.95,,102.95,102.95,102.95,1,2,205900,102.95
20260302,65852,鼎基二,,,,,,,,,105
20260302,65914,動力四KY,,,,,,,,,102.95
20260302,66163,特昇三KY,,,,,,,,,97.3
20260302,66241,萬年清一,,,,,,,,,169
20260302,66292,泰金二KY,,,,,,,,,99.6
20260302,66411,基士德一KY,,,,,,,,,99.85
20260302,66451,金萬林一創,,,,,,,,,104.05
20260302,66642,群翊二,121.6,-1.4,121.05,122.25,121.05,5,27,3297700,121.6
20260302,66702,復盛應用二,114.45,1.25,114,114.5,113.5,11,17,1937300,114.45
20260302,66721,騰輝電子一KY,105.2,-0.9,105.05,105.2,105.05,2,3,315450,105.2
20260302,66722,騰輝電子二KY,108,-1.5,108.25,108.25,108,9,24,2595550,108
20260302,66801,鑫創電子一,,,,,,,,,107.5
20260302,67062,惠特二,99,1,98,99,98,3,32,3138000,99
20260302,67152,嘉基二,126,4.55,122.95,126.05,122.95,17,56,7038500,126
20260302,67531,龍德造船一,130,-1.15,134.8,134.8,130,6,10,1308300,130
20260302,67681,志強一KY,115.9,,115.9,115.9,115.9,1,1,115900,115.9
20260302,67711,平和環保一創,104.5,-0.45,104.5,104.5,104.5,1,1,104500,104.5
20260302,67961,晉弘一,,,,,,,,,97.55
20260302,67962,晉弘二,93.2,-1.9,93.2,93.2,93.2,1,1,93200,93.2
20260302,68041,明係一,,,,,,,,,99.3
20260302,68061,森崴能源一,97.75,0.05,97.75,97.75,97.75,1,1,97750,97.75
20260302,68211,聯寶一,,,,,,,,,104.4
20260302,68231,濾能一,,,,,,,,,108.55
20260302,68301,汎銓一,210,19,191,210,187,96,248,50273000,210
20260302,68351,圓裕一,,,,,,,,,98.85
20260302,68401,東研信超一,103.9,-1.45,103.15,103.9,101.5,18,20,2063800,103.9
20260302,68431,進典一,101.05,-0.05,101.05,101.05,101.05,6,35,3536750,101.05
20260302,68461,綠茵一,99.5,0.4,99.5,99.5,99.45,9,39,3880350,99.5
20260302,68462,綠茵二,,,,,,,,,104
20260302,68541,錼創科技一KY創,,,,,,,,,104
20260302,68631,永道一KY,92.7,,92.7,92.7,92.7,2,2,185400,92.7
20260302,68701,騰雲一,102.8,1.8,101,102.8,101,4,13,1332800,102.8
20260302,68702,騰雲二,,,,,,,,,103.5
20260302,68731,泓德能源一,,,,,,,,,137.55
20260302,68732,泓德能源二,92.35,0.05,90.8,92.35,90.55,3,3,273700,92.35
20260302,68741,倍力一,,,,,,,,,98
20260302,68901,來億一KY,,,,,,,,,102
20260302,68902,來億二KY,101,-1.4,101,101.05,101,6,54,5454050,101
20260302,69041,伯鑫一,,,,,,,,,101.65
20260302,69571,裕慶一KY,109,-0.5,109,109,109,1,25,2725000,109
20260302,69821,大井泵浦一,99,-2.6,97.3,99,97.3,8,8,780950,99
20260302,69822,大井泵浦二,,,,,,,,,100.7
20260302,74022,邑錡二,,,,,,,,,153
20260302,75561,意德士一永,107,-2,107,107,107,3,15,1605000,107
20260302,75562,意德士二,111.9,-0.1,111.9,111.9,111.9,1,1,111900,111.9
20260302,77131,威力德生醫一,,,,,,,,,102.5
20260302,80212,尖點二,148.9,-0.65,145.45,149.8,145.45,31,56,8330200,148.9
20260302,80273,鈦昇三,,,,,,,,,157
20260302,80282,昇陽半導體二,133.5,-3.4,133.5,134.95,132.55,27,104,13889800,133.5
20260302,80426,金山電六,,,,,,,,,116.85
20260302,80506,廣積六,,,,,,,,,103.8
20260302,80872,麗升能源二,97.5,-1.5,98.75,98.75,97,13,18,1753500,97.5
20260302,80914,翔名四,127.3,-1.4,127.5,127.5,127.3,6,6,764200,127.3
20260302,80924,建暐四,,,,,,,,,110.55
20260302,81042,錸寶二,,,,,,,,,96
20260302,811210,至上十,117,-0.5,116.95,119.75,116.95,11,64,7501500,117
20260302,81473,正淩三,,,,,,,,,114.3
20260302,81551,博智一,162,-14,168,171,162,42,86,14242000,162
20260302,81714,天宇四,,,,,,,,,113.1
20260302,81715,天宇五,,,,,,,,,100.45
20260302,82102,勤誠二,129,0.15,127,129,127,45,63,8099300,129
20260302,82103,勤誠三,129.85,0.35,126,130,126,42,86,11097200,129.85
20260302,82551,朋程一,,,,,,,,,103.85
20260302,82993,群聯三,123.5,0.8,121.5,123.5,121.05,630,1962,241415950,123.5
20260302,83742,羅昇二,,,,,,,,,96
20260302,84041,百和興業一KY,,,,,,,,,110.25
20260302,84113,福貞三KY,100.2,-0.35,100.55,100.55,100.2,5,132,13268500,100.2
20260302,84221,可寧衛一,,,,,,,,,238
20260302,84222,可寧衛二,176,-7,176,176,176,1,3,528000,176
20260302,84312,匯鑽科二,107.1,1,110.55,110.55,107.1,17,34,3686450,107.1
20260302,84331,弘帆一,99.7,0.05,99.7,99.7,99.7,1,1,99700,99.7
20260302,84332,弘帆二,98.5,-0.5,99,99,98.5,2,3,296000,98.5
20260302,84333,弘帆三,98.05,-0.9,98.05,98.05,98.05,3,6,588300,98.05
20260302,84422,威宏二KY,107,-1.5,107,107,107,1,1,107000,107
20260302,84623,柏文三,,,,,,,,,100.5
20260302,84662,美吉吉二KY,,,,,,,,,99.5
20260302,84672,波力二KY,,,,,,,,,110.05
20260302,84673,波力三KY,,,,,,,,,103.65
20260302,84732,山林水二,,,,,,,,,114
20260302,84781,東哥遊艇一,93.45,-0.35,93.4,93.55,93.3,14,39,3642650,93.45
20260302,84881,吉源一KY,,,,,,,,,98.4
20260302,84891,三貝德一,,,,,,,,,147
20260302,89277,北基七,,,,,,,,,104.5
20260302,89278,北基八,99.65,1.05,99.7,99.7,99.65,3,3,299050,99.65
20260302,89964,高力四,,,,,,,,,399
20260302,98026,鈺齊六KY,,,,,,,,,111.35
20260302,99063,欣巴巴三,92.55,-2.6,95.15,95.15,92.55,28,47,4402450,92.55
20260302,99332,中鼎二,93.65,-0.35,93.7,93.95,93.65,9,17,1592950,93.65
20260302,99353,慶豐富三,96.35,-0.1,96.45,96.45,96.35,5,8,771150,96.35
20260302,99392,宏全二,102.9,,102.85,102.9,102.8,8,30,3086000,102.9
20260302,99412,裕融二,97.6,,96.8,97.6,96.8,2,2,194400,97.6
20260302,99587,世紀鋼七,97.25,-0.5,97.75,97.75,97.25,7,36,3516100,97.25
20260302,99588,世紀鋼八永,97.9,-0.55,96.55,98.4,96,7,7,677800,97.9
20260303,11011,台泥一永,,,,,,,,,99.2
20260303,12561,鮮活果汁一KY,,,,,,,,,100
20260303,13166,上曜六,106,-0.3,106,106,105.05,6,22,2320900,106
20260303,13382,廣華二KY,93.2,0.2,93,93.2,90.05,18,44,4081700,93.2
20260303,140201,遠東新E1永,,,,,,,,,104
20260303,140202,遠東新E2永,98,0.05,97.95,98,97.95,4,8,783850,98
20260303,14363,華友聯三,98.8,-0.2,98.8,98.8,98.8,1,1,98800,98.8
20260303,14364,華友聯四,94.6,,94.7,94.7,94.6,8,9,851600,94.6
20260303,14381,三地開發一,,,,,,,,,119.7
20260303,14664,聚隆四,112,-2,112,112,112,1,1,112000,112
20260303,14722,三洋實業二,104.2,-1.25,105.45,105.45,104,9,27,2813800,104.2
20260303,14723,三洋實業三,,,,,,,,,98
20260303,14743,弘裕三,,,,,,,,,92.2
20260303,15142,亞力二,128.8,-2.2,130,130.05,128.55,17,37,4790750,128.8
20260303,15261,日馳一,96.25,-0.2,96.5,96.5,96.25,15,16,1541400,96.25
20260303,15364,和大四,98.45,-0.75,98.5,98.5,97.85,7,10,983650,98.45
20260303,15601,中砂一,174,-3,180,186,173,47,91,16351000,174
20260303,15864,和勤四,103.7,-0.3,104,104,103.7,3,5,518800,103.7
20260303,15865,和勤五,98.45,-0.6,98.55,98.8,98.45,3,4,394350,98.45
20260303,15894,永冠四KY,59.1,-6.55,59.1,59.1,59.1,1,1,59100,59.1
20260303,15952,川寶二,,,,,,,,,112.45
20260303,15984,岱宇四,92.95,-0.35,92.95,92.95,92.95,1,1,92950,92.95
20260303,16095,大亞五,105.45,-1.8,106.1,106.1,105.25,8,9,953100,105.45
20260303,17813,合世三,,,,,,,,,101.95
20260303,17863,科妍三,,,,,,,,,123
20260303,18156,富喬六,,,,,,,,,765
20260303,19094,榮成四,,,,,,,,,96.55
20260303,20344,允強四,,,,,,,,,105.05
20260303,20662,世德二,,,,,,,,,98.15
20260303,21043,國際中橡三,,,,,,,,,99.2
20260303,22013,裕隆三,,,,,,,,,99.85
20260303,22283,劍麟三,115.8,-2.25,117.5,117.5,115.8,5,10,1163700,115.8
20260303,22331,宇隆一,126.45,-1,127.1,127.1,125,21,48,6034950,126.45
20260303,22362,百達二KY,,,,,,,,,190
20260303,22363,百達三KY,93.15,-1.45,94.6,94.6,93.1,4,33,3117750,93.15
20260303,22471,汎德永業一,103.85,0.35,104.2,104.2,103.25,5,6,621250,103.85
20260303,22472,汎德永業二,105.1,-0.6,105.8,105.8,105,12,27,2839500,105.1
20260303,23372,旺宏二,,,,,,,,,464
20260303,23383,光罩三,,,,,,,,,98.55
20260303,23511,順德一,126.95,-0.85,124.05,127.2,124.05,5,6,753450,126.95
20260303,23683,金像電三,169,-5,174,178,168,185,964,165542000,169
20260303,23742,佳能二,114.95,-3.95,118.1,118.1,114.95,17,36,4178550,114.95
20260303,24023,毅嘉三,126,-5,132.05,132.05,125.8,50,74,9540500,126
20260303,24271,三商電一,,,,,,,,,103.3
20260303,24361,偉詮電一,118.05,-1.95,118.65,118.65,118.05,13,21,2490600,118.05
20260303,24394,美律四,103.3,-0.7,102.55,103.3,102,25,53,5427250,103.3
