日期,代號,名稱,收市,漲跌,開市,最高,最低,筆數,單位,金額,明日參價
20260202,37083,上緯投控三,,,,,,,,,148
20260202,37084,上緯投控四,,,,,,,,,148.05
20260202,37131,新晶投控一,,,,,,,,,99.3
20260202,37151,定穎投控一,136,-1.75,137.5,137.5,134.05,65,166,22536950,136
20260202,37171,聯嘉投控一,106.15,-1.65,107.8,107.8,106.1,63,219,23344900,106.15
20260202,41135,聯上五,111.55,3.55,111.55,111.55,111.55,1,13,1450150,111.55
20260202,41236,晟德六,,,,,,,,,119
20260202,41237,晟德七,107.15,-0.15,106.6,107.2,104.75,13,17,1796850,107.15
20260202,41295,聯合五,118.85,3.75,115.5,118.85,115.5,7,20,2318850,118.85
20260202,41372,麗豐二KY,98.2,-0.75,98.75,98.75,98,8,17,1669900,98.2
20260202,41645,承業醫五,104.05,-2.95,104.5,104.5,104.05,4,22,2291350,104.05
20260202,41684,醣聯四,121,-5,124.1,124.1,121,21,39,4783550,121
20260202,41903,佐登三KY,98.85,0.3,98.85,98.85,98.85,1,1,98850,98.85
20260202,44163,三圓三,,,,,,,,,103.95
20260202,44383,廣越三,105.5,-0.5,105.1,106,105.1,8,18,1904200,105.5
20260202,44391,冠星一KY,,,,,,,,,101.15
20260202,44421,竣邦一KY,,,,,,,,,119
20260202,45102,高鋒二,102.1,-2.9,103.05,103.05,102.1,5,14,1439500,102.1
20260202,45421,科嶠一,117,-3.5,117.5,117.5,116,5,5,584150,117
20260202,45491,桓達一,,,,,,,,,101
20260202,45554,氣立四,106,-0.65,106.5,107.8,105.85,19,51,5430100,106
20260202,45581,寶緯一,,,,,,,,,101.95
20260202,45641,元翎一,99.05,,99.05,99.05,99.05,1,1,99050,99.05
20260202,45663,時碩工業三,,,,,,,,,122.9
20260202,45691,六方科一KY,,,,,,,,,100
20260202,45721,駐龍一,106.8,0.1,106.8,106.85,106.75,5,8,854300,106.8
20260202,45811,光隆精密一KY,,,,,,,,,99.6
20260202,47223,國精化三,126,2,122.75,126,122.75,5,5,620000,126
20260202,47393,康普三,103.4,-0.6,103.3,103.5,103.3,7,12,1240650,103.4
20260202,47394,康普四,116,-1.85,117,117.85,114.4,33,62,7178650,116
20260202,47471,強生一,,,,,,,,,101.1
20260202,47721,台特化一,122.5,0.2,121,122.5,121,68,176,21475450,122.5
20260202,49066,正文六,112.2,-1.95,114.5,114.5,112.2,13,14,1581450,112.2
20260202,49165,事欣科五,,,,,,,,,168
20260202,49231,力士一,101.8,-2,103.4,103.4,101.3,21,41,4187150,101.8
20260202,49674,十銓四,166,-10,166,171,163,124,608,100278000,166
20260202,49793,華星光三,182,2,182,182,182,1,1,182000,182
20260202,49794,華星光四,157,-8,160,160,157,5,16,2552000,157
20260202,50097,榮剛七,100.5,0.3,100,100.5,100,14,57,5721000,100.5
20260202,52011,凱衛一,120,-4,123,123,120,4,4,486000,120
20260202,52091,新鼎一,,,,,,,,,115.45
20260202,52121,凌網一,,,,,,,,,100
20260202,52303,雷笛克光學三,,,,,,,,,107.95
20260202,52441,弘凱一,,,,,,,,,101.5
20260202,52452,智晶二,102.4,3.25,99.95,103.15,99.95,45,117,11937050,102.4
20260202,52635,智崴五,,,,,,,,,115
20260202,53064,桂盟四,,,,,,,,,101.25
20260202,53095,系統電五,,,,,,,,,180
20260202,53096,系統電六,117.95,7.95,111,117.95,111,62,104,12045150,117.95
20260202,53097,系統電七,123.75,11.25,112.9,123.75,112.9,49,244,29160050,123.75
20260202,53211,美而快一,,,,,,,,,100.35
20260202,53887,中磊七,105,,104.95,107.5,104.95,42,81,8584100,105
20260202,54342,崇越二,,,,,,,,,177
20260202,54391,高技一,122.95,-2.25,124.6,124.6,122,23,60,7360700,122.95
20260202,54501,南良一,106,0.25,106,106.05,106,4,4,424050,106
20260202,54573,宣德三,,,,,,,,,95.15
20260202,55434,桓鼎四KY,,,,,,,,,106.9
20260202,56086,四維航六,,,,,,,,,103.9
20260202,56087,四維航七,110.5,-1.7,110.2,110.5,110.15,6,10,1103350,110.5
20260202,59055,南仁湖四,,,,,,,,,100.7
20260202,60151,宏遠證一,100.05,0.05,100.2,100.2,100.05,3,7,700750,100.05
20260202,60152,宏遠證二,127.5,-12.5,133.9,133.9,127.5,3,3,391400,127.5
20260202,61011,寬魚國際一,111,1.7,109.5,111,109.45,33,111,12192800,111
20260202,61012,寬魚國際二,100.55,-0.3,100,100.8,100,26,111,11157700,100.55
20260202,61041,創惟一,,,,,,,,,110
20260202,61112,大宇資二,97.15,-0.2,97.1,97.15,97.1,6,16,1553800,97.15
20260202,61171,迎廣一,101.5,-1.3,101.05,101.6,101.05,11,18,1826500,101.5
20260202,61172,迎廣二,,,,,,,,,105.8
20260202,61255,廣運五,,,,,,,,,100.5
20260202,61263,信音三,137.2,-3.8,135.2,137.2,135.15,14,59,7982650,137.2
20260202,61394,亞翔四,380,,380,380,380,1,27,10260000,380
20260202,61506,撼訊六,96.65,-0.35,96.7,96.7,96.65,2,2,193350,96.65
20260202,61565,松上五,,,,,,,,,102.5
20260202,61635,華電網五,,,,,,,,,262
20260202,61777,達麗七,,,,,,,,,118
20260202,61793,亞通三,,,,,,,,,101
20260202,61794,亞通四,,,,,,,,,103.8
20260202,61827,合晶七,,,,,,,,,100
20260202,61828,合晶八,113.55,-2.9,118.95,118.95,111,24,112,12728750,113.55
20260202,61843,大豐電三,100.1,-0.1,100.15,100.15,100.1,6,18,1802050,100.1
20260202,61875,萬潤五,141,-0.5,141.6,141.6,141,3,7,988200,141
20260202,61894,豐藝四,120,2,120,120,120,1,1,120000,120
20260202,61907,萬泰科七,126.7,-0.7,126,126.7,125,20,38,4788150,126.7
20260202,61965,帆宣五,215,-3,215,215,215,1,1,215000,215
20260202,61973,佳必琪三,123.4,-0.6,123,124,122,15,40,4928650,123.4
20260202,61993,天品三,116.15,-2.95,115.95,116.15,115.65,6,37,4290300,116.15
20260202,61994,天品四,98.8,-0.3,99,99,98.6,14,16,1581350,98.8
20260202,62075,雷科五,112,-4,116.05,116.05,112,3,7,788100,112
20260202,62076,雷科六,111.85,-8.15,113.15,113.15,111.85,4,8,898000,111.85
20260202,62093,今國光三,156,-16,156,157,156,9,17,2655000,156
20260202,62194,富旺四,,,,,,,,,107.6
20260202,62433,迅杰三,,,,,,,,,94.2
20260202,62695,台郡五,102.2,-0.2,100.8,102.2,100.8,7,23,2347600,102.2
20260202,62696,台郡六,,,,,,,,,96.7
20260202,62745,台燿五,141,-2,142,143.9,139.05,119,217,30608650,141
20260202,62756,元山六,,,,,,,,,249
20260202,62822,康舒二,119,-0.8,119.5,120,117.45,220,816,96939700,119
20260202,62843,佳邦三,118.5,,117.15,118.5,117,9,19,2231250,118.5
20260202,629010,良維十,,,,,,,,,215
20260202,64145,樺漢五,111.5,-1.4,110.7,112.55,110.7,24,48,5329100,111.5
20260202,64251,易發一,,,,,,,,,120.5
20260202,64324,今展科四,,,,,,,,,112.4
20260202,64422,光聖二,164,-8,168,168,160,42,71,11643000,164
20260202,64423,光聖三,168,-7,171,171,165,48,88,14688000,168
20260202,64512,訊芯二KY,96,1.95,93.1,96,93.1,11,11,1042150,96
20260202,64693,大樹三,104.8,-0.1,104.8,104.8,104.8,2,2,209600,104.8
20260202,64773,安集三,,,,,,,,,100.6
20260202,64774,安集四,,,,,,,,,96
20260202,64775,安集五,96,0.15,96,96,96,2,16,1536000,96
20260202,65096,聚和六,106.4,1.3,106.5,106.5,106.3,3,3,319200,106.4
20260202,65101,精測一,173,4,167,173,166,95,324,54959000,173
20260202,65331,晶心科一,99.3,-1.2,99.25,99.35,99.25,5,6,595850,99.3
20260202,65381,倉和一,90.15,,90.15,90.15,90.15,1,15,1352250,90.15
20260202,65461,正基一,,,,,,,,,98.5
20260202,65521,易華電一,101.95,0.65,102,102,101.95,8,15,1529300,101.95
20260202,65841,南俊國際一,166,-4,165,166,165,4,6,993000,166
20260202,65842,南俊國際二,,,,,,,,,175
20260202,65851,鼎基一,,,,,,,,,105
20260202,65852,鼎基二,,,,,,,,,109
20260202,65914,動力四KY,103.05,-1.9,103.05,103.05,103.05,2,5,515250,103.05
20260202,66163,特昇三KY,,,,,,,,,99.05
20260202,66241,萬年清一,,,,,,,,,155
20260202,66292,泰金二KY,103.15,-2.8,103.15,103.15,103.15,2,4,412600,103.15
20260202,66411,基士德一KY,,,,,,,,,98.35
20260202,66451,金萬林一創,,,,,,,,,104.05
20260202,66642,群翊二,120,1,119.05,120.05,118.2,13,48,5721400,120
20260202,66702,復盛應用二,114.1,-0.2,113.5,114.1,112,43,259,29180950,114.1
20260202,66721,騰輝電子一KY,102.15,-2.2,103,103.5,102,35,239,24530150,102.15
20260202,66801,鑫創電子一,,,,,,,,,107.5
20260202,67062,惠特二,98,0.95,97.45,98,97.45,6,50,4876400,98
20260202,67152,嘉基二,112,6.45,108.4,112,108.4,10,26,2841750,112
20260202,67531,龍德造船一,128.4,-3.1,131,131,128.05,10,21,2724700,128.4
20260202,67681,志強一KY,,,,,,,,,118.95
20260202,67711,平和環保一創,105.75,-0.25,104.65,105.75,104.65,3,21,2199250,105.75
20260202,67961,晉弘一,,,,,,,,,98.05
20260202,67962,晉弘二,96.7,-0.3,96.7,96.7,96.7,1,1,96700,96.7
20260202,68041,明係一,,,,,,,,,99
20260202,68061,森崴能源一,97.55,-0.05,97.55,97.55,97.55,2,11,1073050,97.55
20260202,68211,聯寶一,,,,,,,,,104
20260202,68231,濾能一,,,,,,,,,108.55
20260202,68301,汎銓一,128,2.1,127,128,125,9,30,3801500,128
20260202,68351,圓裕一,,,,,,,,,98.85
20260202,68401,東研信超一,107.2,-5,107.2,107.2,107.2,1,1,107200,107.2
20260202,68431,進典一,,,,,,,,,104
20260202,68461,綠茵一,,,,,,,,,100.4
20260202,68462,綠茵二,,,,,,,,,106.2
20260202,68541,錼創科技一KY創,,,,,,,,,105.95
20260202,68631,永道一KY,,,,,,,,,92.1
20260202,68701,騰雲一,,,,,,,,,100.5
20260202,68702,騰雲二,102.7,0.1,102.7,102.7,102.7,3,27,2772900,102.7
20260202,68731,泓德能源一,,,,,,,,,137.55
20260202,68732,泓德能源二,92.4,-0.55,92.05,92.4,92.05,2,2,184450,92.4
20260202,68741,倍力一,97.65,,97.65,97.65,97.65,1,1,97650,97.65
20260202,68901,來億一KY,106.5,0.1,106.5,107.75,106.5,45,382,40729950,106.5
20260202,68902,來億二KY,,,,,,,,,106.65
20260202,69041,伯鑫一,,,,,,,,,104
20260202,69571,裕慶一KY,110.95,-0.35,109.85,110.95,109.85,4,10,1099750,110.95
20260202,69821,大井泵浦一,100.05,-1,100.05,100.1,100.05,3,3,300200,100.05
20260202,69822,大井泵浦二,101,-0.85,101,101,101,3,5,505000,101
20260202,74022,邑錡二,125.25,-12.35,125.25,125.25,125.25,2,5,626250,125.25
20260202,75561,意德士一永,,,,,,,,,106
20260202,75562,意德士二,108,-1,108,108,108,2,2,216000,108
20260202,77131,威力德生醫一,,,,,,,,,102.6
20260202,80212,尖點二,134.05,-4.9,138,138,130,164,335,44426450,134.05
20260202,80273,鈦昇三,,,,,,,,,177
20260202,80282,昇陽半導體二,124.45,-2.45,124.65,125.3,122.25,33,130,16067500,124.45
20260202,80426,金山電六,117,-1,118,118,117,5,21,2467500,117
20260202,80506,廣積六,,,,,,,,,105
20260202,80872,麗升能源二,95.45,0.55,95.45,95.45,95.45,1,2,190900,95.45
20260202,80914,翔名四,126,-1,127,127,126,13,27,3417300,126
20260202,80924,建暐四,,,,,,,,,122.8
20260202,81042,錸寶二,97.6,-0.1,97.6,97.6,97.6,1,1,97600,97.6
20260202,811210,至上十,120,-7.35,124.1,127,120,54,124,15136700,120
20260202,81473,正淩三,,,,,,,,,106
20260202,81551,博智一,177,-3,178,178,172,24,31,5403000,177
20260202,81714,天宇四,,,,,,,,,112.95
20260202,81715,天宇五,,,,,,,,,100.65
20260202,82102,勤誠二,124,0.8,121.1,125,121.1,493,1787,219517200,124
20260202,82551,朋程一,,,,,,,,,105
20260202,83742,羅昇二,,,,,,,,,97.5
20260202,84041,百和興業一KY,110,-1,111,111,110,4,5,552000,110
20260202,84113,福貞三KY,99.65,0.1,99.55,99.65,99.55,2,2,199200,99.65
20260202,84221,可寧衛一,244,-5,244,244,244,1,1,244000,244
20260202,84222,可寧衛二,190,-2,191,192,187,42,147,27787000,190
20260202,84312,匯鑽科二,100,-1.55,100.15,100.15,100,4,5,500400,100
20260202,84331,弘帆一,100.9,-0.1,99.9,100.9,99.9,3,10,1004000,100.9
20260202,84332,弘帆二,,,,,,,,,98.8
20260202,84333,弘帆三,,,,,,,,,98.8
20260202,84422,威宏二KY,,,,,,,,,108.6
20260202,84623,柏文三,,,,,,,,,109.45
20260202,84662,美吉吉二KY,,,,,,,,,99.5
20260202,84672,波力二KY,,,,,,,,,114
20260202,84673,波力三KY,,,,,,,,,103.65
20260202,84732,山林水二,111,-4,111,111,111,1,1,111000,111
20260202,84781,東哥遊艇一,93.75,,93.75,93.75,93.55,4,14,1310350,93.75
20260202,84881,吉源一KY,,,,,,,,,98.35
20260202,84891,三貝德一,,,,,,,,,147
20260202,89277,北基七,,,,,,,,,104.45
20260202,89278,北基八,,,,,,,,,99.5
20260202,89964,高力四,,,,,,,,,330
20260202,98026,鈺齊六KY,,,,,,,,,116.5
20260202,99063,欣巴巴三,95.6,,95.6,95.6,95.6,4,4,382400,95.6
20260202,99332,中鼎二,93.7,-0.15,93.7,93.7,93.7,5,5,468500,93.7
20260202,99353,慶豐富三,96.95,-0.05,96.95,96.95,96.95,5,5,484750,96.95
20260202,99392,宏全二,102.2,-0.4,102.2,102.2,102.2,5,9,919800,102.2
20260202,99412,裕融二,97.2,,97.1,97.2,97.1,5,35,3401700,97.2
20260202,99587,世紀鋼七,97.45,-0.25,97.2,97.45,97.2,2,21,2042450,97.45
20260202,99588,世紀鋼八永,,,,,,,,,97.9
20260203,11011,台泥一永,99.45,-0.35,99.1,99.7,99,11,14,1388400,99.45
20260203,12561,鮮活果汁一KY,,,,,,,,,98
20260203,13166,上曜六,,,,,,,,,105.7
20260203,13382,廣華二KY,101.9,0.15,101.9,101.9,101.9,1,1,101900,101.9
20260203,140201,遠東新E1永,,,,,,,,,104.8
20260203,140202,遠東新E2永,97.7,0.3,97.4,97.7,97.4,4,52,5065100,97.7
20260203,14363,華友聯三,99.45,-0.45,99.45,99.45,99.45,1,1,99450,99.45
20260203,14364,華友聯四,95.4,0.05,95.5,95.5,95.4,8,15,1431650,95.4
20260203,14381,三地開發一,,,,,,,,,119.7
20260203,14664,聚隆四,,,,,,,,,105.15
20260203,14722,三洋實業二,103.1,-0.3,103.15,103.15,103.1,4,10,1031300,103.1
20260203,14723,三洋實業三,96.5,-0.05,96.55,96.55,96.5,3,3,289550,96.5
20260203,14743,弘裕三,92.45,-0.1,92.45,92.45,92.45,2,2,184900,92.45
20260203,15142,亞力二,131.3,2.45,129.2,132,128,69,123,16016550,131.3
20260203,15261,日馳一,,,,,,,,,97.5
20260203,15364,和大四,99.5,0.8,98.65,99.6,98.65,7,17,1681300,99.5
20260203,15601,中砂一,145.8,0.3,148,149.45,143.75,23,35,5100300,145.8
20260203,15864,和勤四,,,,,,,,,105.8
20260203,15865,和勤五,99.6,0.05,99.6,99.6,99.6,2,3,298800,99.6
20260203,15894,永冠四KY,101.05,0.1,101.05,101.05,101.05,4,4,404200,101.05
20260203,15952,川寶二,121.5,3.85,121.5,121.5,121.5,1,1,121500,121.5
20260203,15984,岱宇四,96.5,,96.5,96.5,96.5,4,12,1158000,96.5
20260203,16095,大亞五,108.45,-0.55,109.75,109.75,107.45,30,47,5097050,108.45
20260203,17813,合世三,102.2,-0.55,102.2,102.2,102.2,1,1,102200,102.2
20260203,17863,科妍三,,,,,,,,,123
20260203,18156,富喬六,,,,,,,,,765
20260203,19094,榮成四,96.55,,96.55,96.55,96.55,1,1,96550,96.55
20260203,20344,允強四,,,,,,,,,108.35
20260203,20662,世德二,98.5,0.75,98.45,98.5,98.45,2,3,295400,98.5
20260203,21043,國際中橡三,,,,,,,,,99.1
20260203,22013,裕隆三,99.7,0.1,99.7,99.7,99.6,3,3,299000,99.7
20260203,22283,劍麟三,117.9,2.9,118,118,116.3,12,25,2938250,117.9
20260203,22331,宇隆一,133,-3,136,138,132.5,132,1265,171169100,133
20260203,22362,百達二KY,,,,,,,,,190
20260203,22471,汎德永業一,105.35,0.85,104.6,105.35,104.5,6,37,3872550,105.35
20260203,22472,汎德永業二,107,1.1,105.45,107,105.4,6,14,1478150,107
20260203,23372,旺宏二,363,-2,400,401,358,139,646,255475000,363
20260203,23383,光罩三,,,,,,,,,98.2
20260203,23511,順德一,129.1,0.6,132.5,132.5,128.9,7,17,2211050,129.1
20260203,23683,金像電三,169,7,163,170,161,376,2076,344446000,169
20260203,23742,佳能二,111.95,0.85,115,116,111.75,218,810,91288200,111.95
20260203,24023,毅嘉三,125,3.5,125,126.6,122.95,22,59,7294750,125
20260203,24271,三商電一,,,,,,,,,103.45
20260203,24361,偉詮電一,110.85,2.3,111.2,111.2,110.5,3,4,443050,110.85
20260203,24394,美律四,,,,,,,,,104.9
20260203,24395,美律五,,,,,,,,,104.95
20260203,24423,新美齊三,97.6,0.85,97,97.7,97,4,7,681600,97.6
20260203,24424,新美齊四,96.75,-0.25,96.75,96.75,96.7,5,7,677100,96.75
20260203,24552,全新二,137.35,1.35,135.9,138.95,135.9,158,435,59735400,137.35
20260203,24553,全新三,142,5.45,138,142.9,138,200,1469,203482100,142
20260203,24616,光群雷六,,,,,,,,,138
20260203,24624,良得電四,,,,,,,,,101.2
