日期,代號,名稱,名目本金,成交筆數,權利金最低,權利金最高,權利金平均,契約期間
20260302,53097,系統電七,100000,1,29.53,29.53,29.53,2
20260302,53887,中磊七,1600000,4,5.565,5.64,5.6138,1
20260302,54391,高技一,1100000,2,31.675,32.38,31.7391,3
20260302,54501,南良一,20000000,6,7.5,7.5,7.5,2
20260302,54501,南良一,81600000,38,7.32,9.03,7.577,3
20260302,56086,四維航六,300000,2,4.22,4.72,4.3867,1
20260302,56087,四維航七,200000,2,16.06,17.63,16.845,2
20260302,61011,寬魚國際一,1700000,5,13.23,13.51,13.2806,2
20260302,61907,萬泰科七,2300000,5,33.81,42.65,41.6696,3
20260302,61973,佳必琪三,10400000,9,30.36,32,31.5299,2
20260302,61993,天品三,800000,3,21.91,22.01,21.9725,2
20260302,62075,雷科五,1100000,4,22.36,23.36,22.6318,2
20260302,62076,雷科六,1400000,1,24.6829,24.6829,24.6829,2
20260302,62194,富旺四,15000000,1,20.07,20.07,20.07,3
20260302,62745,台燿五,13500000,52,52.79,56.14,54.7676,3
20260302,62822,康舒二,7200000,23,24.25,26.2,25.1501,1
20260302,62843,佳邦三,2900000,12,19.98,24.43,23.5528,1
20260302,64145,樺漢五,1400000,4,8.7,9.61,9.4614,1
20260302,64422,光聖二,500000,3,112.99,116.34,114.73,2
20260302,64693,大樹三,200000,2,10.06,11.05,10.555,3
20260302,65096,聚和六,12400000,46,19.4,26.95,25.013,1
20260302,65101,精測一,2900000,10,85.6,92.14,88.0669,3
20260302,65152,穎崴二,40800000,88,54.04,57.91,55.7798,3
20260302,65521,易華電一,100000,1,0.5,0.5,0.5,1
20260302,65851,鼎基一,200000,1,4.75,4.75,4.75,1
20260302,66642,群翊二,2600000,3,28.99,29.65,29.6062,2
20260302,66702,復盛應用二,1500000,8,20.04,21.58,20.64,3
20260302,67152,嘉基二,3600000,2,28.17,28.4195,28.3156,1
20260302,67531,龍德造船一,800000,3,33.72,36.91,34.4738,2
20260302,67681,志強一KY,100000,1,22.25,22.25,22.25,2
20260302,68401,東研信超一,100000,1,6.58,6.58,6.58,2
20260302,68431,進典一,3000000,2,6.19,6.19,6.19,2
20260302,68461,綠茵一,3900000,1,6.52,6.52,6.52,2
20260302,68701,騰雲一,700000,1,9.76,9.76,9.76,2
20260302,68902,來億二KY,4500000,2,12.9,12.9,12.9,3
20260302,75561,意德士一永,1000000,1,16.8,16.8,16.8,3
20260302,80212,尖點二,2100000,15,53.72,56.89,55.8133,3
20260302,80914,翔名四,600000,2,28.5,28.63,28.5217,1
20260302,811210,至上十,5500000,2,21.24,24.06,21.4964,2
20260302,81551,博智一,6900000,14,67.67,75.7,70.7441,2
20260302,82102,勤誠二,6200000,29,34.07,36.86,35.9873,3
20260302,82103,勤誠三,5900000,25,33.12,37.63,36.7037,3
20260302,82993,群聯三,120300000,212,28.29,32.52,30.305,3
20260302,84113,福貞三KY,13100000,3,4.86,5.42,5.3315,3
20260302,84422,威宏二KY,100000,1,8.46,8.46,8.46,1
20260302,99392,宏全二,3000000,4,7.27,8.14,7.6623,2
20260303,13166,上曜六,2200000,5,6.62,7.77,7.1486,1
20260303,140202,遠東新E2永,800000,1,1.76,1.76,1.76,2
20260303,14664,聚隆四,100000,1,17.32,17.32,17.32,3
20260303,14722,三洋實業二,1300000,2,5.91,7.36,6.2446,2
20260303,15142,亞力二,3400000,4,34.41,35.33,34.8324,2
20260303,15601,中砂一,400000,2,77.38,87.71,85.1275,2
20260303,15864,和勤四,300000,1,5.24,5.24,5.24,1
20260303,16095,大亞五,600000,2,10.47,10.77,10.57,2
20260303,22283,劍麟三,1000000,5,20.02,22.28,20.984,2
20260303,22331,宇隆一,3200000,13,31.7,36.09,33.3038,3
20260303,22471,汎德永業一,500000,3,9.55,10.03,9.782,3
20260303,22472,汎德永業二,1900000,5,11.43,12.34,12.0647,3
20260303,23511,順德一,500000,4,31.11,35.28,33.318,3
20260303,23683,金像電三,4900000,13,76.31,84.39,79.8629,3
20260303,23742,佳能二,3300000,9,25.97,28.69,27.0661,3
20260303,24023,毅嘉三,6600000,29,31.24,37.25,34.0711,2
20260303,24361,偉詮電一,300000,1,20.34,20.34,20.34,1
20260303,24394,美律四,4900000,8,5.46,6.92,5.8284,2
20260303,24395,美律五,1600000,7,7.33,8.56,7.8281,2
20260303,24552,全新二,9900000,26,73.68,87.68,82.2879,3
20260303,24553,全新三,1800000,3,87.6171,92.85,89.7372,3
20260303,24672,志聖二,24800000,41,52.55,58.67,55.8536,2
20260303,24673,志聖三,10500000,23,51.45,60.71,54.9373,2
20260303,24866,一詮六,600000,2,29.03,30.48,29.2717,1
20260303,25484,華固四,100000,1,10.8,10.8,10.8,2
20260303,26107,華航七,1300000,3,14.9,16.565,15.2331,1
20260303,26418,正德八,700000,2,18.48,18.83,18.73,3
20260303,27271,王品一,53800000,21,9.51,11.28,10.5833,3
20260303,27531,八方雲集一,5600000,8,12.73,14.12,13.1488,3
20260303,30061,晶豪科一,1000000,2,86.48,86.48,86.48,1
20260303,30134,晟銘電四,500000,5,19.55,21,20.04,2
20260303,30371,欣興一,800000,2,192.26,194.2133,193.725,3
20260303,30454,台灣大四,100000,1,3.91,3.91,3.91,2
20260303,30455,台灣大五,200000,1,7.26,7.26,7.26,2
20260303,30882,艾訊二,200000,1,7.8,7.8,7.8,1
20260303,31311,弘塑一,6000000,21,35.02,37.84,36.4222,3
20260303,31312,弘塑二,100000,1,38.18,38.18,38.18,3
20260303,31672,大量二,100000,1,98.72,98.72,98.72,3
20260303,31882,鑫龍騰二,10800000,2,4.96,5.31,5.0151,2
20260303,32571,虹冠電一,500000,1,20.13,20.13,20.13,2
20260303,32608,威剛八,12800000,22,43.6,47.32,44.6734,2
20260303,33133,斐成三,2100000,2,9,9.61,9.029,2
20260303,33245,雙鴻五,5600000,28,65.08,78.03,69.8868,2
20260303,33571,臺慶科一,1600000,5,69.13,73.7,71.6031,1
20260303,33621,先進光一,1600000,4,4.21,5.3736,5.0631,2
20260303,33763,新日興三,3100000,16,35.59,37.72,36.3474,2
20260303,33881,崇越電一,1100000,6,9.81,11.345,10.8727,2
20260303,33902,旭軟二,1500000,8,28.59,30.065,29.2413,2
20260303,34163,融程電三,200000,1,31.08,31.08,31.08,1
20260303,34793,安勤三,200000,1,10.2,10.2,10.2,1
20260303,35161,亞帝歐一,100000,1,7.64,7.64,7.64,2
20260303,35221,御嵿一,200000,2,5.22,5.62,5.42,1
20260303,35267,凡甲七,5900000,13,32.38,34.71,33.3598,3
20260303,35431,州巧一,1600000,4,38.56,41.56,39.8313,3
20260303,35483,兆利三,800000,4,5.66,6.76,6.2175,2
20260303,35513,世禾三,200000,2,34.33,34.73,34.53,3
20260303,35831,辛耘一,4500000,6,23.78,26.78,25.5873,1
20260303,35832,辛耘二,10500000,23,26.05,30.89,28.6904,1
20260303,35871,閎康一,3100000,8,16.87,21.58,20.1187,1
20260303,35872,閎康二,3700000,16,40.29,44.09,41.6651,3
20260303,36173,碩天三,200000,2,10.68,10.68,10.68,3
20260303,36804,家登四,1400000,3,28.14,30.39,28.5864,1
20260303,36841,榮昌一,100000,1,34.81,34.81,34.81,2
20260303,36913,碩禾三,11200000,28,23.49,30.74,25.6563,2
20260303,370201,大聯大E1,1500000,3,26.35,28.82,27.1973,3
20260303,37022,大聯大二,200000,1,8.225,8.225,8.225,2
20260303,37151,定穎投控一,1700000,2,53.37,54.67,53.9053,3
20260303,37171,聯嘉投控一,2000000,5,9.84,11.1,10.4515,2
20260303,41135,聯上五,2500000,1,14.41,14.41,14.41,3
20260303,41236,晟德六,1100000,7,29.25,30,29.5236,3
20260303,41295,聯合五,500000,1,22.46,22.46,22.46,3
20260303,41645,承業醫五,500000,1,13.1,13.1,13.1,3
20260303,41684,醣聯四,8800000,11,19.37,21.32,20.6156,3
20260303,44383,廣越三,1300000,3,10.47,11.11,10.6062,3
20260303,45554,氣立四,2900000,4,10.23,10.63,10.4283,3
20260303,47223,國精化三,11600000,34,46.76,52.48,49.8959,3
20260303,47393,康普三,3500000,14,7.99,9.75,9.18,1
20260303,47394,康普四,6200000,33,34.98,36.6167,35.6868,3
20260303,47721,台特化一,17700000,49,40.87,45.43,43.1575,3
20260303,49674,十銓四,44200000,54,44.15,54.45,46.6326,3
20260303,53064,桂盟四,1200000,2,2.5255,2.53,2.5258,1
20260303,53096,系統電六,500000,2,25.59,25.59,25.59,3
20260303,53887,中磊七,700000,2,5.01,5.74,5.2186,1
20260303,54391,高技一,2400000,7,28.51,31.1,29.9233,3
20260303,54501,南良一,46100000,32,7.22,8.02,7.6739,3
20260303,56086,四維航六,2800000,12,3.91,5,4.6146,1
20260303,56087,四維航七,1400000,5,18,19.43,18.7043,2
20260303,61011,寬魚國際一,800000,1,13.23,13.23,13.23,2
20260303,61565,松上五,1000000,2,6.76,6.76,6.76,2
20260303,61875,萬潤五,100000,1,109.7,109.7,109.7,2
20260303,61907,萬泰科七,400000,3,34.02,38.02,36.91,3
20260303,61973,佳必琪三,9700000,8,31.5,32.43,32.1805,2
20260303,61993,天品三,2700000,3,22.29,22.69,22.5937,2
20260303,62075,雷科五,6600000,9,24.02,27.35,25.6242,2
20260303,62076,雷科六,600000,1,25.73,25.73,25.73,2
20260303,62194,富旺四,1800000,2,20.07,20.32,20.0839,3
20260303,62696,台郡六,100000,1,1.09,1.09,1.09,2
20260303,62745,台燿五,9200000,23,54.03,60.41,56.8635,3
20260303,62822,康舒二,10000000,29,21.99,27.14,23.8169,1
20260303,62843,佳邦三,4600000,10,21.46,25.06,24.3813,1
20260303,64145,樺漢五,2200000,5,8.34,9.49,8.74,1
20260303,64251,易發一,100000,1,33.53,33.53,33.53,2
20260303,64422,光聖二,2500000,8,116.7,128.99,119.634,2
20260303,64423,光聖三,2300000,9,125.5311,135.8,130.1809,2
20260303,64693,大樹三,200000,2,8.77,9.47,9.12,3
20260303,65096,聚和六,10000000,36,22.52,26.49,24.7496,1
20260303,65096,聚和六,300000,1,25.57,25.57,25.57,2
20260303,65101,精測一,1600000,6,81.84,85.09,82.5144,3
20260303,65152,穎崴二,33800000,61,53.04,59.05,55.6393,3
20260303,66642,群翊二,1200000,8,27.21,29.29,28.3417,2
20260303,66702,復盛應用二,2100000,9,19.53,20.88,20.0514,3
20260303,67062,惠特二,7800000,1,6.32,6.32,6.32,2
20260303,67152,嘉基二,700000,1,23.05,23.05,23.05,1
20260303,67531,龍德造船一,100000,1,30.9,30.9,30.9,2
20260303,68431,進典一,1500000,1,6.18,6.18,6.18,2
20260303,68461,綠茵一,300000,1,6.51,6.51,6.51,2
20260303,68541,錼創科技一KY創,100000,1,4.38,4.38,4.38,1
20260303,68901,來億一KY,1000000,1,9.61,9.61,9.61,3
20260303,68902,來億二KY,500000,1,12.08,12.08,12.08,3
20260303,69571,裕慶一KY,3000000,1,14.22,14.22,14.22,2
20260303,77131,威力德生醫一,7700000,2,8.5064,9.457,9.0743,2
20260303,80212,尖點二,5900000,24,54.76,60.97,57.1946,3
20260303,80282,昇陽半導體二,100000,1,53.47,53.47,53.47,4
20260303,80914,翔名四,400000,2,22.03,28,23.5225,1
20260303,811210,至上十,2000000,3,17.77,18.25,18.0155,2
20260303,81551,博智一,400000,4,64.88,68.88,67.38,2
20260303,82102,勤誠二,8300000,31,33.09,37.96,35.5904,3
20260303,82103,勤誠三,6100000,30,36.09,38.91,37.0885,3
20260303,82551,朋程一,600000,2,5.14,5.52,5.33,1
20260303,82993,群聯三,171600000,330,25.55,31.43,27.2859,3
20260303,84041,百和興業一KY,100000,1,14.04,14.04,14.04,2
20260303,84422,威宏二KY,200000,1,6.84,6.84,6.84,1
20260303,84732,山林水二,500000,2,11.71,12.05,11.778,1
20260303,99392,宏全二,200000,1,7.3,7.3,7.3,2
20260304,14664,聚隆四,1500000,1,19.8167,19.8167,19.8167,3
20260304,15142,亞力二,5500000,25,27.62,33.39,28.8047,2
20260304,15601,中砂一,1800000,3,67.37,68.36,67.6472,2
20260304,15864,和勤四,2600000,2,3.68,4.24,4.2185,1
20260304,16095,大亞五,2900000,3,9.86,10.3,10.2031,2
20260304,17813,合世三,100000,1,5.84,5.84,5.84,2
20260304,20344,允強四,2000000,1,10.61,10.61,10.61,2
20260304,22283,劍麟三,600000,2,19.77,20.57,20.4367,2
20260304,22331,宇隆一,10800000,28,28.95,32.98,31.0651,3
20260304,22471,汎德永業一,2200000,7,9.24,10.25,9.57,3
20260304,22472,汎德永業二,3400000,6,10.22,12.28,11.3738,3
20260304,23511,順德一,3000000,6,32.1,34.82,32.9563,3
20260304,23683,金像電三,24800000,47,61.33,72.99,64.8661,3
20260304,23742,佳能二,5900000,13,22.75,24.18,23.0924,3
20260304,24023,毅嘉三,3500000,26,24.16,27.59,26.6274,2
20260304,24361,偉詮電一,1700000,5,16.28,17.43,17.1371,1
20260304,24394,美律四,5600000,11,5.31,6.86,6.0638,2
20260304,24395,美律五,800000,4,6.37,6.56,6.4888,2
20260304,24552,全新二,8700000,23,67.66,73.4467,69.302,3
20260304,24553,全新三,10100000,20,74.71,86.83,76.5567,3
20260304,24616,光群雷六,21900000,1,8.32,8.32,8.32,1
20260304,24642,盟立二,200000,1,9.6,9.6,9.6,1
20260304,24672,志聖二,16000000,50,44.1,54.22,49.6159,2
20260304,24673,志聖三,5400000,33,46.66,54.44,49.9091,2
20260304,24866,一詮六,1000000,3,22.26,24.61,23.46,1
20260304,25483,華固三,10800000,8,6.9733,8.7,7.7842,2
20260304,25484,華固四,4200000,4,9.5633,10.5,10.0424,2
20260304,26107,華航七,600000,2,12.13,12.18,12.1383,1
20260304,27271,王品一,900000,1,3.65,3.65,3.65,1
20260304,27271,王品一,14900000,14,9.83,10.82,10.3674,3
20260304,27324,六角四,700000,1,9.25,9.25,9.25,2
20260304,27431,山富一,1300000,3,6.26,6.26,6.26,2
20260304,27531,八方雲集一,4100000,7,13.17,14.11,13.8895,3
20260304,27551,揚秦一,800000,2,57.7,58.8667,58.575,2
20260304,29061,高林一,100000,1,0.16,0.16,0.16,1
20260304,30134,晟銘電四,2200000,8,18.24,19.64,19.1364,2
20260304,30371,欣興一,2400000,12,159.31,169.25,161.2583,3
20260304,30882,艾訊二,400000,3,6.58,8.13,7.36,1
20260304,31311,弘塑一,4500000,22,33.11,36.51,34.5884,3
20260304,31312,弘塑二,4200000,4,35.37,36.35,36.1943,3
20260304,31351,凌航一,1200000,1,137.57,137.57,137.57,2
20260304,32571,虹冠電一,800000,6,11.45,15.45,13.4788,2
20260304,32608,威剛八,25100000,31,39.39,44.19,40.5245,2
20260304,33133,斐成三,6000000,9,6.98,8.06,7.6498,2
20260304,33245,雙鴻五,18200000,48,55,65.07,57.973,2
20260304,33571,臺慶科一,8400000,16,52.69,56.12,54.1451,1
20260304,33621,先進光一,1400000,4,4.9,5.7,5.3107,2
20260304,33763,新日興三,1600000,9,31.22,34.21,31.8463,2
20260304,33881,崇越電一,1000000,4,8.8,10.06,9.868,2
20260304,33902,旭軟二,1000000,7,25.56,26.39,26.045,2
20260304,35161,亞帝歐一,300000,1,7.63,7.63,7.63,2
20260304,35267,凡甲七,9400000,16,27.17,30.2,28.5709,3
20260304,35431,州巧一,200000,1,36.5,36.5,36.5,3
20260304,35513,世禾三,1200000,8,32.03,33.37,33.0558,3
20260304,35831,辛耘一,500000,4,20.82,22.77,21.238,1
20260304,35832,辛耘二,6800000,13,22.68,23.88,23.4747,1
20260304,35871,閎康一,3700000,14,14.85,16.57,15.6941,1
20260304,35872,閎康二,9800000,27,35.38,39.08,36.8668,3
20260304,36173,碩天三,1200000,6,8.88,10.67,9.3683,3
20260304,36804,家登四,100000,1,24.88,24.88,24.88,1
20260304,36913,碩禾三,29600000,38,17.98,27.338,23.0379,2
20260304,370201,大聯大E1,19100000,11,28.95,36.07,33.1645,3
20260304,37022,大聯大二,6600000,7,6.74,7.99,7.282,2
20260304,37023,大聯大三,2500000,3,8.23,8.43,8.3268,2
20260304,37151,定穎投控一,2600000,2,40.21,45.1725,42.5004,3
20260304,37171,聯嘉投控一,900000,6,8.69,10.04,9.6122,2
20260304,41236,晟德六,13700000,13,29.15,37.75,36.019,3
20260304,41237,晟德七,2500000,1,14.61,14.61,14.61,1
20260304,41295,聯合五,7200000,4,19.88,22.534,21.8956,3
20260304,41645,承業醫五,2500000,2,12.16,12.69,12.266,3
20260304,41684,醣聯四,1100000,7,17.92,19.66,18.7773,3
20260304,44163,三圓三,2200000,1,1.04,1.04,1.04,1
20260304,44383,廣越三,6100000,3,10.57,10.92,10.8615,3
20260304,45554,氣立四,2200000,2,9.37,10.1,9.4364,3
20260304,47223,國精化三,15400000,57,37.75,43.37,40.9004,3
20260304,47393,康普三,1400000,6,7.99,8.74,8.4414,1
20260304,47394,康普四,11000000,53,30.36,34.66,31.3684,3
20260304,47721,台特化一,22200000,75,34.6,38.81,36.4289,3
20260304,49066,正文六,3400000,3,1.18,5.97,4.2624,1
20260304,49674,十銓四,24300000,39,40.19,52.26,41.4268,3
20260304,49794,華星光四,200000,1,111.43,111.43,111.43,1
20260304,53064,桂盟四,300000,2,2.15,2.47,2.3633,1
20260304,53097,系統電七,100000,1,18.5,18.5,18.5,2
20260304,53887,中磊七,300000,3,3.68,5.06,4.4067,1
20260304,54391,高技一,7100000,12,25.71,28.57,26.5599,3
20260304,54501,南良一,51900000,18,6.59,7.72,7.1792,3
20260304,56086,四維航六,1900000,3,2.25,4.69,2.6668,1
20260304,56087,四維航七,8700000,12,14.65,19.42,15.2428,2
20260304,61263,信音三,300000,2,24.91,25.26,25.1433,1
20260304,61565,松上五,200000,1,5.99,5.99,5.99,2
20260304,61973,佳必琪三,6900000,6,27.38,29.07,28.7722,2
20260304,61993,天品三,2100000,4,21.89,22.45,22.0929,2
20260304,62075,雷科五,3000000,5,24.06,27.44,26.3533,2
20260304,62194,富旺四,500000,1,17.06,17.06,17.06,3
20260304,62695,台郡五,100000,1,5.72,5.72,5.72,2
20260304,62745,台燿五,44400000,94,45.22,54,46.9042,3
20260304,62822,康舒二,16200000,48,15.38,20.88,17.7972,1
20260304,62843,佳邦三,3000000,14,18.7,22.45,20.4727,1
20260304,64145,樺漢五,9800000,14,6.61,7.65,6.9939,1
20260304,64422,光聖二,1900000,11,94.23,100.77,96.1205,2
20260304,64423,光聖三,1800000,10,101.1,110.8,103.06,2
20260304,64693,大樹三,100000,1,9.26,9.26,9.26,3
20260304,65096,聚和六,18400000,46,20.51,26.2,21.8726,1
20260304,65101,精測一,2200000,8,71.63,75.34,73.6132,3
20260304,65152,穎崴二,38600000,72,46.99,52.44,49.1246,3
20260304,65841,南俊國際一,200000,1,107.6,107.6,107.6,1
20260304,65851,鼎基一,4000000,3,2.93,3.29,3.0325,1
20260304,66451,金萬林一創,2000000,1,2.84,2.84,2.84,1
20260304,66642,群翊二,3400000,9,24.08,28.63,27.3085,2
20260304,66702,復盛應用二,1300000,5,18.53,20.63,19.8185,3
20260304,66722,騰輝電子二KY,800000,1,11.7225,11.7225,11.7225,2
20260304,67531,龍德造船一,900000,4,29.96,30.89,30.3289,2
20260304,67711,平和環保一創,3000000,2,5.86,6.51,5.9683,2
20260304,68401,東研信超一,900000,1,4.73,4.73,4.73,2
20260304,68541,錼創科技一KY創,400000,1,4.37,4.37,4.37,1
20260304,68701,騰雲一,2500000,1,8.85,8.85,8.85,2
20260304,68902,來億二KY,1000000,1,11.87,11.87,11.87,3
20260304,75561,意德士一永,1000000,2,16.78,17.47,17.125,3
20260304,77131,威力德生醫一,500000,1,7.47,7.47,7.47,2
20260304,80212,尖點二,9500000,46,43.77,54.96,46.8408,3
20260304,80282,昇陽半導體二,1000000,1,44.54,44.54,44.54,4
20260304,80426,金山電六,300000,2,17.73,18.12,17.99,2
20260304,80914,翔名四,100000,1,25.14,25.14,25.14,1
20260304,811210,至上十,11500000,7,14.37,16.14,15.9404,2
20260304,81551,博智一,3300000,11,54.18,60.37,56.2188,2
20260304,82102,勤誠二,8800000,30,31.01,33.85,32.6209,3
20260304,82103,勤誠三,7500000,21,32.08,35.04,33.7105,3
20260304,82993,群聯三,185600000,198,22.84,30.85,27.0696,3
20260304,84041,百和興業一KY,1000000,1,14.1,14.1,14.1,2
20260304,84113,福貞三KY,500000,1,5.3,5.3,5.3,3
20260304,84881,吉源一KY,1300000,2,0.12,1.08,1.0062,1
20260304,98026,鈺齊六KY,3000000,6,9.19,9.62,9.3013,1
20260304,99392,宏全二,1600000,5,6.14,7.32,6.5088,2
20260305,13166,上曜六,100000,1,7.71,7.71,7.71,1
20260305,140202,遠東新E2永,100000,1,1.7,1.7,1.7,2
20260305,14664,聚隆四,100000,1,17.29,17.29,17.29,3
20260305,14722,三洋實業二,500000,1,6.09,6.09,6.09,2
20260305,15142,亞力二,400000,3,29.29,29.7,29.4375,2
20260305,15601,中砂一,500000,3,69.7,73.2,71.1,2
20260305,15864,和勤四,200000,1,3.83,3.83,3.83,1
20260305,16095,大亞五,800000,4,9.78,11.5533,11.05,2
20260305,22283,劍麟三,8700000,3,21.02,22.08,22.0584,2
20260305,22331,宇隆一,2900000,13,29.56,32.93,30.7141,3
20260305,22471,汎德永業一,1300000,4,8.97,9.62,9.2123,3
20260305,22472,汎德永業二,700000,3,10.4,11.32,11.1629,3
20260305,23511,順德一,2100000,3,32.79,34.11,33.7548,3
20260305,23683,金像電三,13300000,30,69.26,74.48,70.3935,3
20260305,23742,佳能二,500000,2,25.92,25.92,25.92,3
20260305,24023,毅嘉三,2000000,7,27.58,28.64,28.058,2
20260305,24361,偉詮電一,3200000,5,15.77,16.9,16.1572,1
20260305,24394,美律四,1800000,3,5.34,6.35,5.4967,2
20260305,24552,全新二,11700000,23,60.68,77.7,70.8915,3
20260305,24553,全新三,400000,3,74.73,76.73,75.7175,3
20260305,24672,志聖二,11700000,16,48.6777,59.32,54.7039,2
20260305,24673,志聖三,13800000,16,48.7225,59.93,54.8647,2
20260305,26107,華航七,700000,1,11.72,11.72,11.72,1
20260305,26418,正德八,1000000,2,15.44,15.97,15.705,3
20260305,27271,王品一,18100000,22,9.76,11.04,10.1979,3
20260305,27431,山富一,200000,2,6.25,6.3,6.275,2
20260305,27531,八方雲集一,6200000,7,13.01,14.1,13.3782,3
20260305,30371,欣興一,1100000,5,172.0643,176.24,172.8555,3
20260305,30454,台灣大四,2000000,1,2.92,2.92,2.92,2
20260305,30455,台灣大五,3000000,1,6.45,6.45,6.45,2
20260305,30882,艾訊二,2200000,2,6.57,6.92,6.6018,1
20260305,31311,弘塑一,10000000,20,34.39,38.5,36.5696,3
20260305,31312,弘塑二,2700000,4,37.84,40.13,39.7637,3
20260305,32071,耀勝一,5000000,1,6.35,6.35,6.35,2
20260305,32571,虹冠電一,100000,1,15.01,15.01,15.01,2
20260305,32608,威剛八,13100000,20,42.8,48.3,45.4769,2
20260305,33133,斐成三,2900000,4,7.52,8.15,7.6666,2
20260305,33245,雙鴻五,9800000,25,61,66.01,62.1264,2
20260305,33571,臺慶科一,3700000,12,48.57,59.76,50.8665,1
