日期,代號,名稱,名目本金,成交筆數,權利金最低,權利金最高,權利金平均,契約期間
20260102,53064,桂盟四,1300000,2,2.83,2.85,2.8346,1
20260102,53096,系統電六,2500000,2,23.19,24.27,23.622,3
20260102,53097,系統電七,6300000,4,27.35,31.39,30.3976,2
20260102,53887,中磊七,1400000,3,4.56,4.8538,4.7879,1
20260102,54342,崇越二,200000,1,64.19,64.19,64.19,1
20260102,54391,高技一,4400000,9,36.48,38.72,37.3732,3
20260102,56087,四維航七,600000,3,15.15,15.3,15.225,2
20260102,61041,創惟一,500000,1,12.42,12.42,12.42,2
20260102,61172,迎廣二,1000000,1,14.99,14.99,14.99,2
20260102,61875,萬潤五,100000,1,44.24,44.24,44.24,2
20260102,61894,豐藝四,100000,1,19.43,19.43,19.43,1
20260102,61907,萬泰科七,1500000,4,34.42,36.48,35.4027,3
20260102,61973,佳必琪三,12100000,36,24.68,32.66,30.905,2
20260102,62075,雷科五,4100000,4,17.8853,20.56,18.7012,2
20260102,62076,雷科六,3000000,7,19.76,21.19,20.4397,2
20260102,62194,富旺四,400000,1,18.37,18.37,18.37,3
20260102,62696,台郡六,100000,1,2.04,2.04,2.04,2
20260102,62745,台燿五,17700000,45,44.15,45.68,44.8078,3
20260102,62822,康舒二,27400000,16,16.28,16.76,16.4046,1
20260102,62843,佳邦三,5300000,20,16.7,20.86,18.3662,1
20260102,64145,樺漢五,2600000,8,15.57,16.6,15.9296,1
20260102,64422,光聖二,6800000,14,44.13,45.77,45.0884,2
20260102,64423,光聖三,6600000,9,48.09,49.91,48.8236,2
20260102,64693,大樹三,2400000,9,8.32,8.875,8.5267,3
20260102,65841,南俊國際一,100000,1,89.28,89.28,89.28,1
20260102,65914,動力四KY,500000,1,13.81,13.81,13.81,2
20260102,66241,萬年清一,200000,1,68.51,68.51,68.51,2
20260102,66642,群翊二,8300000,20,34.99,37.81,36.9095,2
20260102,67962,晉弘二,5000000,2,10.09,10.29,10.17,2
20260102,68301,汎銓一,100000,1,29.04,29.04,29.04,1
20260102,68901,來億一KY,6100000,5,23.39,24.62,24.012,3
20260102,68902,來億二KY,3700000,4,23.74,24.79,24.3846,3
20260102,69571,裕慶一KY,17000000,2,16.78,17.18,16.8271,2
20260102,75561,意德士一永,400000,1,14.68,14.68,14.68,3
20260102,75562,意德士二,200000,2,17.19,24.48,20.835,3
20260102,77131,威力德生醫一,100000,1,8.9,8.9,8.9,2
20260102,80282,昇陽半導體二,16200000,1,48.64,48.64,48.64,5
20260102,80426,金山電六,25000000,4,16.6,18.28,17.5128,2
20260102,80914,翔名四,900000,3,16.47,16.9,16.6278,1
20260102,811210,至上十,2600000,3,22.93,23.36,23.1935,2
20260102,81551,博智一,2300000,3,45.59,46.11,45.7657,2
20260102,81714,天宇四,400000,1,10.71,10.71,10.71,2
20260102,82551,朋程一,1600000,4,3.5,3.98,3.6694,1
20260102,84041,百和興業一KY,1500000,3,17.89,18.43,18.1467,2
20260102,84113,福貞三KY,100000,1,5.64,5.64,5.64,3
20260102,84222,可寧衛二,3000000,6,74.66,79.74,78.1267,3
20260102,84422,威宏二KY,400000,1,7.98,7.98,7.98,1
20260102,89277,北基七,400000,1,3.35,3.35,3.35,2
20260102,98026,鈺齊六KY,100000,1,23.12,23.12,23.12,1
20260105,11011,台泥一永,3000000,2,2.9,3.84,3.2133,2
20260105,13164,上曜四,2700000,5,1.77,2.83,2.2833,1
20260105,13166,上曜六,100000,1,14.25,14.25,14.25,1
20260105,15142,亞力二,4600000,7,21.39,22.02,21.5109,2
20260105,15601,中砂一,9200000,16,50.07,54.14,53.1239,2
20260105,16095,大亞五,2100000,2,10.61,11.46,10.6505,2
20260105,22013,裕隆三,2000000,1,0.1,0.1,0.1,1
20260105,22283,劍麟三,1200000,9,32.74,34.74,33.6867,2
20260105,22471,汎德永業一,400000,3,11.27,12.14,11.5025,3
20260105,22472,汎德永業二,1000000,4,11.97,13.19,12.518,3
20260105,23511,順德一,500000,3,29.89,30.08,29.936,3
20260105,23683,金像電三,15400000,36,56.2,59.24,56.6679,3
20260105,24023,毅嘉三,12600000,28,34.02,36.37,34.9687,2
20260105,24394,美律四,1900000,5,5.69,6.96,6.5474,2
20260105,25483,華固三,4600000,8,8.775,9.89,9.1878,2
20260105,25484,華固四,300000,2,10.44,10.44,10.44,2
20260105,26107,華航七,300000,2,24.53,25.08,24.7133,1
20260105,26418,正德八,500000,1,16.3,16.3,16.3,3
20260105,27271,王品一,100000,1,5.86,5.86,5.86,1
20260105,27323,六角三,400000,3,5.17,5.22,5.2075,2
20260105,27324,六角四,3500000,3,13.17,13.85,13.1894,2
20260105,27431,山富一,200000,2,7.73,7.73,7.73,2
20260105,27531,八方雲集一,1500000,1,17.5,17.5,17.5,3
20260105,29061,高林一,200000,1,0.78,0.78,0.78,1
20260105,30061,晶豪科一,24400000,5,67.85,73.02,69.9903,1
20260105,30134,晟銘電四,500000,3,30.91,33.41,32.258,2
20260105,30337,威健七,6400000,4,8.08,8.53,8.4136,2
20260105,30371,欣興一,35900000,55,48.84,55.13,51.1632,3
20260105,30454,台灣大四,143400000,15,3.1,3.88,3.1545,3
20260105,30455,台灣大五,500000,1,6.73,6.73,6.73,3
20260105,30954,及成四,300000,1,12.99,12.99,12.99,2
20260105,31311,弘塑一,9000000,25,37.4,41.12,39.5553,3
20260105,31312,弘塑二,19000000,38,39.57,44.37,42.2438,3
20260105,31382,耀登二,10000000,1,15.95,15.95,15.95,1
20260105,31672,大量二,1500000,11,46.79,47.68,47.2713,3
20260105,32571,虹冠電一,100000,1,25.78,25.78,25.78,2
20260105,33121,弘憶股一,400000,1,0.28,0.28,0.28,2
20260105,33133,斐成三,600000,4,15.49,16.67,16.2067,2
20260105,33245,雙鴻五,14900000,28,50.32,53.72,52.2108,2
20260105,33571,臺慶科一,3900000,10,52.73,56.43,54.4659,1
20260105,33621,先進光一,600000,1,4.9933,4.9933,4.9933,2
20260105,33763,新日興三,1300000,9,29.61,31.61,30.7369,2
20260105,33881,崇越電一,100000,1,8.77,8.77,8.77,2
20260105,33902,旭軟二,900000,8,25.15,29.25,26.9822,3
20260105,34163,融程電三,11700000,3,26.13,26.15,26.1358,1
20260105,34163,融程電三,26700000,25,26.09,26.58,26.1662,2
20260105,34793,安勤三,300000,1,11.7067,11.7067,11.7067,2
20260105,34834,力致四,1500000,3,10.17,10.19,10.1873,2
20260105,35161,亞帝歐一,100000,1,12.68,12.68,12.68,2
20260105,35181,柏騰一,1600000,2,7.77,8.05,7.7875,2
20260105,35221,御嵿一,800000,3,10.69,10.79,10.7525,1
20260105,35265,凡甲五,5000000,1,53.53,53.53,53.53,2
20260105,35266,凡甲六,300000,1,32.54,32.54,32.54,2
20260105,35267,凡甲七,200000,1,25.54,25.54,25.54,3
20260105,35431,州巧一,315200000,86,25.25,26.95,25.6415,3
20260105,35482,兆利二,200000,2,4.93,6.66,5.795,1
20260105,35483,兆利三,100000,1,7.07,7.07,7.07,3
20260105,35513,世禾三,3200000,13,45.41,46.75,46.1097,3
20260105,35831,辛耘一,500000,2,26.12,26.22,26.2,1
20260105,35832,辛耘二,6100000,22,24.97,29.07,27.6184,1
20260105,35871,閎康一,400000,2,19.13,19.15,19.145,1
20260105,36173,碩天三,300000,3,13.87,15.3,14.61,3
20260105,36804,家登四,8300000,24,30.36,35.8,32.6017,1
20260105,36913,碩禾三,100000,1,4.6,4.6,4.6,2
20260105,37022,大聯大二,2600000,3,6.05,7.37,6.4873,2
20260105,37023,大聯大三,1000000,1,8.55,8.55,8.55,2
20260105,41135,聯上五,1000000,1,20.57,20.57,20.57,3
20260105,41236,晟德六,900000,4,24.41,25.03,24.6344,3
20260105,41295,聯合五,700000,3,23.03,24.04,23.61,3
20260105,41645,承業醫五,600000,4,16,16.05,16.0083,3
20260105,41684,醣聯四,2700000,5,24.27,25.68,24.9137,3
20260105,44163,三圓三,200000,1,1.75,1.75,1.75,1
20260105,44383,廣越三,1200000,1,19.93,19.93,19.93,3
20260105,45554,氣立四,900000,3,12.04,12.29,12.0678,3
20260105,45581,寶緯一,500000,1,7.25,7.25,7.25,3
20260105,47223,國精化三,1200000,3,49.23,51.81,49.5617,3
20260105,47393,康普三,300000,3,4.09,5.09,4.6733,1
20260105,47394,康普四,7800000,16,22.21,23.8,22.691,3
20260105,47721,台特化一,36900000,98,40.65,43.885,42.6236,3
20260105,49066,正文六,100000,1,15.4,15.4,15.4,1
20260105,49793,華星光三,200000,1,80.32,80.32,80.32,1
20260105,52011,凱衛一,900000,5,26.04,29.43,27.3433,3
20260105,52635,智崴五,300000,1,19.1367,19.1367,19.1367,1
20260105,52635,智崴五,6400000,5,20.65,21.845,21.6031,2
20260105,53064,桂盟四,4000000,2,2.85,3.24,3.045,1
20260105,53096,系統電六,3000000,13,21.38,24.49,22.7317,3
20260105,53097,系統電七,10500000,5,27.18,29.65,27.9167,2
20260105,53887,中磊七,12800000,19,4.56,6.34,5.1713,1
20260105,54391,高技一,3600000,11,35.77,38.71,36.8689,3
20260105,54501,南良一,800000,3,5.16,5.77,5.34,1
20260105,56087,四維航七,400000,4,14.37,15.59,14.9875,2
20260105,61041,創惟一,400000,3,12.09,12.18,12.135,2
20260105,61875,萬潤五,2500000,8,47.835,50.8,49.5028,2
20260105,61907,萬泰科七,1900000,6,34.23,36.4,34.8911,3
20260105,61973,佳必琪三,18800000,39,32.32,36.56,33.9777,2
20260105,62075,雷科五,1200000,3,25.08,26.52,26.3758,2
20260105,62076,雷科六,1200000,4,26.25,27.65,27.1875,2
20260105,62093,今國光三,2200000,2,73.74,77.16,77.0045,3
20260105,62194,富旺四,1600000,3,17.59,17.8,17.6656,3
20260105,62745,台燿五,21100000,49,40.79,45.91,43.7125,3
20260105,62822,康舒二,16500000,8,14.65,15.83,15.1888,1
20260105,62843,佳邦三,4400000,10,17.47,20.4,19.6391,1
20260105,64145,樺漢五,5700000,10,15.18,16.15,15.7809,1
20260105,64251,易發一,600000,3,50.4,53.39,51.2267,2
20260105,64422,光聖二,7900000,13,41.69,43.49,42.1166,2
20260105,64423,光聖三,3600000,14,45.69,47.39,46.235,2
20260105,64693,大樹三,8500000,12,7.16,8.31,7.5944,3
20260105,65841,南俊國際一,100000,1,83.26,83.26,83.26,1
20260105,65851,鼎基一,3100000,3,6.9,7.62,7.1339,1
20260105,66241,萬年清一,200000,1,49.5,49.5,49.5,2
20260105,66642,群翊二,6300000,19,35.73,39.26,38.0635,2
20260105,66702,復盛應用二,902100000,185,17.09,19.01,17.4874,3
20260105,66801,鑫創電子一,500000,1,13.76,13.76,13.76,2
20260105,67531,龍德造船一,1100000,3,33.03,33.94,33.51,2
20260105,67681,志強一KY,1900000,5,25.57,26.45,25.9689,2
20260105,68301,汎銓一,1800000,4,27.53,28.62,28.2706,1
20260105,68431,進典一,1500000,2,11.32,11.79,11.3827,2
20260105,68541,錼創科技一KY創,300000,1,5.55,5.55,5.55,2
20260105,68901,來億一KY,38000000,13,20.41,22.23,21.0334,3
20260105,68902,來億二KY,7300000,7,20.35,22.09,20.951,3
20260105,69041,伯鑫一,43400000,9,12.14,13.91,13.1512,3
20260105,75561,意德士一永,700000,1,17.0714,17.0714,17.0714,3
20260105,77131,威力德生醫一,2000000,1,8.05,8.05,8.05,2
20260105,80426,金山電六,2000000,1,17.68,17.68,17.68,2
20260105,80914,翔名四,800000,4,16.51,17.88,17.3763,1
20260105,811210,至上十,12600000,5,23.12,24.28,23.2432,2
20260105,81551,博智一,6400000,18,41.73,44.88,43.0584,2
20260105,81714,天宇四,300000,2,9.96,10.45,10.1233,2
20260105,82551,朋程一,1600000,3,2.56,3.16,2.6781,1
20260105,84041,百和興業一KY,10000000,4,16.07,17.33,16.9371,2
20260105,84113,福貞三KY,10100000,2,5.06,5.29,5.0623,3
20260105,84422,威宏二KY,200000,1,9.11,9.11,9.11,1
20260105,84672,波力二KY,100000,1,16.14,16.14,16.14,2
20260105,89277,北基七,600000,1,3.04,3.04,3.04,2
20260105,98026,鈺齊六KY,4000000,12,19.47,21.11,19.9378,1
20260105,99332,中鼎二,75500000,7,1.2,1.9,1.4387,2
20260105,99392,宏全二,2000000,7,6.8,7.5333,7.3425,2
20260106,13164,上曜四,2900000,2,1.31,1.89,1.57,1
20260106,15142,亞力二,400000,4,21.43,22.12,21.7,2
20260106,15601,中砂一,9800000,15,55.8,60.11,57.9881,2
20260106,16095,大亞五,1400000,3,9.44,10.2,9.585,2
20260106,22013,裕隆三,2000000,1,0.14,0.14,0.14,1
20260106,22283,劍麟三,200000,2,32.24,32.44,32.34,2
20260106,22471,汎德永業一,500000,4,11.46,11.99,11.656,3
20260106,22472,汎德永業二,4800000,8,11.6,12.34,11.9563,3
20260106,23511,順德一,700000,5,27.06,31.87,30.1714,3
20260106,23683,金像電三,10800000,25,59.69,63.23,61.4778,3
20260106,24023,毅嘉三,1500000,8,33.78,34.96,34.394,2
20260106,24361,偉詮電一,400000,3,12.22,12.8,12.51,1
20260106,24394,美律四,900000,1,7.55,7.55,7.55,2
20260106,24395,美律五,1400000,5,7.8,8.2,8.1136,2
20260106,24642,盟立二,1000000,2,9.38,10.18,9.78,1
20260106,25283,皇普三,30000000,2,13.48,13.57,13.54,2
20260106,25483,華固三,3700000,7,8.12,9.48,8.5584,2
20260106,26107,華航七,500000,2,24.07,24.895,24.73,1
20260106,26418,正德八,100000,1,16.29,16.29,16.29,3
20260106,27271,王品一,1300000,2,6.12,6.35,6.1731,1
20260106,27323,六角三,35400000,2,5.16,5.16,5.16,2
20260106,27324,六角四,12000000,4,11.69,13.07,12.2395,2
20260106,27431,山富一,500000,1,7.51,7.51,7.51,2
20260106,27531,八方雲集一,2000000,2,17.49,17.85,17.508,3
20260106,27532,八方雲集二,600000,1,17.81,17.81,17.81,3
20260106,29061,高林一,600000,3,0.82,1.12,0.9367,1
20260106,30061,晶豪科一,100000,1,64.01,64.01,64.01,1
20260106,30337,威健七,2200000,1,9.06,9.06,9.06,2
20260106,30371,欣興一,27200000,24,52.52,55.22,53.7413,3
20260106,30455,台灣大五,2100000,2,6.82,6.82,6.82,3
20260106,31311,弘塑一,1600000,8,39.79,42.4975,41.6688,3
20260106,31312,弘塑二,3000000,16,41.85,45.51,44.0813,3
20260106,31351,凌航一,40000000,1,71.05,71.05,71.05,2
20260106,31672,大量二,3700000,4,47.38,48.64,47.8319,3
20260106,33055,昇貿五,200000,2,53.72,53.93,53.825,1
20260106,33121,弘憶股一,600000,1,1.31,1.31,1.31,2
20260106,33133,斐成三,17200000,4,15.66,16.47,16.0066,2
20260106,33245,雙鴻五,9900000,14,53.31,54.71,53.8769,2
20260106,33571,臺慶科一,3400000,17,54.23,58.43,56.3709,1
20260106,33621,先進光一,700000,3,4.06,4.6267,4.3029,2
20260106,33763,新日興三,1600000,8,32.61,37.83,34.4294,2
20260106,33902,旭軟二,400000,3,24.74,24.98,24.805,3
20260106,34163,融程電三,72500000,22,25.98,27.21,26.1879,2
20260106,34793,安勤三,200000,2,10.46,10.94,10.7,2
20260106,34834,力致四,200000,2,8.86,8.91,8.885,2
20260106,35161,亞帝歐一,300000,1,9.95,9.95,9.95,2
20260106,35221,御嵿一,1100000,2,14.02,14.18,14.0345,1
20260106,35265,凡甲五,5000000,1,53.53,53.53,53.53,2
20260106,35266,凡甲六,600000,1,33.25,33.25,33.25,2
20260106,35267,凡甲七,2900000,7,20.62,24.54,21.0969,3
20260106,35431,州巧一,37300000,19,25.2,28.02,25.5265,3
20260106,35482,兆利二,400000,2,6.22,6.26,6.23,1
20260106,35483,兆利三,1000000,2,7.66,7.76,7.71,3
20260106,35513,世禾三,4500000,15,41.45,44.69,43.8822,3
20260106,35831,辛耘一,1600000,5,24.21,24.29,24.2525,1
20260106,35832,辛耘二,7300000,26,28.28,29.06,28.5468,1
20260106,35871,閎康一,600000,2,19.17,19.58,19.2383,1
20260106,36173,碩天三,1400000,5,14.28,14.75,14.6229,3
20260106,36804,家登四,2500000,14,34.35,42.09,36.9428,1
20260106,36841,榮昌一,1400000,6,22.91,29.42,25.5429,2
20260106,36913,碩禾三,100000,1,4.18,4.18,4.18,2
20260106,37022,大聯大二,2800000,9,6.24,7.41,6.6607,2
20260106,37023,大聯大三,700000,3,8.29,8.64,8.4986,2
20260106,41295,聯合五,1800000,5,23.71,24.82,24.1567,3
20260106,41684,醣聯四,300000,2,22.25,22.27,22.2567,3
20260106,44383,廣越三,3000000,1,19.07,19.07,19.07,3
20260106,45491,桓達一,4500000,3,8,9.9,9.2667,2
20260106,45554,氣立四,5700000,7,13.88,15.63,14.6484,3
20260106,45581,寶緯一,15600000,3,7,7.24,7.1904,3
20260106,47393,康普三,300000,2,3.95,4.73,4.47,1
20260106,47394,康普四,52600000,23,21.85,24.35,23.0373,3
20260106,47721,台特化一,16400000,45,41.74,44.65,42.9496,3
20260106,49066,正文六,100000,1,17.12,17.12,17.12,1
20260106,49793,華星光三,300000,1,73.31,73.31,73.31,1
20260106,49794,華星光四,1200000,3,50.04,51.34,50.2025,1
20260106,52011,凱衛一,200000,2,29.43,29.49,29.46,3
20260106,52635,智崴五,7200000,5,20.85,21.95,20.8944,2
20260106,53096,系統電六,12500000,5,24.99,25.71,25.2365,3
20260106,53097,系統電七,4400000,2,29.89,30.35,29.9945,2
20260106,53887,中磊七,10900000,17,3.83,4.8,4.2741,1
20260106,54342,崇越二,300000,1,65.18,65.18,65.18,1
20260106,54391,高技一,3700000,7,38.2,39.77,38.6524,3
20260106,56087,四維航七,18000000,1,14.11,14.11,14.11,2
20260106,61565,松上五,2500000,2,7,8.38,7.276,2
20260106,61843,大豐電三,900000,1,2.9,2.9,2.9,2
20260106,61875,萬潤五,100000,1,51.7,51.7,51.7,2
20260106,61907,萬泰科七,6200000,15,34.94,41.63,39.0853,3
20260106,61965,帆宣五,100000,1,125.32,125.32,125.32,1
20260106,61973,佳必琪三,7300000,23,29.62,32.45,31.1316,2
20260106,62075,雷科五,2100000,4,25.25,28.0415,27.2657,2
20260106,62076,雷科六,1500000,7,25.17,30.17,27.7813,2
20260106,62093,今國光三,5400000,8,69.2,79.0373,77.6067,3
20260106,62745,台燿五,55100000,32,44.19,45.45,44.5914,3
20260106,62822,康舒二,8900000,10,14.74,15.89,15.3957,1
20260106,62843,佳邦三,2600000,12,18.39,20.23,18.9677,1
20260106,64145,樺漢五,4200000,13,14.37,15.13,14.8595,1
20260106,64251,易發一,100000,1,53.88,53.88,53.88,2
20260106,64422,光聖二,2000000,10,42.53,43.83,43.1975,2
20260106,64423,光聖三,5900000,15,44.5954,47.22,45.7256,2
20260106,64693,大樹三,3400000,5,7.26,8.37,7.5185,3
20260106,65461,正基一,10000000,1,0.9,0.9,0.9,1
20260106,66642,群翊二,2400000,13,36.57,37.4,36.9258,2
20260106,66702,復盛應用二,161900000,68,16.94,19.09,17.6567,3
20260106,67531,龍德造船一,700000,2,32.28,33.44,33.1086,2
20260106,67962,晉弘二,15000000,1,7.66,7.66,7.66,2
20260106,68211,聯寶一,2000000,1,6.86,6.86,6.86,2
20260106,68301,汎銓一,800000,2,29.55,30.0933,29.7538,1
20260106,68702,騰雲二,1400000,1,13.6486,13.6486,13.6486,2
20260106,68901,來億一KY,21300000,12,20.4,22.02,20.619,3
20260106,68902,來億二KY,1400000,5,20.47,21.48,21.0557,3
20260106,69041,伯鑫一,11800000,4,11.84,13.63,12.298,3
20260106,69571,裕慶一KY,1500000,1,17.42,17.42,17.42,2
20260106,77131,威力德生醫一,4000000,4,7.39,7.9,7.4713,2
20260106,80426,金山電六,9900000,6,18.64,21.97,19.9832,2
20260106,80914,翔名四,300000,2,16.94,17.27,17.16,1
20260106,811210,至上十,9300000,9,24.33,25.23,24.5532,2
20260106,81473,正淩三,500000,1,12.05,12.05,12.05,2
20260106,81551,博智一,4700000,5,45.07,45.63,45.2332,2
20260106,81714,天宇四,600000,1,9.84,9.84,9.84,2
20260106,82551,朋程一,1200000,4,3.1,5.95,5.2725,1
20260106,84041,百和興業一KY,14500000,5,17.37,20.1933,19.1621,2
20260106,84113,福貞三KY,100000,1,5.71,5.71,5.71,3
20260106,84222,可寧衛二,700000,2,74.62,76.33,74.8643,3
20260106,84623,柏文三,200000,1,13.91,13.91,13.91,1
20260106,84672,波力二KY,100000,1,18.13,18.13,18.13,2
20260106,98026,鈺齊六KY,400000,3,20.1,20.96,20.315,1
20260106,99332,中鼎二,2700000,4,1.54,1.69,1.6678,2
20260106,99392,宏全二,1300000,5,6.99,7.44,7.2708,2
20260107,11011,台泥一永,5000000,1,3.82,3.82,3.82,2
20260107,13164,上曜四,1200000,1,2.09,2.09,2.09,1
20260107,15142,亞力二,600000,4,20.02,20.72,20.4567,2
20260107,15601,中砂一,3100000,16,51.7,57.1,53.2303,2
20260107,15864,和勤四,300000,1,9.24,9.24,9.24,1
20260107,16095,大亞五,300000,1,11.33,11.33,11.33,2
20260107,20344,允強四,3900000,3,14.66,17.03,15.8146,2
20260107,22013,裕隆三,2000000,1,0.13,0.13,0.13,1
20260107,22283,劍麟三,8300000,9,32.05,35.18,34.501,2
20260107,22471,汎德永業一,2100000,5,10.76,11.59,11.1329,3
20260107,22472,汎德永業二,700000,3,12.23,12.62,12.5643,3
20260107,23511,順德一,100000,1,29.96,29.96,29.96,3
20260107,23683,金像電三,123900000,52,56.48,60.01,56.7277,3
20260107,24023,毅嘉三,2500000,7,33.84,34.9,34.6008,2
20260107,24361,偉詮電一,4000000,7,12.42,13.92,13.431,1
20260107,24762,鉅祥二,600000,1,40.8,40.8,40.8,2
20260107,25283,皇普三,200000,1,6.97,6.97,6.97,2
20260107,25483,華固三,3500000,8,8.73,9.32,8.9669,2
20260107,26107,華航七,500000,3,24.81,25.57,25.186,1
20260107,26417,正德七,200000,1,8.08,8.08,8.08,2
20260107,26418,正德八,800000,2,19.95,20.18,20.0075,3
20260107,27271,王品一,1600000,2,5.96,6.78,6.7288,1
20260107,27271,王品一,800000,2,12.38,13.03,12.7863,3
20260107,27431,山富一,2500000,3,6.26,6.72,6.3456,2
20260107,27531,八方雲集一,3000000,2,16.25,17.17,17.1087,3
20260107,27532,八方雲集二,800000,1,17.63,17.63,17.63,3
20260107,30134,晟銘電四,600000,4,21.94,32.92,25.5683,2
20260107,30336,威健六,500000,1,31.58,31.58,31.58,1
20260107,30337,威健七,58000000,6,12.01,12.534,12.2826,2
20260107,30371,欣興一,22000000,34,52.23,58.37,55.241,3
20260107,30454,台灣大四,500000,3,3.87,3.92,3.88,3
20260107,30455,台灣大五,100000,1,7.33,7.33,7.33,3
20260107,30882,艾訊二,400000,2,8.62,8.89,8.755,1
20260107,31311,弘塑一,3400000,10,39.55,43.45,41.4706,3
20260107,31312,弘塑二,6600000,26,42.09,45.5,43.9314,3
20260107,31351,凌航一,5800000,2,73.14,80.14,78.209,2
20260107,31672,大量二,3400000,7,42.47,45.07,44.5256,3
20260107,32571,虹冠電一,700000,4,24.64,25.63,25.1,2
20260107,33245,雙鴻五,6300000,24,51.35,57.37,52.9895,2
20260107,33571,臺慶科一,900000,7,57.42,64.42,59.3978,1
20260107,33621,先進光一,100000,1,4.85,4.85,4.85,2
