日期,代號,名稱,資買,資賣,現償,資餘額,券賣,券買,券償,券餘額
20260202,3379,彬台,84,182,6,2569,3,3,0,73
20260202,3388,崇越電,0,4,1,141,0,0,0,0
20260202,3390,旭軟,2,28,0,3718,0,0,0,12
20260202,3402,漢科,39,61,0,2047,0,5,0,2
20260202,3430,奇鈦科,42,107,0,1721,0,0,0,11
20260202,3434,哲固,16,64,0,2194,0,0,0,1
20260202,3438,類比科,8,35,4,926,0,0,0,5
20260202,3441,聯一光,8,17,0,2107,0,7,0,14
20260202,3444,利機,49,9,1,731,0,7,0,34
20260202,3455,由田,70,135,0,2907,3,19,0,39
20260202,3465,進泰電子,0,0,0,411,0,0,0,0
20260202,3466,德晉,167,187,1,11407,15,2,0,109
20260202,3467,台灣精材,1,6,0,130,0,0,0,0
20260202,3479,安勤,1,16,3,1047,2,0,0,12
20260202,3483,力致,23,14,11,5030,0,0,0,31
20260202,3484,崧騰,8,12,0,1766,0,0,0,16
20260202,3489,森寶,2,0,0,1269,0,0,0,0
20260202,3490,單井,14,4,2,1672,0,0,0,1
20260202,3491,昇達科,8,106,11,3170,5,6,0,368
20260202,3492,長盛,12,35,0,856,0,0,0,0
20260202,3498,陽程,85,141,0,2566,1,6,0,108
20260202,3499,環天科,0,0,0,0,0,0,0,0
20260202,3508,位速,0,0,0,0,0,0,0,0
20260202,3511,矽瑪,17,25,0,2484,0,0,0,2
20260202,3512,皇龍,12,1,0,541,0,0,0,0
20260202,3516,亞帝歐,0,1,0,8545,0,0,0,0
20260202,3520,華盈,2,7,0,2337,0,0,0,2
20260202,3521,台鋼建設,193,39,0,1041,0,0,0,0
20260202,3522,御嵿,0,0,0,0,0,0,0,0
20260202,3523,迎輝,0,0,0,0,0,0,0,0
20260202,3526,凡甲,7,18,1,1299,0,0,0,14
20260202,3527,聚積,7,8,16,1317,0,0,0,0
20260202,3529,力旺,113,95,0,1725,1,6,0,12
20260202,3531,先益,0,0,0,82,0,0,0,0
20260202,3537,堡達,1,74,1,1250,1,6,0,23
20260202,3540,曜越,8,26,5,1120,0,0,0,0
20260202,3541,西柏,0,2,0,514,0,0,0,0
20260202,3546,宇峻,10,18,0,2982,0,0,0,1
20260202,3548,兆利,56,30,0,4576,6,5,0,29
20260202,3551,世禾,40,52,0,1803,0,0,0,24
20260202,3552,同致,14,21,0,1187,0,3,0,7
20260202,3555,博士旺,110,99,0,691,63,5,0,67
20260202,3556,禾瑞亞,15,14,0,369,0,0,0,0
20260202,3558,神準,15,20,0,1768,0,0,0,1
20260202,3564,其陽,14,34,0,1239,0,0,0,1
20260202,3567,逸昌,7,4,0,590,0,10,0,1
20260202,3570,大塚,0,0,0,88,0,0,0,0
20260202,3577,泓格,13,6,0,1518,0,0,0,2
20260202,3580,友威科,95,52,0,2771,1,0,0,6
20260202,3581,博磊,82,41,6,2836,2,15,0,25
20260202,3587,閎康,80,44,3,2525,1,0,0,6
20260202,3594,磐儀,47,41,7,3800,2,7,0,11
20260202,3597,映興,1,20,0,1458,0,1,0,0
20260202,3609,三一東林,0,24,0,1186,0,0,0,0
20260202,3611,鼎翰,0,6,0,173,0,0,0,0
20260202,3615,安可,437,51,0,4326,0,1,0,3
20260202,3623,富晶通,18,31,0,635,0,5,1,14
20260202,3624,光頡,78,219,16,6631,0,20,0,63
20260202,3625,西勝,0,0,0,0,0,0,0,0
20260202,3628,盈正,11,20,0,1463,3,0,0,26
20260202,3630,新鉅科,166,287,0,4135,0,110,0,14
20260202,3631,晟楠,6,1,0,889,0,0,0,2
20260202,3632,研勤,0,0,0,0,0,0,0,0
20260202,3646,艾恩特,4,0,0,1384,0,0,0,0
20260202,3663,鑫科,21,121,1,4079,23,5,0,85
20260202,3664,安瑞-KY,0,0,0,0,0,0,0,0
20260202,3666,光耀,0,1,0,1146,0,1,0,1
20260202,3672,康聯訊,0,0,0,0,0,0,0,0
20260202,3675,德微,35,76,1,2120,0,7,0,5
20260202,3680,家登,33,199,0,1973,8,1,0,70
20260202,3684,榮昌,11,3,0,347,0,0,0,0
20260202,3685,元創精密,0,0,0,67,0,0,0,0
20260202,3687,歐買尬,18,65,0,1335,0,32,0,110
20260202,3689,湧德,206,195,2,6814,0,1,0,67
20260202,3691,碩禾,141,68,0,3265,8,11,0,191
20260202,3693,營邦,504,320,0,3282,3,0,1,58
20260202,3707,漢磊,730,1418,2,13490,26,50,35,376
20260202,3709,鑫聯大投控,212,258,0,5954,1,2,0,47
20260202,3710,連展投控,0,0,0,0,0,0,0,0
20260202,4102,永日,11,6,4,220,0,0,0,0
20260202,4105,東洋,10,10,0,935,0,4,0,1
20260202,4107,邦特,0,0,0,192,0,0,0,0
20260202,4109,加捷生醫,13,47,0,3835,20,0,0,20
20260202,4111,濟生,8,0,0,861,0,0,0,0
20260202,4113,聯上,30,14,0,13547,0,0,0,9
20260202,4114,健喬,32,94,0,2088,0,0,0,1
20260202,4116,明基醫,3,0,0,246,0,0,0,0
20260202,4120,友華,1,0,0,542,0,0,0,0
20260202,4121,優盛,224,45,0,8211,14,15,0,212
20260202,4123,晟德,134,206,1,8621,0,22,0,1249
20260202,4126,太醫,0,0,0,792,0,0,0,0
20260202,4127,天良,41,76,0,723,0,4,0,9
20260202,4128,中天,20,43,0,7805,18,8,0,22
20260202,4129,聯合,1,87,4,865,0,0,0,3
20260202,4130,健亞,220,128,3,5171,106,17,0,432
20260202,4138,曜亞,0,0,0,45,0,0,0,0
20260202,4139,馬光-KY,0,0,0,1302,0,0,0,0
20260202,4147,中裕,96,83,2,9040,20,10,0,45
20260202,4153,鈺緯,4,2,7,3103,0,0,0,0
20260202,4157,太景*-KY,56,145,0,7766,20,1,0,61
20260202,4160,訊聯基因,12,2,0,117,0,0,0,0
20260202,4161,聿新科,0,0,0,1004,0,0,0,0
20260202,4162,智擎,31,35,1,3414,0,0,0,3
20260202,4163,鐿鈦,0,0,0,54,0,0,0,0
20260202,4167,松瑞藥,151,76,0,10322,9,0,0,16
20260202,4168,醣聯,0,0,1,338,0,0,0,0
20260202,4171,瑞基,64,10,0,998,0,0,0,37
20260202,4173,久裕,3,2,0,492,0,0,0,0
20260202,4174,浩鼎,0,0,4,3101,0,0,0,0
20260202,4175,杏一,1,0,0,41,0,0,0,0
20260202,4205,中華食,0,0,0,1,0,0,0,0
20260202,4207,環泰,1,1,0,816,0,0,0,1
20260202,4303,信立,89,107,0,9070,0,0,0,25
20260202,4304,勝昱,0,0,0,0,0,0,0,0
20260202,4305,世坤,0,0,0,4,0,0,0,0
20260202,4401,東隆興,0,0,0,1025,0,0,0,0
20260202,4406,新昕纖,0,0,2,393,0,0,0,1
20260202,4413,飛寶企業,0,0,0,296,0,0,0,0
20260202,4416,三圓,1,2,0,418,0,0,0,0
20260202,4417,金洲,0,0,0,218,0,0,0,0
20260202,4420,光明,1,2,0,178,0,0,0,0
20260202,4430,耀億,0,0,0,114,0,0,0,0
20260202,4432,銘旺實,2,4,0,576,0,0,0,0
20260202,4433,興采,0,3,0,189,0,0,0,0
20260202,4442,竣邦-KY,0,0,0,138,0,0,0,0
20260202,4502,健信,0,1,0,915,0,0,0,0
20260202,4503,金雨,6,54,0,2650,11,13,0,11
20260202,4506,崇友,0,0,0,2,0,0,0,0
20260202,4510,高鋒,207,341,1,7250,24,85,0,941
20260202,4513,福裕,25,27,24,2896,0,0,0,27
20260202,4523,永彰,7,8,0,1463,0,2,0,0
20260202,4527,方土霖,0,0,0,217,0,0,0,0
20260202,4528,江興鍛,9,7,0,141,0,0,0,0
20260202,4529,淳紳,0,0,0,0,0,0,0,0
20260202,4530,宏易,0,0,0,0,0,0,0,0
20260202,4533,協易機,762,399,1,10229,71,54,0,451
20260202,4534,慶騰,0,0,0,0,0,0,0,0
20260202,4535,至興,0,0,0,133,0,0,0,0
20260202,4538,大詠城,1,0,0,373,0,0,0,0
20260202,4541,晟田,68,113,0,4609,1,8,0,15
20260202,4542,科嶠,79,24,0,3865,2,4,27,279
20260202,4543,萬在,31,61,0,1244,0,1,0,6
20260202,4549,桓達,3,22,0,1244,0,0,0,0
20260202,4550,長佳,1,0,0,154,0,0,0,0
20260202,4554,橙的,4,3,0,27,0,0,0,0
20260202,4556,旭然,16,0,0,464,0,1,0,1
20260202,4558,寶緯,0,4,0,454,0,0,0,0
20260202,4561,健椿,37,50,0,2095,1,13,0,57
20260202,4563,百德,13,28,1,1643,15,2,0,17
20260202,4568,科際精密,0,0,0,50,0,0,0,0
20260202,4577,達航科技,41,197,0,1577,0,2,0,37
20260202,4580,捷流閥業,0,0,0,180,0,0,0,0
20260202,4609,唐鋒,0,0,0,0,0,0,0,0
20260202,4702,中美實,4,8,5,2669,0,0,0,0
20260202,4706,大恭,0,0,2,204,0,0,0,0
20260202,4707,磐亞,35,19,0,2477,0,0,0,0
20260202,4711,永純,2,21,0,332,0,0,0,0
20260202,4714,永捷,71,105,4,7456,0,0,0,4
20260202,4716,大立,120,24,4,8090,0,31,0,172
20260202,4721,美琪瑪,4,29,0,1712,0,1,0,0
20260202,4726,永昕,0,5,15,606,0,0,0,0
20260202,4728,雙美,6,6,0,1848,0,0,0,0
20260202,4729,熒茂,28,14,0,2349,0,5,0,7
20260202,4735,豪展,0,3,0,208,0,0,0,0
20260202,4741,泓瀚,0,12,2,329,0,0,0,1
20260202,4743,合一,249,442,16,11729,19,20,0,233
20260202,4744,皇將,0,5,0,4613,0,0,0,3
20260202,4745,合富-KY,4,4,0,656,0,0,0,0
20260202,4747,強生,0,11,0,1291,0,0,0,0
20260202,4749,新應材,137,71,0,3128,1,14,0,106
20260202,4754,國碳科,0,0,0,118,0,0,0,0
20260202,4760,勤凱,33,145,0,1571,0,1,0,16
20260202,4767,誠泰科技,0,0,0,15,0,0,0,0
20260202,4768,晶呈科技,60,113,0,3474,7,45,0,395
20260202,4772,台特化,165,117,3,3437,1,0,0,42
20260202,4804,大略-KY,0,0,0,0,0,0,0,0
20260202,4806,桂田文創,0,0,0,0,0,0,0,0
20260202,4903,聯光通,53,221,10,3597,2,62,0,27
20260202,4905,台聯電,0,2,0,68,0,0,0,0
20260202,4907,富宇,6,6,0,348,0,0,0,0
20260202,4908,前鼎,20,36,3,3468,1,1,0,30
20260202,4909,新復興,105,170,0,6056,17,72,0,2355
20260202,4911,德英,1,2,0,199,0,0,0,0
20260202,4923,力士,18,21,0,488,0,1,0,4
20260202,4924,欣厚-KY,0,0,0,0,0,0,0,0
20260202,4931,新盛力,495,380,8,8282,14,51,0,626
20260202,4933,友輝,9,12,19,1059,1,0,0,9
20260202,4939,亞電,386,451,1,5440,47,30,0,334
20260202,4951,精拓科,3,2,0,716,0,0,0,0
20260202,4953,緯軟,189,113,0,1014,0,0,0,0
20260202,4966,譜瑞-KY,88,93,3,5376,1,6,0,44
20260202,4971,IET-KY,355,354,0,6331,11,14,0,609
20260202,4972,湯石照明,0,0,0,100,0,0,0,0
20260202,4973,廣穎,399,395,0,4433,47,111,0,163
20260202,4974,亞泰,14,37,1,1521,0,0,0,3
20260202,4979,華星光,2052,1945,3,13264,133,33,0,1244
20260202,4987,科誠,0,0,0,33,0,0,0,0
20260202,4991,環宇-KY,41,305,0,9773,0,2,0,120
20260202,4995,晶達,0,0,0,1875,0,0,0,0
20260202,5009,榮剛,147,895,1,6790,0,24,0,84
20260202,5011,久陽,188,20,2,3502,0,10,0,10
20260202,5013,強新,0,0,0,2,0,0,0,0
20260202,5014,建錩,55,42,10,3339,0,0,0,5
20260202,5015,華祺,1,0,0,136,0,0,0,0
20260202,5016,松和,0,0,0,135,0,0,0,0
20260202,5201,凱衛,14,8,0,7744,0,0,0,2
20260202,5202,力新,64,40,0,2539,1,0,0,1
20260202,5206,坤悅,3,1,3,802,0,0,0,0
20260202,5209,新鼎,0,5,1,66,0,0,0,1
20260202,5210,寶碩,0,0,0,0,0,0,0,0
20260202,5211,蒙恬,0,0,0,261,0,0,0,0
20260202,5212,凌網,3,0,0,62,0,0,0,0
20260202,5213,亞昕,11,3,0,2894,0,26,0,0
20260202,5220,萬達光電,2,0,0,166,0,0,0,0
20260202,5223,安力-KY,0,2,0,232,0,0,0,0
20260202,5227,立凱-KY,10,0,3,80,0,0,0,0
20260202,5228,鈺鎧,46,123,0,760,2,0,0,6
20260202,5230,雷笛克光學,1,2,0,1490,0,0,0,0
20260202,5236,凌陽創新,8,2,1,521,0,0,0,5
20260202,5245,智晶,178,186,0,1247,79,21,0,158
20260202,5251,天鉞電,12,15,1,2493,1,0,0,92
20260202,5263,智崴,186,143,0,5714,6,0,0,57
20260202,5272,笙科,14,3,0,838,0,0,0,0
20260202,5274,信驊,4,16,0,97,0,0,0,7
20260202,5278,尚凡*,18,20,0,1602,0,0,0,0
20260202,5287,數字,1,0,0,106,0,0,0,0
20260202,5289,宜鼎,370,566,0,3227,5,12,0,109
20260202,5291,邑昇,53,95,0,5335,36,0,0,85
20260202,5299,杰力,13,8,0,312,0,0,0,0
20260202,5301,寶得利,0,0,0,0,0,0,0,0
20260202,5302,太欣,0,0,0,0,0,0,0,0
20260202,5309,系統電,1299,1816,10,14599,169,23,0,789
20260202,5310,天剛,0,0,0,0,0,0,0,0
20260202,5312,寶島科,0,0,0,633,0,0,0,0
20260202,5314,世紀*,502,454,4,21942,15,10,0,79
20260202,5315,光聯,33,40,0,2379,0,0,0,1
20260202,5321,美而快,10,24,0,1457,1,5,0,12
20260202,5324,士開,0,0,0,0,0,0,0,0
20260202,5328,華容,431,461,0,6483,7,13,0,732
20260202,5340,建榮,338,384,504,6385,18,9,0,383
20260202,5344,立衛,0,0,0,0,0,0,0,0
20260202,5345,馥鴻,0,0,0,0,0,0,0,0
20260202,5347,世界,1546,3135,2,20479,75,39,0,528
20260202,5351,鈺創,1004,1738,1,14672,232,114,0,568
20260202,5353,台林,11,2,0,1369,0,0,0,18
20260202,5355,佳總,0,0,0,0,0,0,0,0
20260202,5356,協益,40,43,0,5466,0,0,0,0
20260202,5364,力麗店,1,0,0,590,0,0,0,0
20260202,5371,中光電,401,1032,2,31999,29,27,0,307
20260202,5381,合正,0,0,0,0,0,0,0,0
20260202,5386,青雲,436,712,0,3114,62,5,0,128
20260202,5392,能率,220,815,1,10405,2,20,0,97
20260202,5398,慕康生醫,1,50,0,3591,0,0,0,1
20260202,5403,中菲,2,0,0,59,0,0,0,0
20260202,5410,國眾,7,30,0,2255,0,0,0,0
20260202,5425,台半,131,436,7,6982,9,63,0,107
20260202,5426,振發,71,17,0,3484,0,0,0,2
20260202,5432,新門,14,14,0,786,0,6,0,26
20260202,5438,東友,11,34,7,1695,0,0,0,4
20260202,5439,高技,191,307,2,9146,23,30,0,191
20260202,5443,均豪,41,83,10,7171,19,4,0,84
20260202,5450,南良,13,1,0,1169,0,0,0,2
20260202,5452,佶優,61,127,12,5056,0,6,0,63
20260202,5455,昇益,0,0,0,42,0,0,0,0
20260202,5457,宣德,29,97,0,4211,0,1,0,66
20260202,5460,同協,4,22,0,1283,0,0,0,0
20260202,5464,霖宏,0,0,0,337,0,0,0,0
20260202,5465,富驊,17,7,0,1500,0,1,0,8
20260202,5468,凱鈺,0,0,0,0,0,0,0,0
20260202,5474,聰泰,12,29,0,1306,0,0,0,0
20260202,5475,德宏,0,0,0,0,0,0,0,0
20260202,5478,智冠,74,70,0,468,0,0,0,0
20260202,5481,新華,88,32,0,8123,0,0,0,0
20260202,5483,中美晶,684,255,11,9849,1,66,0,48
20260202,5487,通泰,0,0,0,1550,0,0,0,0
20260202,5488,松普,0,0,0,1219,0,0,0,0
20260202,5489,彩富,4,9,0,1066,0,0,0,0
20260202,5490,同亨,22,41,0,1939,0,0,0,4
20260202,5493,三聯,6,12,5,1845,0,0,0,2
20260202,5498,凱崴,0,4,0,585,0,0,0,0
20260202,5508,永信建,14,34,29,2706,29,25,0,107
20260202,5511,德昌,0,3,0,494,0,0,0,2
20260202,5512,力麒,36,3,21,4492,0,0,0,0
20260202,5514,三豐,2,1,0,69,0,0,0,0
20260202,5516,雙喜,0,0,0,246,0,0,0,0
20260202,5520,力泰,0,0,0,1,0,0,0,0
20260202,5523,豐謙,0,0,0,4,0,0,0,0
20260202,5529,鉅陞,0,0,0,1677,0,0,0,0
20260202,5530,龍巖,30,33,0,4253,0,0,0,14
20260202,5536,聖暉*,54,120,7,2811,6,2,0,18
20260202,5543,桓鼎-KY,0,0,0,0,0,0,0,0
20260202,5548,安倉,0,0,2,20,0,0,0,0
20260202,5601,台聯櫃,0,0,0,0,0,0,0,0
20260202,5603,陸海,5,30,0,4668,0,0,0,0
20260202,5604,中連,2,0,0,105,0,0,0,0
20260202,5609,中菲行,0,0,0,116,0,0,0,0
20260202,5701,劍湖山,0,0,0,0,0,0,0,0
20260202,5703,亞都,0,0,0,0,0,0,0,0
20260202,5704,老爺知,1,1,0,152,0,0,0,0
20260202,5864,致和證,1750,729,0,16592,23,2,0,91
20260202,5902,德記,0,0,0,5932,0,0,0,0
20260202,5903,全家,2,0,0,25,0,0,0,0
20260202,5904,寶雅,4,5,0,239,1,2,0,10
20260202,5905,南仁湖,50,13,6,3652,1,0,0,1
20260202,6015,宏遠證,694,1690,0,6385,40,109,66,165
20260202,6016,康和證,296,294,0,10308,0,2,0,19
20260202,6020,大展證,1,0,0,125,0,0,0,0
20260202,6021,美好證,38,53,0,834,0,0,0,6
20260202,6023,元大期,0,27,0,240,0,0,0,0
20260202,6026,福邦證,103,189,0,2959,0,0,0,9
20260202,6101,寬魚國際,0,3,0,8171,0,0,0,0
20260202,6103,合邦,0,0,0,0,0,0,0,0
20260202,6104,創惟,185,138,0,6263,3,7,0,76
20260202,6109,亞元,0,1,0,197,0,0,0,0
20260202,6111,大宇資,47,11,3,2779,0,6,0,121
20260202,6113,亞矽,17,31,0,2096,0,1,0,13
20260202,6114,久威,4,12,0,1203,0,0,0,0
20260202,6118,建達,21,13,0,2375,0,0,0,10
20260202,6121,新普,9,31,0,488,0,0,0,5
20260202,6122,擎邦,118,87,0,1951,0,0,0,20
20260202,6123,上奇,2,10,0,267,0,0,0,0
20260202,6124,業強,0,1,0,329,0,4,0,1
20260202,6125,廣運,206,572,13,12426,3,6,0,153
20260202,6126,信音,367,344,0,4171,152,5,66,951
20260202,6127,九豪,104,626,0,5393,5,161,0,125
20260202,6129,普誠,0,0,0,216,0,0,0,0
20260202,6130,上亞科技,6,5,0,2791,0,1,0,1
20260202,6134,萬旭,146,468,0,3586,4,21,0,37
20260202,6138,茂達,70,150,0,1269,1,8,0,21
20260202,6140,訊達,0,7,3,2189,0,0,0,11
20260202,6143,振曜,129,221,17,11066,1,1,0,63
20260202,6144,得利影,0,0,0,0,0,0,0,0
20260202,6146,耕興,10,10,0,487,0,0,0,1
20260202,6147,頎邦,57,187,1,3752,1,6,0,17
20260202,6148,驊宏資,11,19,0,3246,0,5,0,33
20260202,6150,撼訊,36,56,3,2042,1,0,0,43
20260202,6151,晉倫,0,1,0,1226,0,0,0,0
20260202,6154,順發,1,1,0,240,0,0,0,0
20260202,6156,松上,86,33,0,6668,0,0,0,0
20260202,6158,禾昌,4,1,0,1002,0,0,0,0
20260202,6160,欣技,9,28,0,836,0,0,0,0
20260202,6161,捷波,2,24,0,636,0,0,0,0
20260202,6163,華電網,163,1161,23,21946,99,92,40,867
20260202,6167,久正,27,6,0,3009,0,0,0,1
20260202,6169,昱泉,0,2,0,47,0,0,0,0
20260202,6170,統振,1,4,0,3103,0,0,0,4
20260202,6171,大城地產,2,0,0,180,0,0,0,0
20260202,6173,信昌電,467,796,2,8000,280,26,0,553
20260202,6174,安碁,5,1,4,409,0,0,0,0
20260202,6175,立敦,151,156,0,4316,4,6,0,62
20260202,6179,亞通,38,171,0,10457,0,7,0,81
20260202,6180,橘子,19,13,0,1464,0,1,0,100
20260202,6182,合晶,388,600,21,14121,65,122,0,1291
