日期,代號,名稱,借券賣出,借券還券,當日餘額,參考價
20260102,1314,中石化,1696000,1254000,198303000,7.71
20260102,1315,達新,0,0,36000,64.4
20260102,1316,上曜,405000,0,20151000,14.9
20260102,1319,東陽,12000,684000,16462000,97.7
20260102,1321,大洋,0,0,1663000,35
20260102,1323,永裕,0,0,234000,19.5
20260102,1324,地球,0,0,156000,10.5
20260102,1325,恆大,0,0,1568000,30.4
20260102,1326,台化,2769000,1565000,146666000,30.95
20260102,1336,台翰,0,0,524000,16.3
20260102,1337,再生-KY,0,0,1340000,4.79
20260102,1338,廣華-KY,0,0,396000,20.3
20260102,1339,昭輝,0,0,303000,43.8
20260102,1340,勝悅-KY,3000,0,1505000,7.29
20260102,1342,八貫,0,10000,1183000,89.2
20260102,1402,遠東新,459000,489000,43125000,27.8
20260102,1409,新纖,175000,0,26368000,14.75
20260102,1410,南染,0,0,55000,34.45
20260102,1416,廣豐,2000,0,503000,11.95
20260102,1417,嘉裕,0,0,588000,8.92
20260102,1418,東華,0,0,82000,19.95
20260102,1419,新紡,11000,11000,2376000,67.2
20260102,1423,利華,32000,31000,65000,37.9
20260102,1434,福懋,134000,449000,8277000,15.8
20260102,1436,華友聯,1000,24000,3368000,65
20260102,1437,勤益控,0,0,833000,34.5
20260102,1438,三地開發,0,0,385000,33.55
20260102,1439,雋揚,0,0,72000,29.35
20260102,1440,南紡,187000,68000,10353000,13.1
20260102,1442,名軒,27000,0,6688000,28.65
20260102,1443,立益物流,0,0,102000,26.5
20260102,1444,力麗,0,0,5021000,5.97
20260102,1445,大宇,0,0,224000,13
20260102,1446,宏和,1000,0,1032000,18.3
20260102,1447,力鵬,0,0,593000,5.33
20260102,1449,佳和,4000,0,2743000,11.15
20260102,1451,年興,0,0,363000,17.25
20260102,1452,宏益,0,0,333000,11.75
20260102,1453,大將,0,1000,232000,12.55
20260102,1454,台富,0,0,104000,12.95
20260102,1455,集盛,0,0,3798000,7.67
20260102,1456,怡華,0,0,190000,13.25
20260102,1457,宜進,0,0,768000,15.9
20260102,1459,聯發,0,0,152000,11.85
20260102,1463,強盛新,0,9000,1010000,18.5
20260102,1464,得力,0,7000,2631000,11
20260102,1465,偉全,0,0,185000,12.6
20260102,1466,聚隆,0,72000,1239000,14.1
20260102,1467,南緯,0,0,518000,7.15
20260102,1470,大統新創,0,0,30000,22.75
20260102,1472,三洋實業,0,0,164000,88.1
20260102,1473,台南,0,0,1070000,24.35
20260102,1474,弘裕,0,0,274000,10.45
20260102,1475,業旺,22000,22000,147000,30.6
20260102,1476,儒鴻,889000,396000,10118000,380.5
20260102,1477,聚陽,218000,982000,8149000,283.5
20260102,1503,士電,41000,214000,13510000,169
20260102,1504,東元,256000,6869000,65784000,84.3
20260102,1513,中興電,1021000,96000,15964000,148.5
20260102,1514,亞力,494000,512000,12888000,98.1
20260102,1515,力山,0,0,1728000,27.3
20260102,1517,利奇,0,0,2196000,10.9
20260102,1519,華城,448000,250000,6772000,744
20260102,1521,大億,0,0,88000,23.95
20260102,1522,堤維西,34000,97000,5928000,45.7
20260102,1524,耿鼎,4000,0,10598000,27.85
20260102,1525,江申,0,0,60000,63.3
20260102,1526,日馳,0,4000,281000,16.8
20260102,1527,鑽全,0,9000,1525000,32.55
20260102,1528,恩德,134000,471000,6956000,22.8
20260102,1529,樂事綠能,0,0,2104000,18.8
20260102,1530,亞崴,0,0,183000,27.45
20260102,1531,高林股,0,0,406000,12.05
20260102,1532,勤美,0,2000,6639000,26.05
20260102,1533,車王電,0,0,363000,32.5
20260102,1535,中宇,0,0,106000,53
20260102,1536,和大,312000,34000,23824000,56.4
20260102,1537,廣隆,0,0,1018000,125
20260102,1539,巨庭,0,0,341000,17.35
20260102,1540,喬福,0,6000,1044000,23.1
20260102,1541,錩泰,0,0,76000,23.1
20260102,1558,伸興,3000,1000,548000,101.5
20260102,1560,中砂,6000,336000,7944000,407
20260102,1563,巧新,62000,35000,1750000,47.75
20260102,1565,精華,0,7000,1217000,116
20260102,1568,倉佑,0,0,415000,22.3
20260102,1569,濱川,0,0,9541000,55.3
20260102,1570,力肯,0,1000,371000,32
20260102,1580,新麥,0,0,243000,134
20260102,1582,信錦,32000,195000,2784000,66
20260102,1583,程泰,0,0,40000,44.5
20260102,1584,精剛,31000,430000,19258000,22.75
20260102,1586,和勤,0,0,1351000,25.35
20260102,1587,吉茂,3000,76000,3133000,49.95
20260102,1589,永冠-KY,26000,18000,4788000,17.3
20260102,1590,亞德客-KY,220000,16000,2478000,956
20260102,1591,駿吉-KY,162000,0,938000,52.9
20260102,1593,祺驊,0,0,50000,29
20260102,1595,川寶,0,61000,965000,43.2
20260102,1597,直得,0,4000,2773000,73
20260102,1598,岱宇,0,17000,1666000,20.6
20260102,1599,宏佳騰,0,0,125000,29.95
20260102,1603,華電,0,0,2279000,37.15
20260102,1604,聲寶,1000,51000,1217000,24.3
20260102,1605,華新,5320000,1907000,236551000,32.9
20260102,1608,華榮,224000,952000,18595000,38.25
20260102,1609,大亞,98000,1082000,42562000,38.5
20260102,1611,中電,19000,2000,3407000,12.9
20260102,1612,宏泰,0,268000,10944000,34.4
20260102,1614,三洋電,0,7000,466000,34.2
20260102,1615,大山,1000,7000,591000,49.65
20260102,1616,億泰,27000,0,3769000,28.9
20260102,1617,榮星,0,13000,928000,14.7
20260102,1618,合機,15000,27000,5087000,42.4
20260102,1626,艾美特-KY,4000,9000,279000,11
20260102,1702,南僑,0,47000,8861000,39.05
20260102,1707,葡萄王,27000,27000,1182000,127.5
20260102,1708,東鹼,896000,46000,5081000,32.05
20260102,1709,和益,0,0,1817000,16.6
20260102,1710,東聯,156000,0,11316000,12.25
20260102,1711,永光,760000,832000,28078000,20.3
20260102,1712,興農,0,0,3992000,44.1
20260102,1713,國化,0,0,1146000,44.75
20260102,1714,和桐,0,0,5212000,8.05
20260102,1717,長興,240000,1065000,29952000,41.95
20260102,1718,中纖,135000,0,11660000,6.75
20260102,1720,生達,0,0,1010000,59.7
20260102,1721,三晃,0,0,295000,17.35
20260102,1722,台肥,30000,1533000,14357000,47.55
20260102,1723,中碳,36000,92000,13880000,67.1
20260102,1725,元禎,0,0,139000,27.2
20260102,1726,永記,0,0,79000,76.2
20260102,1727,中華化,50000,218000,4368000,45.25
20260102,1730,花仙子,0,0,68000,52.8
20260102,1731,美吾華,0,0,307000,21.8
20260102,1732,毛寶,0,0,955000,28.1
20260102,1733,五鼎,0,0,1678000,30.55
20260102,1734,杏輝,0,0,1168000,30.5
20260102,1735,日勝化,1000,0,175000,18.35
20260102,1736,喬山,7000,0,6558000,148.5
20260102,1737,臺鹽,0,0,627000,31.55
20260102,1742,台蠟,0,0,37000,14.95
20260102,1752,南光,2000,0,322000,37.2
20260102,1760,寶齡富錦,0,0,609000,63.5
20260102,1762,中化生,0,4000,230000,24.55
20260102,1773,勝一,0,7000,4790000,144.5
20260102,1776,展宇,0,0,79000,15.35
20260102,1777,生泰,0,0,173000,73.1
20260102,1781,合世,0,0,159000,11
20260102,1783,和康生,0,9000,326000,42.8
20260102,1784,訊聯,99000,1000,1446000,105.5
20260102,1785,光洋科,1661000,1479000,12585000,65.7
20260102,1786,科妍,7000,0,4213000,73
20260102,1788,杏昌,0,0,50000,136.5
20260102,1789,神隆,64000,75000,5014000,17.15
20260102,1795,美時,160000,197000,5503000,282
20260102,1796,金穎生技,0,0,78000,47.2
20260102,1802,台玻,644000,323000,99632000,34.75
20260102,1805,寶徠,0,0,175000,11.95
20260102,1806,冠軍,30000,0,3361000,8.99
20260102,1808,潤隆,141000,713000,13497000,33.5
20260102,1809,中釉,8000,93000,4619000,18
20260102,1810,和成,138000,0,11584000,17.6
20260102,1813,寶利徠,0,0,107000,12.85
20260102,1815,富喬,1755000,1002000,33451000,90.7
20260102,1817,凱撒衛,0,0,266000,38.45
20260102,1903,士紙,0,0,2441000,54.2
20260102,1904,正隆,112000,3000,6627000,17.25
20260102,1905,華紙,197000,4000,19723000,11.45
20260102,1906,寶隆,0,0,258000,11.8
20260102,1907,永豐餘,458000,0,11875000,26.05
20260102,1909,榮成,0,209000,11885000,9.76
20260102,2002,中鋼,6140000,1969000,700429000,18.75
20260102,2006,東和鋼鐵,33000,288000,14031000,64
20260102,2007,燁興,0,0,3000,7.78
20260102,2008,高興昌,0,0,93000,29.05
20260102,2009,第一銅,525000,137000,8961000,48.6
20260102,2010,春源,1000,0,7360000,20.6
20260102,2012,春雨,0,0,278000,16.8
20260102,2013,中鋼構,0,0,435000,41.95
20260102,2014,中鴻,82000,444000,57439000,15.65
20260102,2015,豐興,31000,38000,4556000,61.8
20260102,2017,官田鋼,23000,0,3322000,8.49
20260102,2020,美亞,10000,8000,1576000,23.6
20260102,2022,聚亨,0,0,207000,8.12
20260102,2023,燁輝,1659000,1003000,28404000,14.8
20260102,2024,志聯,0,0,40000,17.5
20260102,2027,大成鋼,6928000,4446000,80681000,35.85
20260102,2028,威致,0,0,641000,17.45
20260102,2029,盛餘,7000,0,1130000,21.1
20260102,2030,彰源,0,0,1625000,14.55
20260102,2031,新光鋼,2000,0,3944000,37.6
20260102,2032,新鋼,0,0,1091000,15.3
20260102,2033,佳大,0,0,161000,15.8
20260102,2034,允強,490000,89000,16893000,20.9
20260102,2038,海光,3000,90000,2049000,14.5
20260102,2049,上銀,668000,237000,22536000,196
20260102,2059,川湖,285000,91000,2734000,3460
20260102,2061,風青,0,0,442000,18.35
20260102,2062,橋椿,0,0,1752000,20.7
20260102,2063,世鎧,0,0,67000,24.3
20260102,2064,晉椿,0,0,36000,11.7
20260102,2065,世豐,0,0,268000,28.65
20260102,2066,世德,0,0,340000,49.8
20260102,2069,運錩,0,0,462000,18.4
20260102,2070,精湛,0,0,413000,43
20260102,2101,南港,517000,7000,18921000,37.45
20260102,2102,泰豐,12000,0,4882000,19.85
20260102,2103,台橡,9000,71000,6059000,15
20260102,2104,國際中橡,256000,55000,11849000,11.15
20260102,2105,正新,614000,1027000,107592000,29.55
20260102,2106,建大,526000,526000,6790000,19.5
20260102,2107,厚生,0,0,1234000,24.65
20260102,2108,南帝,2000,0,2505000,23.2
20260102,2109,華豐,0,0,1119000,15
20260102,2114,鑫永銓,0,0,64000,90.1
20260102,2115,六暉-KY,0,0,206000,24.3
20260102,2201,裕隆,931000,308000,48615000,32.7
20260102,2204,中華,390000,92000,7582000,58.9
20260102,2206,三陽工業,381000,7000,13546000,60.6
20260102,2207,和泰車,17000,144000,8455000,546
20260102,2211,長榮鋼,34000,157000,9068000,98.4
20260102,2221,大甲,0,0,74000,29.9
20260102,2228,劍麟,8000,0,4900000,109
20260102,2230,泰茂,0,0,3097000,92.9
20260102,2231,為升,10000,65000,5907000,93.3
20260102,2233,宇隆,10000,103000,2548000,225.5
20260102,2235,謚源,0,0,24000,33.9
20260102,2236,百達-KY,4000,21000,543000,120
20260102,2239,英利-KY,17000,5000,383000,36.55
20260102,2241,艾姆勒,3000,0,1494000,37.2
20260102,2243,宏旭-KY,0,0,39000,11.45
20260102,2247,汎德永業,17000,19000,1404000,282
20260102,2248,華勝-KY,1000,0,3000,49.3
20260102,2250,IKKA-KY,0,0,941000,71.6
20260102,2254,巨鎧精密-創,0,0,16000,59.2
20260102,2301,光寶科,2323000,2158000,32350000,167
20260102,2302,麗正,2000,85000,2368000,17.65
20260102,2303,聯電,11009000,3605000,794622000,48.7
20260102,2305,全友,0,0,3205000,10.95
20260102,2308,台達電,1563000,40000,100715000,995
20260102,2312,金寶,877000,82000,131986000,22.95
20260102,2313,華通,957000,1693000,44503000,94.6
20260102,2316,楠梓電,264000,179000,7648000,101
20260102,2317,鴻海,4482000,804000,177956000,232
20260102,2323,中環,300000,13000,20317000,11.1
20260102,2324,仁寶,4320000,1389000,388901000,30.8
20260102,2327,國巨*,3817000,3863000,48789000,241
20260102,2328,廣宇,631000,662000,52893000,49.55
20260102,2329,華泰,1763000,499000,19893000,55.9
20260102,2330,台積電,4246000,4132000,362783000,1585
20260102,2331,精英,129000,0,10266000,22.85
20260102,2332,友訊,34000,0,16971000,14.95
20260102,2337,旺宏,340000,1050000,125959000,43.35
20260102,2338,光罩,71000,25000,10755000,35.95
20260102,2340,台亞,84000,19000,26164000,26.3
20260102,2342,茂矽,103000,0,4456000,30
20260102,2344,華邦電,14000,19000,126573000,90.8
20260102,2345,智邦,769000,481000,9050000,1145
20260102,2347,聯強,48000,0,65091000,58.1
20260102,2348,海悅,9000,112000,3598000,80.3
20260102,2351,順德,4000,42000,8247000,76.7
20260102,2352,佳世達,1945000,0,24104000,23.5
20260102,2353,宏碁,9131000,3392000,225881000,26.4
20260102,2354,鴻準,961000,400000,42329000,61.5
20260102,2355,敬鵬,661000,0,16860000,32
20260102,2356,英業達,471000,327000,217206000,44.55
20260102,2357,華碩,337000,268000,35113000,555
20260102,2359,所羅門,1000,8000,12758000,129
20260102,2360,致茂,0,139000,10954000,796
20260102,2362,藍天,30000,46000,6068000,38.75
20260102,2363,矽統,89000,235000,46181000,46.7
20260102,2364,倫飛,0,0,596000,67.7
20260102,2365,昆盈,11000,110000,13566000,35.15
20260102,2367,燿華,1149000,373000,62898000,28.15
20260102,2368,金像電,319000,232000,19483000,643
20260102,2369,菱生,64000,151000,16812000,23.4
20260102,2371,大同,2501000,1395000,48576000,30.7
20260102,2373,震旦行,0,0,104000,56
20260102,2374,佳能,217000,341000,26595000,79.2
20260102,2375,凱美,76000,200000,6659000,96.4
20260102,2376,技嘉,886000,1050000,40749000,259
20260102,2377,微星,4000,656000,31389000,95.8
20260102,2379,瑞昱,622000,86000,34033000,487.5
20260102,2382,廣達,916000,1327000,145881000,277
20260102,2383,台光電,558000,148000,13930000,1590
20260102,2385,群光,1099000,76000,21287000,116.5
20260102,2387,精元,40000,0,3086000,38.5
20260102,2388,威盛,533000,44000,19920000,51.5
20260102,2390,云辰,0,15000,1605000,9.8
20260102,2392,正崴,464000,1000,23695000,37
20260102,2393,億光,177000,1231000,14930000,55.1
20260102,2395,研華,7000,15000,10543000,286.5
20260102,2397,友通,0,16000,1765000,61
20260102,2399,映泰,59000,0,12262000,27.3
20260102,2401,凌陽,34000,0,21209000,20.2
20260102,2402,毅嘉,348000,562000,14215000,63.5
20260102,2404,漢唐,349000,87000,9786000,960
20260102,2405,輔信,1000,366000,7089000,18
20260102,2406,國碩,248000,0,20323000,24.85
20260102,2408,南亞科,27001000,875000,94154000,207
20260102,2409,友達,10189000,2303000,273001000,12.6
20260102,2412,中華電,124000,174000,100585000,132
20260102,2413,環科,0,137000,2040000,46.1
20260102,2414,精技,0,1000,866000,40.65
20260102,2415,錩新,0,0,308000,25.7
20260102,2417,圓剛,193000,70000,3425000,38.85
20260102,2419,仲琦,59000,179000,5981000,24.25
20260102,2420,新巨,0,0,875000,51.1
20260102,2421,建準,766000,374000,19224000,158.5
20260102,2423,固緯,0,0,791000,55.4
20260102,2425,承啟,6000,0,2663000,31.7
20260102,2426,鼎元,212000,3000,3823000,17.25
20260102,2427,三商電,13000,0,5890000,26.45
20260102,2428,興勤,2000,6000,4437000,181
20260102,2429,銘旺科,0,0,235000,79.5
20260102,2430,燦坤,0,0,235000,22.85
20260102,2431,聯昌,0,45000,3401000,11.45
20260102,2432,倚天酷碁-創,0,0,52000,25.8
20260102,2433,互盛電,0,0,113000,47.5
20260102,2434,統懋,3000,0,43000,32.3
20260102,2436,偉詮電,47000,20000,10711000,47.9
20260102,2439,美律,29000,0,12970000,95.8
20260102,2441,超豐,862000,2000,21806000,90.2
20260102,2442,新美齊,0,0,7757000,25.1
20260102,2449,京元電子,1699000,1516000,37176000,267.5
20260102,2450,神腦,0,0,466000,28.85
20260102,2451,創見,1407000,436000,12360000,203
20260102,2453,凌群,33000,31000,2622000,53.7
20260102,2454,聯發科,574000,10920000,18451000,1470
20260102,2455,全新,116000,76000,11431000,150.5
20260102,2457,飛宏,47000,77000,25284000,28.8
20260102,2458,義隆,174000,229000,21912000,117.5
20260102,2459,敦吉,0,0,357000,66.2
20260102,2460,建通,0,0,57000,22.1
20260102,2461,光群雷,7000,0,1213000,15.4
20260102,2462,良得電,0,0,1208000,24.1
20260102,2464,盟立,28000,320000,14191000,63.5
20260102,2466,冠西電,0,0,422000,66.5
20260102,2467,志聖,857000,321000,4316000,270
20260102,2468,華經,6000,0,2224000,41.35
20260102,2471,資通,0,1000,1352000,50.2
20260102,2472,立隆電,10000,8000,5065000,117.5
20260102,2474,可成,300000,971000,44100000,205.5
20260102,2476,鉅祥,81000,93000,7983000,91
20260102,2477,美隆電,0,0,758000,23.75
20260102,2478,大毅,43000,65000,6054000,61.8
20260102,2480,敦陽科,2000,42000,2484000,152.5
20260102,2481,強茂,448000,513000,37748000,79.9
20260102,2482,連宇,0,0,996000,17.25
20260102,2483,百容,0,0,292000,18.85
20260102,2484,希華,1000,16000,2132000,20.45
20260102,2485,兆赫,26000,157000,13050000,25.55
20260102,2486,一詮,238000,100000,24512000,96.1
20260102,2488,漢平,0,0,1316000,46.1
20260102,2489,瑞軒,7000,109000,9086000,15.4
20260102,2491,吉祥全,5000,0,233000,19.4
20260102,2492,華新科,235000,46000,22187000,124.5
20260102,2493,揚博,56000,245000,6327000,124.5
20260102,2495,普安,33000,22000,15423000,32.65
20260102,2496,卓越,0,0,71000,68.2
20260102,2497,怡利電,148000,9000,1487000,54.8
20260102,2498,宏達電,24000,1640000,87365000,49.25
20260102,2501,國建,1000,5000,7121000,23.3
20260102,2504,國產,271000,1316000,19492000,37.8
20260102,2505,國揚,0,0,1457000,20
20260102,2506,太設,0,0,1315000,9.28
20260102,2509,全坤建,0,0,802000,16.35
20260102,2511,太子,0,120000,5215000,8.12
20260102,2514,龍邦,0,0,623000,15.1
20260102,2515,中工,184000,1335000,77438000,12.9
20260102,2520,冠德,248000,3897000,26937000,32.65
20260102,2524,京城,0,8000,2226000,42.25
20260102,2527,宏璟,0,0,960000,29.25
20260102,2528,皇普,152000,190000,3900000,30.1
20260102,2530,華建,744000,518000,9980000,27.8
20260102,2534,宏盛,0,41000,7165000,20.8
20260102,2535,達欣工,0,0,2679000,62.6
20260102,2536,宏普,0,0,1530000,25.85
20260102,2537,聯上發,19000,183000,7697000,11.6
20260102,2538,基泰,0,5000,2910000,11.2
20260102,2539,櫻花建,161000,0,12718000,48
20260102,2540,愛山林,7000,37000,17073000,50
20260102,2542,興富發,185000,1979000,77187000,39.25
20260102,2543,皇昌,85000,411000,21265000,60.5
20260102,2545,皇翔,6000,74000,6813000,39
20260102,2546,根基,0,0,496000,86
20260102,2547,日勝生,3000,141000,10657000,10.75
20260102,2548,華固,5000,81000,5547000,115
20260102,2596,綠意,1000,0,215000,38.8
20260102,2597,潤弘,212000,43000,3519000,167.5
20260102,2601,益航,0,0,1200000,5.38
20260102,2603,長榮,1534000,344000,147884000,193
20260102,2605,新興,735000,688000,17548000,25.9
20260102,2606,裕民,270000,507000,24546000,60.4
20260102,2607,榮運,39000,442000,4979000,56.6
20260102,2608,嘉里大榮,35000,35000,1341000,33.1
20260102,2609,陽明,2348000,16023000,200580000,56
20260102,2610,華航,2060000,8292000,167430000,20.25
20260102,2611,志信,0,24000,2311000,14.7
20260102,2612,中航,0,26000,6099000,59.2
20260102,2613,中櫃,9000,9000,2373000,24.05
20260102,2614,東森,0,30000,4781000,22.25
20260102,2615,萬海,290000,848000,63143000,79.6
20260102,2616,山隆,0,0,279000,13.3
20260102,2617,台航,5000,0,4614000,30.1
20260102,2618,長榮航,560000,2251000,165032000,36.5
20260102,2630,亞航,56000,64000,2938000,51.8
20260102,2633,台灣高鐵,217000,1011000,29915000,28
20260102,2634,漢翔,133000,122000,32850000,51.1
20260102,2636,台驊控股,1000,93000,3185000,67.1
20260102,2637,慧洋-KY,456000,1630000,24079000,67.8
20260102,2640,大車隊,3000,0,61000,135.5
20260102,2641,正德,1121000,350000,16084000,20.05
20260102,2642,宅配通,0,0,520000,26.15
20260102,2643,捷迅,0,0,89000,74
20260102,2645,長榮航太,96000,580000,5578000,143.5
20260102,2646,星宇航空,7000,2626000,87721000,23.5
20260102,2701,萬企,0,0,134000,11
20260102,2702,華園,0,0,213000,11.95
20260102,2704,國賓,22000,0,994000,42.85
20260102,2705,六福,0,0,578000,16.55
20260102,2706,第一店,0,0,337000,12.85
20260102,2707,晶華,16000,5000,1045000,189.5
20260102,2718,全心投控,2000,0,160000,51.5
20260102,2719,燦星旅,0,0,49000,30.2
20260102,2722,夏都,0,0,228000,26.1
20260102,2723,美食-KY,6000,30000,2848000,69.8
20260102,2726,雅茗-KY,0,0,36000,13.25
20260102,2727,王品,3000,0,1796000,218
20260102,2729,瓦城,0,0,136000,176
20260102,2731,雄獅,1000,0,9054000,167
20260102,2732,六角,0,0,498000,69.6
20260102,2734,易飛網,0,13000,618000,18.55
20260102,2736,富野,0,0,474000,14.55
20260102,2739,寒舍,0,0,469000,36.15
20260102,2743,山富,2000,14000,1150000,81.6
20260102,2745,五福,3000,0,616000,108
20260102,2748,雲品,1000,0,706000,43.1
20260102,2751,王座,0,0,4000,61.9
20260102,2753,八方雲集,2000,0,942000,190
20260102,2754,亞洲藏壽司,0,0,124000,85
20260102,2755,揚秦,0,0,238000,117
20260102,2756,聯發國際,0,0,83000,82.2
20260102,2762,世界健身-KY,0,0,205000,76.5
20260102,2801,彰銀,220000,446000,141152000,20.4
20260102,2812,台中銀,1000,4245000,43635000,20.9
20260102,2816,旺旺保,0,2000,781000,28.75
20260102,2820,華票,0,0,6202000,16.85
20260102,2832,台產,0,0,1844000,50.3
20260102,2834,臺企銀,102000,2601000,140162000,16.05
20260102,2836,高雄銀,0,0,7066000,12.2
20260102,2838,聯邦銀,36000,205000,17208000,19.55
20260102,2845,遠東銀,3000,13000,33344000,12.85
20260102,2849,安泰銀,0,0,506000,13.45
20260102,2850,新產,0,0,2674000,116.5
20260102,2851,中再保,0,42000,11079000,26.25
20260102,2852,第一保,0,0,1399000,27.8
20260102,2855,統一證,1000,633000,9534000,23.8
20260102,2867,三商壽,9156000,0,9156000,8.01
20260102,2880,華南金,5134000,1302000,97754000,31.5
20260102,2881,富邦金,5656000,2763000,248324000,95.6
20260102,2882,國泰金,14536000,16838000,310955000,75.2
20260102,2883,凱基金,11795000,395000,224119000,17.2
20260102,2884,玉山金,51119000,8242000,432832000,34.1
20260102,2885,元大金,3158000,832000,182195000,39.65
20260102,2886,兆豐金,13669000,12880000,164706000,40.3
20260102,2887,台新新光金,1635000,10763000,505216000,20.4
20260102,2889,國票金,1260000,2052000,54743000,16.1
20260102,2890,永豐金,0,1383000,289087000,28.8
20260102,2891,中信金,2743000,417000,165865000,50.8
20260102,2892,第一金,6216000,3864000,113290000,29.55
20260102,2897,王道銀行,116000,0,31859000,9.12
20260102,2901,欣欣,0,0,48000,24.2
20260102,2903,遠百,1190000,373000,16244000,21.75
20260102,2904,匯僑,0,0,43000,17.05
20260102,2905,三商,0,96000,8622000,15.75
20260102,2906,高林,0,0,1025000,12.75
20260102,2908,特力,0,0,1853000,20.3
20260102,2910,統領,0,0,38000,20.65
20260102,2912,統一超,187000,793000,24802000,221.5
20260102,2913,農林,38000,103000,9053000,13.25
20260102,2915,潤泰全,34000,300000,35868000,54.6
20260102,2916,滿心,0,0,59000,49.1
20260102,2924,宏太-KY,0,0,7000,20.3
20260102,2926,誠品生活,0,0,25000,39.15
20260102,2929,淘帝-KY,0,0,1379000,7.82
20260102,2939,永邑-KY,1000,0,49000,23.35
20260102,3002,歐格,4000,0,944000,25.15
20260102,3003,健和興,4000,19000,2943000,47.7
20260102,3004,豐達科,31000,0,1960000,110
20260102,3005,神基,662000,597000,22040000,117.5
20260102,3006,晶豪科,19000,1349000,11791000,129.5
20260102,3008,大立光,300000,44000,5416000,2585
20260102,3010,華立,5000,520000,6203000,106.5
20260102,3011,今皓,32000,0,3243000,14.7
20260102,3013,晟銘電,0,165000,13223000,130
20260102,3014,聯陽,4000,9000,4120000,114.5
20260102,3015,全漢,40000,12000,4517000,53.9
20260102,3016,嘉晶,23000,26000,7747000,54.9
20260102,3017,奇鋐,205000,92000,12018000,1455
20260102,3019,亞光,59000,313000,23657000,143.5
20260102,3021,鴻名,0,0,360000,17.85
20260102,3022,威強電,95000,15000,4531000,65.1
20260102,3023,信邦,44000,52000,9417000,189
20260102,3024,憶聲,0,9000,4010000,11.4
20260102,3025,星通,15000,7000,2601000,64.9
20260102,3026,禾伸堂,0,232000,4505000,106
20260102,3027,盛達,0,4000,1360000,22.65
20260102,3028,增你強,109000,127000,5794000,38.1
20260102,3029,零壹,369000,225000,8853000,114.5
20260102,3030,德律,8000,1489000,7678000,192.5
20260102,3031,佰鴻,0,2000,1868000,19.8
20260102,3032,偉訓,13000,65000,3755000,77.9
20260102,3033,威健,672000,63000,29780000,31.3
20260102,3034,聯詠,45000,891000,54248000,367
20260102,3035,智原,80000,569000,27653000,170.5
20260102,3036,文曄,287000,2756000,88555000,140.5
20260102,3037,欣興,1053000,835000,58152000,219
20260102,3038,全台,0,44000,1276000,23.6
20260102,3040,遠見,12000,70000,2344000,52.6
20260102,3041,揚智,24000,182000,4439000,26.2
20260102,3042,晶技,9000,1177000,15048000,80.2
20260102,3043,科風,0,0,560000,22
20260102,3044,健鼎,0,11000,28676000,312.5
20260102,3045,台灣大,1075000,1861000,86659000,108
20260102,3046,建碁,0,0,545000,52.8
20260102,3047,訊舟,118000,557000,14044000,18.15
20260102,3048,益登,52000,94000,11549000,45.7
20260102,3050,鈺德,7000,0,2479000,13.2
20260102,3051,力特,0,4000,2048000,18.55
20260102,3052,夆典,0,0,2462000,12.05
20260102,3054,立萬利,0,0,28000,31.9
20260102,3055,蔚華科,8000,20000,3018000,78.5
20260102,3056,富華新,93000,88000,38657000,17.85
20260102,3059,華晶科,108000,0,16462000,41.05
