日期,代號,名稱,借券賣出,借券還券,當日餘額,參考價
20260302,1584,精剛,134000,104000,13126000,23.35
20260302,1586,和勤,0,0,1302000,24.45
20260302,1587,吉茂,1000,240000,2959000,43.45
20260302,1589,永冠-KY,0,418000,4227000,11.2
20260302,1590,亞德客-KY,23000,3000,2258000,1245
20260302,1591,駿吉-KY,2000,3000,908000,48.75
20260302,1593,祺驊,1000,0,64000,32.95
20260302,1595,川寶,1000,0,548000,41.35
20260302,1597,直得,40000,0,1678000,81.2
20260302,1598,岱宇,14000,0,2142000,18.85
20260302,1599,宏佳騰,0,0,130000,27.75
20260302,1603,華電,4000,29000,2532000,38.45
20260302,1604,聲寶,18000,31000,1758000,24.4
20260302,1605,華新,311000,1577000,170315000,36.55
20260302,1608,華榮,0,1280000,12246000,36.25
20260302,1609,大亞,16000,1230000,27950000,41.1
20260302,1611,中電,5000,36000,2915000,13.2
20260302,1612,宏泰,8000,64000,9490000,36
20260302,1614,三洋電,2000,0,379000,34.7
20260302,1615,大山,2000,14000,463000,48.6
20260302,1616,億泰,19000,68000,3285000,28.9
20260302,1617,榮星,0,19000,670000,15.75
20260302,1618,合機,2000,53000,4709000,46.25
20260302,1626,艾美特-KY,0,0,293000,11.05
20260302,1702,南僑,34000,198000,7938000,38
20260302,1707,葡萄王,4000,1000,1126000,123
20260302,1708,東鹼,570000,605000,4978000,37.35
20260302,1709,和益,0,0,1561000,17.15
20260302,1710,東聯,198000,322000,10992000,12.75
20260302,1711,永光,1051000,1958000,29306000,27.2
20260302,1712,興農,0,16000,4683000,46.4
20260302,1713,國化,37000,0,2194000,48
20260302,1714,和桐,2000,54000,5506000,9.83
20260302,1717,長興,4706000,3152000,41778000,67.8
20260302,1718,中纖,342000,594000,9499000,7.1
20260302,1720,生達,14000,0,1171000,65.4
20260302,1721,三晃,0,0,39000,17.8
20260302,1722,台肥,48000,317000,15867000,47.3
20260302,1723,中碳,104000,41000,13444000,71.3
20260302,1725,元禎,4000,0,145000,30.3
20260302,1726,永記,0,0,79000,77.5
20260302,1727,中華化,47000,242000,2892000,48.65
20260302,1730,花仙子,1000,0,75000,53.5
20260302,1731,美吾華,0,0,332000,22.15
20260302,1732,毛寶,0,0,952000,27.6
20260302,1733,五鼎,2000,41000,1368000,30.05
20260302,1734,杏輝,0,0,991000,30.65
20260302,1735,日勝化,26000,0,615000,20.7
20260302,1736,喬山,66000,31000,5362000,133
20260302,1737,臺鹽,0,5000,630000,31.7
20260302,1742,台蠟,0,2000,37000,17.1
20260302,1752,南光,0,0,335000,37.3
20260302,1760,寶齡富錦,2000,0,585000,61.7
20260302,1762,中化生,0,5000,226000,27.1
20260302,1773,勝一,1000,186000,4844000,155
20260302,1776,展宇,0,0,75000,15.2
20260302,1777,生泰,0,0,153000,72.2
20260302,1781,合世,0,0,159000,12.6
20260302,1783,和康生,1000,0,317000,44.05
20260302,1784,訊聯,1000,134000,1137000,104
20260302,1785,光洋科,826000,213000,10261000,62.6
20260302,1786,科妍,9000,44000,4382000,72.6
20260302,1788,杏昌,0,0,51000,137
20260302,1789,神隆,120000,0,6660000,21.7
20260302,1795,美時,198000,499000,6215000,279
20260302,1796,金穎生技,0,0,72000,43.15
20260302,1802,台玻,1475000,7700000,34969000,67.2
20260302,1805,寶徠,0,0,186000,11.6
20260302,1806,冠軍,0,8000,3379000,8.93
20260302,1808,潤隆,92000,0,17150000,30.45
20260302,1809,中釉,28000,67000,3951000,27.1
20260302,1810,和成,113000,173000,9894000,19.15
20260302,1813,寶利徠,0,0,75000,13.35
20260302,1815,富喬,876000,4166000,41249000,107.5
20260302,1817,凱撒衛,0,0,245000,39.15
20260302,1903,士紙,1000,5000,1857000,53.5
20260302,1904,正隆,12000,59000,6743000,18.3
20260302,1905,華紙,746000,0,21922000,12.2
20260302,1906,寶隆,0,0,247000,11.85
20260302,1907,永豐餘,166000,49000,14134000,25.65
20260302,1909,榮成,40000,0,7712000,9.86
20260302,2002,中鋼,12878000,39804000,568891000,20.25
20260302,2006,東和鋼鐵,58000,667000,9819000,77.5
20260302,2007,燁興,0,0,3000,8.45
20260302,2008,高興昌,0,0,75000,29.8
20260302,2009,第一銅,215000,191000,9324000,46.5
20260302,2010,春源,0,0,6635000,22.85
20260302,2012,春雨,0,0,277000,17.4
20260302,2013,中鋼構,0,0,437000,43.15
20260302,2014,中鴻,122000,11000,70560000,18.05
20260302,2015,豐興,121000,4000,5057000,68.4
20260302,2017,官田鋼,109000,146000,3800000,10
20260302,2020,美亞,14000,29000,988000,24.55
20260302,2023,燁輝,1146000,0,34931000,14.7
20260302,2024,志聯,0,0,34000,16.45
20260302,2027,大成鋼,3071000,156000,90744000,36.85
20260302,2028,威致,2000,9000,682000,19.05
20260302,2029,盛餘,5000,0,1032000,22
20260302,2030,彰源,4000,318000,3529000,16.15
20260302,2031,新光鋼,3000,140000,4186000,39
20260302,2032,新鋼,40000,0,1368000,16.15
20260302,2033,佳大,3000,0,182000,16.75
20260302,2034,允強,132000,0,21281000,20.5
20260302,2038,海光,40000,53000,3415000,15.1
20260302,2049,上銀,107000,250000,18267000,253
20260302,2059,川湖,287000,23000,2248000,3420
20260302,2061,風青,5000,0,517000,18.15
20260302,2062,橋椿,1000,40000,1589000,21.8
20260302,2063,世鎧,0,0,67000,27.3
20260302,2064,晉椿,0,0,36000,12.2
20260302,2065,世豐,0,0,182000,30.65
20260302,2066,世德,0,1000,243000,54
20260302,2069,運錩,32000,15000,742000,18.85
20260302,2070,精湛,0,0,268000,41.4
20260302,2101,南港,68000,133000,19563000,35.5
20260302,2102,泰豐,9000,23000,4717000,21.05
20260302,2103,台橡,1066000,51000,9195000,18.9
20260302,2104,國際中橡,932000,1947000,10375000,12.3
20260302,2105,正新,542000,15707000,138785000,30.35
20260302,2106,建大,71000,3000,7058000,20
20260302,2107,厚生,0,6000,938000,25.65
20260302,2108,南帝,326000,4000,2714000,26.25
20260302,2109,華豐,0,0,1109000,15.15
20260302,2114,鑫永銓,0,0,66000,89.7
20260302,2115,六暉-KY,0,0,293000,24.35
20260302,2201,裕隆,708000,610000,50600000,30.3
20260302,2204,中華,4000,56000,10165000,59.7
20260302,2206,三陽工業,12000,89000,15724000,60.8
20260302,2207,和泰車,43000,194000,10754000,575
20260302,2211,長榮鋼,37000,16000,5854000,103.5
20260302,2221,大甲,0,0,74000,31.65
20260302,2228,劍麟,22000,8000,5081000,95.3
20260302,2230,泰茂,0,3000,3039000,37.8
20260302,2231,為升,3000,0,5350000,92.4
20260302,2233,宇隆,0,0,2826000,235.5
20260302,2235,謚源,0,0,24000,35.85
20260302,2236,百達-KY,2000,0,661000,113.5
20260302,2239,英利-KY,1000,0,788000,26.55
20260302,2241,艾姆勒,0,0,1488000,30.2
20260302,2247,汎德永業,23000,1000,1574000,265
20260302,2248,華勝-KY,0,0,57000,49.8
20260302,2250,IKKA-KY,0,0,765000,70
20260302,2254,巨鎧精密-創,0,0,16000,69.1
20260302,2301,光寶科,3060000,8113000,46407000,169
20260302,2302,麗正,0,0,2119000,18.65
20260302,2303,聯電,20335000,17301000,561691000,64.5
20260302,2305,全友,0,0,2470000,13.45
20260302,2308,台達電,100000,504000,94157000,1425
20260302,2312,金寶,2015000,6611000,61120000,25.05
20260302,2313,華通,1310000,785000,34320000,224.5
20260302,2316,楠梓電,247000,95000,5834000,106.5
20260302,2317,鴻海,28618000,4146000,182387000,239
20260302,2323,中環,144000,248000,21701000,11.2
20260302,2324,仁寶,20295000,1075000,491718000,31.4
20260302,2327,國巨*,14077000,707000,53943000,292
20260302,2328,廣宇,322000,292000,46395000,51.4
20260302,2329,華泰,874000,1448000,28409000,57
20260302,2330,台積電,2259000,16658000,307838000,1975
20260302,2331,精英,434000,99000,19849000,26.95
20260302,2332,友訊,70000,0,15029000,16
20260302,2337,旺宏,569000,5799000,82520000,116
20260302,2338,光罩,17000,211000,10418000,54.1
20260302,2340,台亞,188000,97000,26017000,26.9
20260302,2342,茂矽,88000,6000,4889000,32.8
20260302,2344,華邦電,5672000,287000,174996000,124.5
20260302,2345,智邦,510000,234000,9474000,1415
20260302,2347,聯強,1000,440000,68525000,70.3
20260302,2348,海悅,10000,12000,3805000,72.8
20260302,2351,順德,27000,5000,5754000,85.3
20260302,2352,佳世達,289000,1208000,26264000,25.35
20260302,2353,宏碁,388000,545000,326359000,27.1
20260302,2354,鴻準,75000,1233000,45605000,58.9
20260302,2355,敬鵬,555000,1380000,11901000,42.9
20260302,2356,英業達,1308000,5282000,234704000,44.75
20260302,2357,華碩,469000,883000,50275000,530
20260302,2359,所羅門,79000,29000,10888000,131.5
20260302,2360,致茂,138000,870000,10538000,1515
20260302,2362,藍天,26000,311000,5854000,39
20260302,2363,矽統,261000,1244000,43634000,53.8
20260302,2364,倫飛,1000,57000,689000,63.1
20260302,2365,昆盈,43000,28000,13423000,36.7
20260302,2367,燿華,936000,1407000,62051000,70.9
20260302,2368,金像電,400000,271000,13833000,787
20260302,2369,菱生,355000,564000,18815000,28.8
20260302,2371,大同,3202000,248000,58414000,37
20260302,2373,震旦行,0,0,107000,56.5
20260302,2374,佳能,305000,29000,20537000,79
20260302,2375,凱美,10000,87000,3466000,92.6
20260302,2376,技嘉,1485000,617000,68352000,236.5
20260302,2377,微星,1068000,1638000,45929000,98.6
20260302,2379,瑞昱,804000,21000,44944000,477.5
20260302,2382,廣達,3587000,130000,134936000,301
20260302,2383,台光電,239000,273000,10853000,2380
20260302,2385,群光,40000,504000,30284000,126
20260302,2387,精元,70000,0,2967000,43.4
20260302,2388,威盛,81000,43000,22850000,49.6
20260302,2390,云辰,4000,7000,1288000,10.2
20260302,2392,正崴,14000,63000,21266000,38.95
20260302,2393,億光,1000,256000,8278000,58.5
20260302,2395,研華,1241000,511000,19560000,336.5
20260302,2397,友通,1000,1000,1290000,60.9
20260302,2399,映泰,223000,351000,10558000,23.2
20260302,2401,凌陽,34000,610000,18753000,22.8
20260302,2402,毅嘉,754000,839000,11777000,61
20260302,2404,漢唐,232000,374000,6566000,1075
20260302,2405,輔信,425000,142000,9243000,16
20260302,2406,國碩,93000,1060000,14487000,36.35
20260302,2408,南亞科,2107000,3401000,109643000,285
20260302,2409,友達,15955000,3817000,778999000,16.85
20260302,2412,中華電,1025000,1792000,86735000,138
20260302,2413,環科,120000,118000,1873000,56
20260302,2414,精技,0,0,688000,42.2
20260302,2415,錩新,0,2000,348000,27.15
20260302,2417,圓剛,54000,148000,3782000,36.4
20260302,2419,仲琦,73000,92000,7310000,31.2
20260302,2420,新巨,0,0,1032000,52.3
20260302,2421,建準,531000,261000,5368000,154.5
20260302,2423,固緯,0,0,794000,48.9
20260302,2425,承啟,0,0,1764000,28
20260302,2426,鼎元,0,6000,5806000,19.8
20260302,2427,三商電,25000,266000,4384000,26.45
20260302,2428,興勤,11000,455000,2871000,187.5
20260302,2430,燦坤,0,0,235000,23
20260302,2431,聯昌,9000,0,3315000,16.6
20260302,2432,倚天酷碁-創,1000,0,52000,23.85
20260302,2433,互盛電,0,0,109000,47.05
20260302,2434,統懋,0,0,70000,29.8
20260302,2436,偉詮電,1160000,396000,11381000,59.8
20260302,2439,美律,577000,554000,10134000,91.2
20260302,2441,超豐,370000,2519000,17780000,93.9
20260302,2442,新美齊,259000,80000,8953000,19.45
20260302,2449,京元電子,911000,2362000,32971000,316
20260302,2450,神腦,1000,0,474000,30.35
20260302,2451,創見,37000,1679000,10993000,218.5
20260302,2453,凌群,12000,0,3152000,53
20260302,2454,聯發科,2866000,152000,30615000,1900
20260302,2455,全新,84000,319000,13012000,239
20260302,2457,飛宏,283000,422000,22818000,30.85
20260302,2458,義隆,153000,187000,21336000,122
20260302,2459,敦吉,0,0,336000,67.3
20260302,2461,光群雷,0,0,1544000,16.55
20260302,2462,良得電,2000,17000,1372000,25.25
20260302,2464,盟立,48000,6000,14287000,74.3
20260302,2466,冠西電,0,0,11000,50.3
20260302,2467,志聖,76000,145000,2444000,353
20260302,2468,華經,0,0,1683000,35.3
20260302,2471,資通,2000,40000,551000,50.5
20260302,2472,立隆電,32000,337000,4322000,119
20260302,2474,可成,731000,207000,47585000,190.5
20260302,2476,鉅祥,7000,146000,7003000,83.7
20260302,2477,美隆電,104000,101000,764000,24
20260302,2478,大毅,31000,456000,3015000,72
20260302,2480,敦陽科,30000,399000,2709000,147.5
20260302,2481,強茂,210000,62000,17775000,94.6
20260302,2482,連宇,0,0,938000,17.75
20260302,2483,百容,0,0,296000,23.7
20260302,2484,希華,19000,30000,5917000,30.2
20260302,2485,兆赫,292000,0,13215000,49.5
20260302,2486,一詮,2059000,16000,8372000,136.5
20260302,2488,漢平,0,5000,719000,47.75
20260302,2489,瑞軒,916000,537000,6941000,43.55
20260302,2491,吉祥全,0,0,295000,18
20260302,2492,華新科,21000,1421000,10047000,148
20260302,2493,揚博,281000,21000,4986000,113.5
20260302,2495,普安,71000,619000,12822000,31.55
20260302,2496,卓越,0,0,75000,69.1
20260302,2497,怡利電,11000,0,1173000,45.35
20260302,2498,宏達電,284000,965000,85588000,44.65
20260302,2501,國建,56000,36000,8767000,23.4
20260302,2504,國產,19000,124000,9215000,39.65
20260302,2505,國揚,11000,0,1657000,19.15
20260302,2506,太設,2000,0,1293000,9.05
20260302,2509,全坤建,0,0,947000,14.7
20260302,2511,太子,0,0,5235000,8.26
20260302,2514,龍邦,0,0,514000,14.85
20260302,2515,中工,950000,2264000,68123000,17.15
20260302,2520,冠德,255000,236000,17155000,32.05
20260302,2524,京城,0,0,2191000,42.9
20260302,2527,宏璟,5000,7000,1163000,32.1
20260302,2528,皇普,64000,239000,5569000,28.95
20260302,2530,華建,19000,0,16274000,27.45
20260302,2534,宏盛,3000,0,7620000,20.1
20260302,2535,達欣工,1000,0,2543000,73.8
20260302,2536,宏普,6000,18000,1714000,23.9
20260302,2537,聯上發,11000,30000,6994000,10.45
20260302,2538,基泰,0,0,2261000,10.7
20260302,2539,櫻花建,34000,38000,14133000,50
20260302,2540,愛山林,45000,162000,18889000,47.8
20260302,2542,興富發,1051000,313000,69333000,37.55
20260302,2543,皇昌,43000,73000,22014000,67.5
20260302,2545,皇翔,3000,34000,7346000,37.4
20260302,2546,根基,6000,0,544000,90
20260302,2547,日勝生,0,0,8069000,11
20260302,2548,華固,34000,265000,6396000,114.5
20260302,2596,綠意,0,0,236000,33.15
20260302,2597,潤弘,0,4000,3080000,173.5
20260302,2603,長榮,1557000,1682000,123475000,210
20260302,2605,新興,230000,315000,13657000,37.1
20260302,2606,裕民,4550000,978000,16838000,67.7
20260302,2607,榮運,71000,25000,3515000,57
20260302,2608,嘉里大榮,0,0,4091000,31.85
20260302,2609,陽明,6941000,2195000,147686000,60
20260302,2610,華航,7595000,4835000,142386000,19.85
20260302,2611,志信,2000,0,2374000,15.3
20260302,2612,中航,306000,92000,3755000,65.5
20260302,2613,中櫃,0,29000,1450000,25.25
20260302,2614,東森,8000,98000,3967000,20.25
20260302,2615,萬海,2050000,3045000,78728000,79.9
20260302,2616,山隆,0,0,282000,14.95
20260302,2617,台航,64000,0,4461000,31.1
20260302,2618,長榮航,7505000,872000,65866000,36.3
20260302,2630,亞航,246000,9000,2646000,52.5
20260302,2633,台灣高鐵,2101000,100000,65769000,27.25
20260302,2634,漢翔,656000,1035000,23898000,54.6
20260302,2636,台驊控股,75000,56000,3164000,66.4
20260302,2637,慧洋-KY,224000,360000,19758000,73.8
20260302,2640,大車隊,0,3000,102000,123
20260302,2641,正德,508000,346000,17531000,20.2
20260302,2642,宅配通,3000,13000,450000,24.85
20260302,2643,捷迅,0,0,91000,72.8
20260302,2645,長榮航太,202000,603000,7573000,175.5
20260302,2646,星宇航空,411000,1535000,98823000,22.75
20260302,2701,萬企,0,0,138000,11.1
20260302,2702,華園,1000,0,212000,11.9
20260302,2704,國賓,15000,0,1761000,43.8
20260302,2705,六福,0,0,468000,16.2
20260302,2706,第一店,0,0,339000,12.95
20260302,2707,晶華,17000,5000,1080000,187.5
20260302,2718,全心投控,0,0,168000,50.3
20260302,2719,燦星旅,0,0,35000,27.5
20260302,2722,夏都,0,0,240000,25.1
20260302,2723,美食-KY,17000,40000,2989000,70.8
20260302,2726,雅茗-KY,1000,0,67000,10.6
20260302,2727,王品,29000,3000,1529000,219.5
20260302,2729,瓦城,0,0,126000,169.5
20260302,2731,雄獅,75000,24000,8332000,172
20260302,2732,六角,0,0,423000,65.3
20260302,2734,易飛網,0,0,618000,16.8
20260302,2736,富野,0,0,477000,13.55
20260302,2739,寒舍,0,0,414000,33.35
20260302,2743,山富,4000,0,1121000,75.5
20260302,2745,五福,3000,6000,535000,105.5
20260302,2748,雲品,2000,3000,750000,41.35
20260302,2751,王座,0,0,18000,56.2
20260302,2753,八方雲集,0,163000,802000,184
20260302,2754,亞洲藏壽司,0,0,124000,75.8
20260302,2755,揚秦,2000,0,251000,136
20260302,2756,聯發國際,0,0,83000,79.1
20260302,2762,世界健身-KY,0,0,179000,78.5
20260302,2801,彰銀,995000,12090000,101962000,20.9
20260302,2812,台中銀,3151000,985000,62616000,20.85
20260302,2816,旺旺保,3000,3000,600000,31.15
20260302,2820,華票,0,78000,4790000,17.25
20260302,2832,台產,0,0,1907000,49.95
20260302,2834,臺企銀,1226000,2584000,62958000,15.95
20260302,2836,高雄銀,97000,0,7105000,12.7
20260302,2838,聯邦銀,264000,1335000,17094000,20.05
20260302,2845,遠東銀,500000,1220000,54422000,12.7
20260302,2849,安泰銀,6000,0,497000,13.95
20260302,2850,新產,0,0,1978000,118
20260302,2851,中再保,48000,0,7825000,27.45
20260302,2852,第一保,0,36000,1762000,27.4
20260302,2855,統一證,182000,14000,9843000,30.95
20260302,2867,三商壽,0,0,23424000,8.22
20260302,2880,華南金,7294000,65000,87325000,36.7
20260302,2881,富邦金,11735000,7563000,216240000,93
20260302,2882,國泰金,2734000,5571000,195446000,77.9
20260302,2883,凱基金,797000,8542000,177252000,21.15
20260302,2884,玉山金,4931000,18363000,507357000,34.9
20260302,2885,元大金,6513000,0,177850000,47.25
20260302,2886,兆豐金,4297000,6579000,138508000,40.2
20260302,2887,台新新光金,13885000,976000,472133000,24.85
20260302,2889,國票金,487000,280000,50967000,16.7
20260302,2890,永豐金,3578000,1552000,249003000,32.85
20260302,2891,中信金,10905000,0,122375000,53.8
20260302,2892,第一金,7684000,852000,147940000,29.6
20260302,2897,王道銀行,192000,652000,40818000,9.84
20260302,2901,欣欣,0,0,44000,24.05
20260302,2903,遠百,161000,159000,15215000,22.85
20260302,2904,匯僑,1000,0,57000,17.3
20260302,2905,三商,1000,0,5841000,16.2
20260302,2906,高林,0,0,1045000,12.6
20260302,2908,特力,2000,1000,1632000,20.7
20260302,2910,統領,0,0,38000,23.2
20260302,2912,統一超,1085000,950000,22072000,221.5
20260302,2913,農林,7000,108000,10641000,13.1
20260302,2915,潤泰全,19000,67000,34714000,54
20260302,2916,滿心,0,0,64000,47.3
20260302,2926,誠品生活,0,0,25000,37.75
20260302,2929,淘帝-KY,4000,6000,1276000,7.38
20260302,2939,永邑-KY,0,0,79000,24
20260302,3002,歐格,0,0,875000,22.1
20260302,3003,健和興,7000,150000,2166000,51.4
20260302,3004,豐達科,0,69000,1932000,111
20260302,3005,神基,492000,419000,17159000,124
20260302,3006,晶豪科,36000,376000,5893000,170
20260302,3008,大立光,56000,188000,8017000,2455
20260302,3010,華立,218000,100000,4585000,124
20260302,3011,今皓,22000,43000,3745000,13.1
20260302,3013,晟銘電,159000,353000,14032000,111
20260302,3014,聯陽,8000,182000,4005000,122
20260302,3015,全漢,0,177000,4309000,55.3
20260302,3016,嘉晶,223000,50000,5407000,60.5
20260302,3017,奇鋐,104000,75000,10818000,1765
20260302,3019,亞光,97000,41000,28566000,152.5
20260302,3021,鴻名,6000,0,207000,17.35
20260302,3022,威強電,75000,0,5167000,60.7
20260302,3023,信邦,54000,924000,9896000,241.5
20260302,3024,憶聲,0,0,3300000,10.7
20260302,3025,星通,49000,0,1793000,58.1
20260302,3026,禾伸堂,12000,2000,2951000,115
20260302,3027,盛達,10000,34000,3206000,23.9
20260302,3028,增你強,93000,431000,7672000,52.6
20260302,3029,零壹,315000,258000,11659000,119.5
20260302,3030,德律,459000,299000,7242000,245.5
20260302,3031,佰鴻,0,0,1564000,20.25
20260302,3032,偉訓,42000,28000,4175000,70.5
20260302,3033,威健,76000,1597000,32187000,31.6
20260302,3034,聯詠,1468000,119000,59994000,386.5
20260302,3035,智原,19000,151000,25691000,166.5
20260302,3036,文曄,1059000,542000,64278000,185
20260302,3037,欣興,1249000,4293000,54946000,481
20260302,3038,全台,9000,48000,1519000,23.05
20260302,3040,遠見,6000,5000,2158000,38.7
20260302,3041,揚智,12000,21000,5234000,24.65
20260302,3042,晶技,349000,323000,8843000,93
20260302,3043,科風,0,0,685000,21.95
20260302,3044,健鼎,946000,22000,30810000,387.5
20260302,3045,台灣大,1189000,1137000,84570000,108.5
20260302,3046,建碁,4000,28000,922000,49.25
20260302,3047,訊舟,144000,60000,12069000,17.8
20260302,3048,益登,10000,725000,10334000,39
20260302,3050,鈺德,15000,0,3751000,13.6
20260302,3051,力特,3000,47000,2706000,23.05
20260302,3052,夆典,0,0,1612000,11.5
20260302,3054,立萬利,0,0,44000,41.7
20260302,3055,蔚華科,5000,7000,2555000,70
20260302,3056,富華新,221000,583000,33617000,17.05
20260302,3059,華晶科,17000,0,17891000,40
20260302,3060,銘異,36000,65000,6494000,33.55
20260302,3062,建漢,95000,57000,20269000,26.8
