日期,債券代碼,債券簡稱,轉換起日,轉換迄日,轉換價格,下次轉換價格生效日期,最近賣回權起日,最近賣回權迄日,最近賣回權價格,強制贖回起日,強制贖回迄日,強制贖回價格,終止櫃檯買賣日,原始發行總額,上月底發行餘額,轉債參考價格,轉換標的股票價格,停止交易起日,停止交易迄日,票面利率
20260202,61993,天品三,2026/4/21,2029/1/20,104.6,2026/1/20,,,0,,,0,,250000000,250000000,116.15,97.9,,,0
20260202,61994,天品四,2026/4/22,2029/1/21,114.8,2026/1/21,,,0,,,0,,350000000,350000000,98.8,97.9,,,0
20260202,65096,聚和六,2024/10/4,2027/7/3,37.6,2025/8/24,,,0,,,0,,500000000,500000000,106.4,35,,,0
20260202,66721,騰輝電子一KY,2026/4/23,2031/1/22,96,2026/1/22,,,0,,,0,,500000000,500000000,102.15,85.7,,,0
20260202,68541,錼創科技一KY創,2025/5/28,2028/2/27,248.3,2025/3/24,,,0,,,0,,800000000,800000000,105.95,117.5,,,0
20260202,80212,尖點二,2026/4/21,2031/1/20,203.5,2026/1/20,,,0,,,0,,700000000,700000000,134.05,190,,,0
20260202,82102,勤誠二,2026/4/27,2029/1/26,1007.2,2026/1/26,,,0,,,0,,800000000,800000000,124,900,,,0
20260202,84312,匯鑽科二,2026/4/6,2029/1/5,68,2026/1/5,,,0,,,0,,300000000,300000000,100,59.6,,,0
20260203,11011,台泥一永,2025/3/11,2029/12/10,35.2,2025/7/8,,,0,,,0,,8000000000,8000000000,99.45,25.6,,,0
20260203,12561,鮮活果汁一KY,2026/1/9,2028/10/8,189.1,2025/11/3,,,0,,,0,,200000000,200000000,98,158,,,0
20260203,13166,上曜六,2025/3/28,2027/12/27,17.8,2024/12/27,,,0,,,0,,400000000,400000000,105.7,13.7,,,0
20260203,13382,廣華二KY,2024/3/2,2028/12/1,37.6,2025/7/15,,,0,,,0,,600000000,600000000,101.9,19.7,,,0
20260203,140201,遠東新E1永,2024/11/9,2029/8/8,45.4,2024/8/8,,,100,,,0,,1000000000,1000000000,104.8,22.25,,,0
20260203,140202,遠東新E2永,2024/11/9,2029/8/8,33.7,2024/8/8,,,0,,,0,,1500000000,1499200000,97.7,22.25,,,0
20260203,14363,華友聯三,2024/11/28,2027/8/27,128.7,2025/7/27,,,0,,,0,,600000000,600000000,99.45,59.9,,,0
20260203,14364,華友聯四,2025/6/19,2028/3/18,99,2025/7/27,,,0,,,0,,2000000000,2000000000,95.4,59.9,,,0
20260203,14381,三地開發一,2025/3/20,2029/12/19,55.88,2024/12/26,,,0,,,0,,970000000,970000000,119.7,31.75,,,0
20260203,14664,聚隆四,2025/9/21,2028/6/20,18.8,2025/6/20,,,0,,,0,,400000000,400000000,105.15,14.75,,,0
20260203,14722,三洋實業二,2025/8/30,2028/5/29,98.6,2025/7/15,,,0,,,0,,300000000,300000000,103.1,87.6,,,0
20260203,14723,三洋實業三,2025/9/18,2028/6/17,101.5,2025/7/15,,,0,,,0,,400000000,400000000,96.5,87.6,,,0
20260203,14743,弘裕三,2025/7/1,2028/3/31,14,2025/8/25,,,0,,,0,,300000000,300000000,92.45,10.3,,,0
20260203,15142,亞力二,2025/4/14,2030/1/13,109.2,2025/9/15,,,0,,,0,,1200000000,1200000000,131.3,126,,,0
20260203,15261,日馳一,2023/12/20,2026/9/19,37.29,2023/12/5,,,0,,,0,,500000000,500000000,97.5,21.35,,,0
20260203,15364,和大四,2024/11/13,2027/8/12,71.47,2025/4/16,,,0,,,0,,1500000000,1500000000,99.5,59.8,,,0
20260203,15601,中砂一,2024/9/25,2029/6/24,284.6,2025/7/27,,,0,,,0,,1000000000,999400000,145.8,414,,,0
20260203,15864,和勤四,2023/12/1,2026/8/30,32.82,2024/11/17,,,0,,,0,,200000000,200000000,105.8,24.55,,,0
20260203,15865,和勤五,2023/12/1,2026/8/31,32.18,2024/11/17,,,0,,,0,,300000000,290200000,99.6,24.55,,,0
20260203,15894,永冠四KY,2023/5/21,2028/2/20,60.7,2025/11/13,2026/1/11,2026/2/20,101.51,,,0,,1500000000,831800000,101.05,16.35,,,0
20260203,15952,川寶二,2024/12/3,2029/9/2,37.7,2025/7/18,,,0,,,0,,300000000,91000000,121.5,40.75,,,0
20260203,15984,岱宇四,2025/6/4,2028/3/3,33.4,2025/3/27,,,0,,,0,,200000000,200000000,96.5,20.15,,,0
20260203,16095,大亞五,2024/12/31,2029/9/30,53.1,2024/9/30,,,0,,,0,,2000000000,2000000000,108.45,38.95,,,0
20260203,17813,合世三,2024/12/25,2027/9/24,18,2024/9/24,,,0,,,0,,200000000,200000000,102.2,13,,,0
20260203,17863,科妍三,2025/11/2,2028/8/1,116.5,2025/8/1,,,0,,,0,,400000000,400000000,123,76.1,,,0
20260203,18156,富喬六,2021/6/17,2026/3/16,13.82,2024/11/15,,,105.0945,,,0,,400000000,8500000,765,95.7,,,0
20260203,19094,榮成四,2022/3/21,2026/12/20,23.9,2023/7/10,,,100.7519,,,0,,700000000,16000000,96.55,9.6,,,0
20260203,20344,允強四,2025/1/3,2029/10/2,25.2,2024/11/4,,,0,,,0,,2000000000,2000000000,108.35,21.9,,,0
20260203,20662,世德二,2023/11/1,2026/7/31,88.1,2025/11/9,,,0,,,0,,400000000,237800000,98.5,52,,,0
20260203,21043,國際中橡三,2024/1/14,2028/10/13,21.2,2023/10/13,,,0,,,0,,3500000000,3500000000,99.1,10.95,,,0
20260203,22013,裕隆三,2023/8/26,2028/5/25,75,2024/8/30,,,0,,,0,,7000000000,6999900000,99.7,30.3,,,0
20260203,22283,劍麟三,2024/11/30,2027/8/29,85.36,2025/7/14,,,0,,,0,,300000000,278700000,117.9,95.3,,,0
20260203,22331,宇隆一,2026/4/24,2029/1/23,250,2026/1/15,,,0,,,0,,1300000000,1300000000,133,262,,,0
20260203,22362,百達二KY,2023/11/19,2026/8/18,63.1,2025/11/17,,,0,,,0,,200000000,500000,190,112,,,0
20260203,22471,汎德永業一,2025/9/27,2028/6/26,289.4,2025/7/11,,,0,,,0,,1000000000,1000000000,105.35,267.5,,,0
20260203,22472,汎德永業二,2025/10/1,2028/6/30,280.2,2025/7/11,,,0,,,0,,1000000000,1000000000,107,267.5,,,0
20260203,23372,旺宏二,2025/6/25,2028/3/24,23,2025/3/24,,,0,,,0,,3000000000,1269100000,363,84.5,,,0
20260203,23383,光罩三,2021/11/4,2026/8/3,74.5,2025/8/26,,,100,,,0,,2000000000,97900000,98.2,38.45,,,0
20260203,23511,順德一,2025/9/18,2028/6/17,72.4,2025/8/8,,,0,,,0,,1200000000,1200000000,129.1,88,,,0
20260203,23683,金像電三,2026/2/25,2030/11/24,450,2025/11/24,,,0,,,0,,9000000000,9000000000,169,755,,,0
20260203,23742,佳能二,2026/5/3,2031/2/2,86.8,2026/2/2,,,0,,,0,,300000000,300000000,111.95,79.6,,,0
20260203,24023,毅嘉三,2026/2/20,2028/11/19,55,2025/11/19,,,0,,,0,,1000000000,1000000000,125,55.5,,,0
20260203,24271,三商電一,2024/3/14,2028/12/13,26.3,2025/8/11,,,0,,,0,,500000000,468400000,103.45,25.4,,,0
20260203,24361,偉詮電一,2023/12/12,2026/9/11,53.3,2025/9/8,,,100.5006,,,0,,1100000000,1099900000,110.85,50.6,,,0
20260203,24394,美律四,2024/10/11,2027/7/10,128.9,2025/9/5,,,0,,,0,,2500000000,2500000000,104.9,99.7,,,0
20260203,24395,美律五,2024/10/23,2027/7/22,125.2,2025/9/5,,,0,,,0,,500000000,500000000,104.95,99.7,,,0
20260203,24423,新美齊三,2025/3/1,2027/11/29,25.6,2025/9/15,,,0,,,0,,1000000000,900100000,97.6,21,,,0
20260203,24424,新美齊四,2025/3/26,2027/12/25,25.9,2025/9/15,,,0,,,0,,600000000,592800000,96.75,21,,,0
20260203,24552,全新二,2026/4/24,2029/1/23,162.9,2026/1/23,,,0,,,0,,500000000,500000000,137.35,172,,,0
20260203,24553,全新三,2026/4/28,2029/1/27,153.5,2026/1/27,,,0,,,0,,500000000,500000000,142,172,,,0
20260203,24616,光群雷六,2021/6/25,2026/3/24,14.5,2025/7/14,,,101.51,,,0,,600000000,256000000,138,16.05,,,0
20260203,24624,良得電四,2023/11/12,2026/8/11,30.09,2025/8/3,,,100.501,,,0,,400000000,244300000,101.2,25.4,,,0
20260203,24642,盟立二,2024/12/17,2027/9/16,78.5,2025/7/9,,,0,,,0,,1000000000,980300000,106.95,69.4,,,0
20260203,24672,志聖二,2026/4/10,2029/1/9,250.6,2026/1/9,,,0,,,0,,700000000,700000000,130.5,266.5,,,0
20260203,24673,志聖三,2026/4/23,2029/1/22,246.6,2026/1/22,,,0,,,0,,1000000000,1000000000,130,266.5,,,0
20260203,24762,鉅祥二,2024/4/27,2027/1/26,66.5,2025/8/20,,,0,,,0,,1000000000,389500000,125.75,82.7,,,0
20260203,24866,一詮六,2024/10/2,2027/7/1,125.2,2025/7/4,,,0,,,0,,600000000,600000000,132,129,,,0
20260203,25283,皇普三,2025/4/1,2029/12/31,42.4,2025/8/5,,,0,,,0,,600000000,600000000,106,27.25,,,0
20260203,25284,皇普四,2025/4/18,2030/1/17,41,2025/8/5,,,0,,,0,,500000000,500000000,91.9,27.25,,,0
20260203,25303,華建三,2025/9/24,2028/6/23,32.2,2025/12/15,,,0,,,0,,500000000,500000000,96.6,25.45,,,0
20260203,25304,華建四,2025/10/1,2028/6/30,30.2,2025/12/15,,,0,,,0,,800000000,760700000,97.85,25.45,,,0
20260203,25483,華固三,2025/1/3,2029/10/2,138,2024/10/2,,,0,,,0,,4000000000,4000000000,103,106,,,0
20260203,25484,華固四,2025/1/19,2029/10/18,136.3,2024/10/18,,,0,,,0,,2000000000,2000000000,104.35,106,,,0
20260203,26107,華航七,2021/7/29,2026/4/28,16.9,2025/7/22,,,100,,,0,,4500000000,1010400000,134.95,22.3,,,0
20260203,26417,正德七,2024/10/27,2027/7/26,22.15,2025/7/5,,,0,,,0,,590000000,576700000,101.1,19.95,,,0
20260203,26418,正德八,2025/11/7,2030/8/6,19.3,2025/8/6,,,0,,,0,,780000000,718600000,108,19.95,,,0
20260203,27271,王品一,2023/6/30,2028/3/29,233.4,2025/7/11,2026/2/17,2026/3/29,100.7519,,,0,,700000000,699900000,104.6,213.5,,,0
20260203,27323,六角三,2024/4/27,2027/1/26,124.8,2025/9/13,,,101,,,0,,600000000,600000000,100.65,66,,,0
20260203,27324,六角四,2026/3/9,2028/12/8,74.3,2025/12/8,,,0,,,0,,600000000,600000000,103.5,66,,,0
20260203,27431,山富一,2025/11/29,2028/8/28,135,2025/8/28,,,0,,,0,,300000000,300000000,102.4,77.8,,,0
20260203,27451,五福一,2026/4/6,2029/1/5,111.3,2026/1/5,,,0,,,0,,300000000,300000000,108.5,103.5,,,0
20260203,27531,八方雲集一,2026/1/10,2028/10/9,207.6,2025/12/31,,,0,,,0,,800000000,800000000,108,178.5,,,0
20260203,27532,八方雲集二,2026/1/21,2028/10/20,205.6,2025/12/31,,,0,,,0,,200000000,200000000,108,178.5,,,0
20260203,27551,揚秦一,2025/4/16,2028/1/15,86.7,2025/9/10,,,0,,,0,,200000000,119800000,132.9,114,,,0
20260203,27561,聯發國際一,2024/8/31,2027/5/30,90.1,2025/11/5,,,0,,,0,,300000000,295000000,107.9,76.5,,,0
20260203,29061,高林一,2023/12/21,2026/9/20,16.8,2025/7/21,,,102.01,,,0,,1000000000,460000000,99.5,12.35,,,0
20260203,30061,晶豪科一,2024/1/28,2026/10/27,83.6,2025/7/15,,,0,,,0,,1000000000,745600000,202,168.5,,,0
20260203,30134,晟銘電四,2025/1/19,2027/10/18,143.8,2025/7/20,,,0,,,0,,500000000,500000000,116.7,111.5,,,0
20260203,30165,嘉晶五,2024/10/27,2027/7/26,71.4,2025/7/15,,,0,,,0,,500000000,500000000,112,58.6,,,0
20260203,30321,偉訓一,2026/2/14,2028/11/13,105.9,2025/11/13,,,0,,,0,,1000000000,1000000000,95,73.7,,,0
20260203,30322,偉訓二,2026/2/26,2030/11/25,101.9,2025/11/25,,,0,,,0,,1000000000,1000000000,94.45,73.7,,,0
20260203,30336,威健六,2022/9/2,2027/6/1,24.84,2025/8/17,,,101.5,,,0,,2000000000,435900000,133,30.95,,,0
20260203,30337,威健七,2024/12/12,2029/9/11,34.44,2025/8/17,,,0,,,0,,2500000000,2500000000,103.95,30.95,,,0
20260203,30371,欣興一,2026/2/4,2030/11/3,165.4,2025/11/3,,,0,,,0,,4000000000,4000000000,233,385,,,0
20260203,30401,遠見一,2025/10/1,2028/6/30,47.2,2025/7/5,,,0,,,0,,500000000,352400000,117.8,54,,,0
20260203,30454,台灣大四,2025/5/25,2030/2/24,118.2,2025/7/15,,,0,,,0,,7000000000,7000000000,98.7,105,,,0
20260203,30455,台灣大五,2025/5/26,2030/2/25,111.3,2025/7/15,,,0,,,0,,3000000000,3000000000,101.85,105,,,0
20260203,30882,艾訊二,2023/11/29,2026/8/28,93,2024/8/7,,,0,,,0,,800000000,368600000,109.75,82.3,,,0
20260203,30922,鴻碩二,2023/10/5,2026/7/4,36,2023/8/14,,,101.0025,,,0,,250000000,46300000,98.95,23.9,,,0
20260203,30954,及成四,2025/5/26,2028/2/25,41.1,2025/2/25,,,0,,,0,,150000000,150000000,112.45,30.15,,,0
20260203,31222,笙泉二,2024/8/4,2027/5/3,42.3,2024/5/3,,,0,,,0,,200000000,199100000,99.65,24.3,,,0
20260203,31282,昇銳二,2023/10/4,2026/7/3,37.8,2025/8/30,,,100.5006,,,0,,300000000,108300000,99,26.15,,,0
20260203,31311,弘塑一,2025/10/31,2030/7/30,1736.5,2025/8/4,,,0,,,0,,1000000000,1000000000,121.75,1635,,,0
20260203,31312,弘塑二,2025/11/6,2030/8/5,1626.6,2025/8/5,,,0,,,0,,1000000000,1000000000,128.95,1635,,,0
20260203,31351,凌航一,2026/3/5,2028/12/4,52.19,2025/12/4,,,0,,,0,,1000000000,1000000000,195,108,,,0
20260203,31382,耀登二,2025/4/11,2028/1/10,114.7,2025/6/30,,,0,,,0,,700000000,700000000,156,180,,,0
20260203,31413,晶宏三,2024/8/21,2027/5/20,93.6,2025/8/27,,,0,,,0,,800000000,800000000,99.9,45.1,,,0
20260203,31672,大量二,2025/11/7,2028/8/6,169.1,2025/9/5,,,0,,,0,,500000000,495200000,126.8,205.5,,,0
20260203,31882,鑫龍騰二,2025/9/21,2028/6/20,31.4,2025/6/20,,,0,,,0,,600000000,536500000,98,28.7,,,0
20260203,32071,耀勝一,2024/6/26,2027/3/25,100.99,2024/12/19,2026/2/13,2026/3/25,102.01,,,0,,500000000,487100000,101,67.9,,,0
20260203,32571,虹冠電一,2025/2/2,2029/11/1,72.2,2025/4/11,,,0,,,0,,500000000,500000000,115,65.1,,,0
20260203,32608,威剛八,2026/4/9,2029/1/8,244,2026/1/8,,,0,,,0,,2000000000,2000000000,154,312.5,,,0
20260203,32723,東碩三,2024/6/8,2029/3/7,34.2,2024/3/7,,,0,,,0,,300000000,299700000,93.5,19.6,,,0
20260203,32843,太普高三,2025/12/16,2028/9/15,23.91,2025/9/15,,,0,,,0,,200000000,200000000,96,20.2,,,0
20260203,33035,岱稜五,2025/2/27,2029/11/26,58.6,2025/7/15,,,0,,,0,,500000000,500000000,100,44.65,,,0
20260203,33055,昇貿五,2024/3/26,2026/12/25,73.3,2025/7/20,,,101.0025,,,0,,800000000,105700000,148,107,,,0
20260203,33121,弘憶股一,2024/9/26,2027/6/25,73.2,2025/10/29,,,0,,,0,,1000000000,999900000,94.45,38.7,,,0
20260203,33133,斐成三,2025/3/1,2027/11/29,15.7,2025/3/26,,,0,,,0,,400000000,394300000,109.75,13.15,,,0
20260203,33225,建舜電五,2024/12/3,2027/9/2,23.54,2024/9/15,,,0,,,0,,150000000,150000000,98.45,15.45,,,0
20260203,33233,加百裕三,2023/9/3,2026/6/2,33.1,2023/9/12,,,0,,,0,,400000000,60700000,120,39.85,,,0
20260203,33245,雙鴻五,2024/11/1,2029/7/31,734.4,2025/6/22,,,0,,,0,,1500000000,1500000000,155,1005,,,0
20260203,33466,麗清六,2025/2/28,2027/11/27,36.5,2025/9/9,,,0,,,0,,300000000,300000000,97.2,21.4,,,0
20260203,33571,臺慶科一,2024/2/1,2026/10/31,107.4,2025/12/24,,,0,,,0,,1100000000,930600000,141.5,152,,,0
20260203,33621,先進光一,2024/10/17,2029/7/16,251,2025/8/1,,,0,,,0,,1200000000,1199900000,105.2,104.5,,,0
20260203,33763,新日興三,2024/11/24,2029/8/23,195.2,2025/8/12,,,0,,,0,,800000000,796900000,129.5,203,,,0
20260203,33881,崇越電一,2023/2/10,2027/11/9,62.8,2025/6/29,,,100,,,0,,700000000,699900000,106.45,61.8,,,0
20260203,33902,旭軟二,2025/5/22,2028/2/21,24.2,2025/8/6,,,0,,,0,,200000000,200000000,120,22.3,,,0
20260203,34163,融程電三,2024/4/26,2027/1/25,127.1,2025/7/6,,,100.5,,,0,,500000000,419800000,127,145,,,0
20260203,34793,安勤三,2024/4/23,2027/1/22,121.5,2024/1/22,,,0,,,0,,650000000,650000000,106,88.7,,,0
20260203,34834,力致四,2024/8/23,2027/5/22,136.1,2025/9/15,,,0,,,0,,200000000,200000000,105,84.1,,,0
20260203,34843,崧騰三,2023/7/25,2028/4/24,42.2,2025/9/14,,,0,,,0,,400000000,254500000,123.9,48.85,,,0
20260203,35161,亞帝歐一,2025/1/19,2027/10/18,25.81,2025/8/15,,,0,,,0,,350000000,350000000,105.8,19.95,,,0
20260203,35181,柏騰一,2024/11/16,2027/8/15,35,2024/8/15,,,0,,,0,,300000000,300000000,104,20.9,,,0
20260203,35221,御嵿一,2024/3/19,2026/12/18,18.6,2023/12/28,,,101.0025,,,0,,150000000,123100000,107,16,,,0
20260203,35265,凡甲五,2022/5/15,2027/2/14,161.2,2025/4/19,2026/1/6,2026/2/14,100,,,0,,800000000,242200000,157,261.5,,,0
20260203,35266,凡甲六,2024/4/30,2029/1/29,200.3,2025/4/19,,,0,,,0,,1000000000,787500000,136,261.5,,,0
20260203,35267,凡甲七,2025/10/25,2030/7/24,269.6,2025/7/24,,,0,,,0,,1500000000,1500000000,117.35,261.5,,,0
20260203,35431,州巧一,2026/3/27,2028/12/26,45,2026/1/13,,,0,,,0,,400000000,400000000,127.65,42.7,,,0
20260203,35482,兆利二,2024/4/9,2027/1/8,186,2025/9/13,,,0,,,0,,800000000,799900000,102.85,83.7,,,0
20260203,35483,兆利三,2025/5/26,2030/2/25,162.8,2025/9/13,,,0,,,0,,1500000000,1500000000,101.95,83.7,,,0
20260203,35513,世禾三,2026/1/29,2028/10/28,173,2025/10/28,,,0,,,0,,500000000,500000000,126,181,,,0
20260203,35642,其陽二,2024/12/4,2027/9/3,83.9,2025/7/20,,,0,,,0,,500000000,500000000,95,47.45,,,0
20260203,35831,辛耘一,2024/9/8,2027/6/7,349.3,2025/7/6,,,0,,,0,,200000000,200000000,115.5,320.5,,,0
20260203,35832,辛耘二,2024/9/20,2027/6/19,337.4,2025/7/6,,,0,,,0,,1000000000,998900000,117.95,320.5,,,0
20260203,35871,閎康一,2023/9/21,2026/6/20,200.7,2024/7/20,,,0,,,0,,600000000,450700000,116.5,208,,,0
20260203,35914,艾笛森四,2025/2/23,2027/11/22,24.5,2025/7/9,,,0,,,0,,300000000,300000000,103.5,18.9,,,0
20260203,36053,宏致三,2024/11/7,2027/8/6,50.5,2025/9/10,,,0,,,0,,1000000000,135700000,130.9,64.9,,,0
20260203,36173,碩天三,2025/9/17,2028/6/16,287.3,2025/7/22,,,0,,,0,,1500000000,1500000000,105,195,,,0
20260203,36804,家登四,2024/1/19,2026/10/18,354,2025/12/17,,,100,,,0,,1000000000,356100000,126.85,406.5,,,0
20260203,36841,榮昌一,2026/1/29,2028/10/28,50.7,2025/10/28,,,0,,,0,,300000000,300000000,119,53.3,,,0
20260203,36872,歐買尬二,2026/1/3,2028/10/2,75.9,2025/10/2,,,0,,,0,,400000000,400000000,105.25,74.3,,,0
20260203,36873,歐買尬三,2026/1/4,2028/10/3,80.1,2025/10/3,,,0,,,0,,200000000,200000000,103.2,74.3,,,0
20260203,36894,湧德四,2024/6/6,2027/3/5,61.7,2025/8/9,2026/2/4,2026/3/5,100,,,0,,500000000,11200000,181,113.5,,,0
20260203,36913,碩禾三,2024/12/1,2027/8/30,118,2024/8/30,,,0,,,0,,2000000000,2000000000,114,116,,,0
20260203,37012,大眾控二,2023/9/1,2026/5/31,63.96,2025/10/13,,,102.1,,,0,,600000000,28100000,100.05,57.2,,,0
20260203,370201,大聯大E1,2026/4/15,2029/1/14,160.8,2026/1/6,,,0,,,0,,3000000000,3000000000,110.05,64,,,0
20260203,37022,大聯大二,2025/2/12,2027/11/11,76.9,2025/7/31,,,0,,,0,,3500000000,3500000000,100.8,64,,,0
20260203,37023,大聯大三,2025/2/22,2027/11/21,74.6,2025/7/31,,,0,,,0,,2000000000,2000000000,103,64,,,0
20260203,37075,漢磊五,2025/11/21,2030/8/20,40.1,2025/8/20,,,0,,,0,,1000000000,511600000,144.3,56.8,,,0
20260203,37083,上緯投控三,2021/12/28,2026/9/27,86.4,2025/7/9,,,100,,,0,,1000000000,303700000,143,112.5,,,0
20260203,37084,上緯投控四,2021/12/29,2026/9/28,83,2025/7/9,,,100.75,,,0,,1000000000,63200000,148.05,112.5,,,0
20260203,37131,新晶投控一,2021/6/11,2026/3/10,53.8,2021/3/10,,,101.51,,,0,,500000000,38600000,99.3,19.1,,,0
20260203,37151,定穎投控一,2026/4/22,2029/1/21,140,2026/1/21,,,0,,,0,,500000000,500000000,136.2,143.5,,,0
20260203,37171,聯嘉投控一,2026/4/22,2029/1/21,17.5,2026/1/21,,,0,,,0,,700000000,700000000,106.15,17,,,0
20260203,41135,聯上五,2026/1/28,2030/10/27,26.3,2025/10/27,,,0,,,0,,400000000,400000000,110.5,20.7,,,0
20260203,41236,晟德六,2023/7/27,2028/4/26,38.6,2025/10/12,,,0,,,0,,700000000,636200000,118.55,39.45,,,0
20260203,41237,晟德七,2023/7/28,2028/4/27,39.3,2025/10/12,2026/3/29,2026/4/27,103.03,,,0,,2500000000,1944300000,106.25,39.45,,,0
20260203,41295,聯合五,2025/8/30,2030/5/29,105.6,2025/7/29,,,0,,,0,,700000000,699900000,118,108.5,,,0
20260203,41372,麗豐二KY,2024/11/13,2027/8/12,141.3,2025/7/9,,,0,,,0,,1100000000,1100000000,98.75,103,,,0
20260203,41645,承業醫五,2025/9/21,2030/6/20,47,2025/7/2,,,0,,,0,,900000000,900000000,104,33.45,,,0
20260203,41684,醣聯四,2025/12/19,2028/9/18,23.91,2025/9/18,,,0,,,0,,500000000,500000000,120,27.4,,,0
20260203,41903,佐登三KY,2024/10/12,2027/7/11,54.2,2025/7/25,,,0,,,0,,700000000,641700000,98.85,29.3,,,0
