日期,代號,名稱,成交量,成交值,開盤,最高,最低,收盤,成交筆數
20260102,2063,世鎧,31000,752150,24.3,24.4,24.1,24.3,14
20260102,2064,晉椿,4000,46600,11.6,11.7,11.6,11.7,4
20260102,2065,世豐,30000,858700,28.55,28.65,28.55,28.65,20
20260102,2066,世德,31000,1548250,50.5,50.5,49.7,49.8,26
20260102,2067,嘉鋼,66000,649970,10,10,9.75,9.98,49
20260102,2070,精湛,266000,11403700,41.8,43.5,41.8,43,201
20260102,2073,雄順,1000,25700,25.7,25.7,25.7,25.7,1
20260102,2221,大甲,41000,1227300,30,30.05,29.8,29.9,32
20260102,2230,泰茂,179000,16595900,92,94,91.4,92.9,128
20260102,2235,謚源,2000,67800,33.9,33.9,33.9,33.9,2
20260102,2596,綠意,76000,2959950,38.9,39.5,38.6,38.8,56
20260102,2640,大車隊,120000,16264000,137.5,137.5,134.5,135.5,90
20260102,2641,正德,2226000,44952500,20.25,20.45,20.05,20.05,976
20260102,2643,捷迅,57000,4200200,73.9,74,73.6,74,35
20260102,2718,全心投控,64000,3280400,51.6,52.5,50.9,51.5,57
20260102,2719,燦星旅,7000,210900,30,30.2,30,30.2,6
20260102,2724,藝舍-KY,5000,109400,21.7,22.25,21.7,21.75,5
20260102,2726,雅茗-KY,93000,1225700,12.9,13.3,12.9,13.25,54
20260102,2729,瓦城,6000,1055500,176,177.5,175,176,6
20260102,2732,六角,28000,1951300,70.5,70.5,69.5,69.6,28
20260102,2734,易飛網,89000,1651300,18.5,18.75,18.45,18.55,50
20260102,2736,富野,97000,1412550,14.5,14.65,14.5,14.55,54
20260102,2740,天蔥,20000,558900,28.55,28.65,27.35,28.05,20
20260102,2743,山富,266000,21582300,79.7,82.3,79.7,81.6,204
20260102,2745,五福,220000,23681500,106,108.5,105.5,108,176
20260102,2751,王座,3000,185700,61.8,62,61.8,61.9,3
20260102,2752,豆府,14000,2892500,207,207,206.5,207,10
20260102,2754,亞洲藏壽司,17000,1442000,84,87,84,85,16
20260102,2755,揚秦,17000,1994000,117.5,118,117,117,14
20260102,2756,聯發國際,106000,8664600,81.9,82.2,80.2,82.2,78
20260102,2916,滿心,102000,5006550,49.05,49.1,48.9,49.1,15
20260102,2924,宏太-KY,6000,122800,20.3,20.95,20.25,20.3,6
20260102,2926,誠品生活,11000,426700,38.45,39.15,38.45,39.15,7
20260102,2937,集雅社,15000,646900,44,44,42.7,43,11
20260102,2941,米斯特,5000,228200,45.95,45.95,45.5,45.6,4
20260102,2947,振宇五金,17000,1400200,82,82.7,82,82.6,15
20260102,2948,寶陞,18000,676100,37.5,38,37.5,38,4
20260102,2949,欣新網,1000,67500,67.5,67.5,67.5,67.5,1
20260102,3064,泰偉,0,0,0,0,0,0,0
20260102,3066,李洲,33000,455750,13.7,14,13.7,13.75,24
20260102,3067,全域,7000,129600,18.5,18.6,18.5,18.6,6
20260102,3071,協禧,211000,4937800,23.3,23.7,23.25,23.4,116
20260102,3073,天方能源,34000,1040750,30.7,30.7,30.5,30.55,30
20260102,3078,僑威,1728000,120321900,69.7,70.2,69.2,69.8,1329
20260102,3081,聯亞,803000,506198000,615,640,615,640,575
20260102,3083,網龍,104000,3574550,34.25,34.8,34.25,34.25,54
20260102,3085,新零售,11000,148300,13.35,13.7,13.35,13.55,10
20260102,3086,華義,60000,12958000,215.5,219,214,215,52
20260102,3088,艾訊,186000,14312200,76.5,77.6,76.5,76.5,134
20260102,3093,港建*,137000,3545800,25.9,26.15,25.7,25.9,87
20260102,3095,及成,19000,551350,28.15,29.45,28.1,29.45,15
20260102,3105,穩懋,17755000,3232177500,186,188.5,177,179,10160
20260102,3114,好德,378000,10241700,27.5,27.5,26.7,26.75,238
20260102,3115,富榮綱,20000,209300,10.6,10.6,10.3,10.3,16
20260102,3118,進階,13000,431750,33.2,33.4,33,33,9
20260102,3122,笙泉,67000,1405300,20.95,21.15,20.9,20.9,57
20260102,3128,昇銳,701000,20479350,29.7,29.8,29,29,445
20260102,3131,弘塑,1193000,1925740000,1575,1645,1570,1605,1030
20260102,3141,晶宏,493000,25101300,51.3,51.5,50.3,50.7,288
20260102,3147,大綜,111000,18560000,165.5,169,165.5,165.5,100
20260102,3152,璟德,1077000,156889000,149,149.5,143.5,144,732
20260102,3158,嘉實,42000,3877400,92.9,93.1,92,92.9,25
20260102,3162,精確,5257000,323910000,58.6,62.4,58.5,62.1,3070
20260102,3163,波若威,3039000,1242914000,403,420,400,418.5,2446
20260102,3169,亞信,136000,13340300,97.7,98.6,97.5,97.8,107
20260102,3171,炎洲流通,25000,1180550,47.65,47.65,47.05,47.05,23
20260102,3176,基亞,178000,5815750,32.4,33,32.2,32.7,132
20260102,3178,公準,225000,13794800,61.1,62.6,60.1,61.2,189
20260102,3188,鑫龍騰,372000,11108650,30.15,30.45,29.55,29.7,193
20260102,3191,雲嘉南,17000,308550,18.25,18.5,18,18,13
20260102,3205,佰研,104000,5331700,51.5,52.5,50.8,51.1,88
20260102,3206,志豐,21000,671550,31.35,32.15,31.35,32.1,13
20260102,3207,耀勝,905000,64146200,70.8,72.6,70,70.4,531
20260102,3211,順達,4213000,1399593500,338,339.5,328.5,329,3047
20260102,3213,茂訊,304000,31833000,103,105.5,103,105,212
20260102,3217,優群,421000,67768000,161,162,159.5,161,327
20260102,3218,大學光,94000,13781500,146,147.5,146,146,73
20260102,3219,倚強科,5581000,435955000,80,81.9,73.9,74.8,4094
20260102,3221,台嘉碩,2204000,49669850,20.85,22.9,20.65,22.9,1230
20260102,3224,三顧,134000,6036250,44.6,45.8,44.55,45.5,70
20260102,3226,龍鋒,7000,298800,43.7,43.7,42.2,42.6,7
20260102,3227,原相,1907000,391930500,202.5,208.5,202.5,206,1320
20260102,3228,金麗科,255000,31215000,125.5,125.5,121,121,201
20260102,3230,錦明,211000,7913350,37.45,38.2,36.85,37.05,155
20260102,3232,昱捷,9000,215900,24.1,24.1,23.9,24,9
20260102,3234,光環,3402000,167534100,48.3,50.3,48.25,48.5,1687
20260102,3236,千如,18972000,567500100,28.95,30.8,28.95,30.1,10062
20260102,3252,海灣,17000,332900,19.7,19.95,19.5,19.5,10
20260102,3259,鑫創,242000,5445850,22.9,22.95,22.05,22.05,160
20260102,3260,威剛,6997000,1938181000,278.5,282,270.5,280.5,4571
20260102,3264,欣銓,49945000,6394846000,130.5,131.5,123.5,126.5,28694
20260102,3265,台星科,4190000,529013500,129,129.5,124,124.5,2980
20260102,3268,海德威,75000,1301500,17.55,17.9,17.15,17.2,49
20260102,3272,東碩,51000,1015750,20.2,20.2,19.6,20,37
20260102,3276,宇環,114000,1789800,15.7,15.9,15.5,15.75,69
20260102,3284,太普高,51000,1070950,21,21.2,20.9,20.95,39
20260102,3285,微端,25000,722850,29.85,29.85,28.35,29.15,23
20260102,3287,廣寰科,27000,772900,28.6,28.85,28.5,28.55,26
20260102,3288,點晶,9000,151400,16.85,16.85,16.8,16.8,6
20260102,3289,宜特,3146000,392578500,119,126.5,119,126.5,1690
20260102,3290,東浦,543000,23423850,42.4,43.55,42.4,43.4,273
20260102,3293,鈊象,1197000,874255000,723,734,722,730,971
20260102,3294,英濟,442000,17034100,38.2,38.9,38.2,38.65,290
20260102,3297,杭特,144000,6011750,41.3,42.05,41.3,41.6,102
20260102,3303,岱稜,361000,16068150,44.9,44.9,44.3,44.4,249
20260102,3306,鼎天,389000,19876500,49.45,52,49.45,50.7,285
20260102,3310,佳穎,75000,6428400,86.7,86.7,85,86.3,48
20260102,3313,斐成,283000,4180050,14.45,14.95,14.45,14.9,119
20260102,3317,尼克森,223000,10108550,44.45,45.6,44.45,45.35,155
20260102,3322,建舜電,749000,11823950,15.5,16.05,15.35,15.75,373
20260102,3323,加百裕,5071000,211572850,42.05,42.8,40.85,40.85,3282
20260102,3324,雙鴻,4323000,4287355000,1025,1030,963,1000,3618
20260102,3325,旭品,231000,3897900,17.1,17.1,16.75,16.8,134
20260102,3332,幸康,59000,3321700,55.2,57.1,55.2,56,38
20260102,3339,泰谷,306000,7825500,25.15,25.9,25.15,25.5,212
20260102,3349,寶德,158000,4875000,31.2,31.2,30.55,30.8,121
20260102,3354,律勝,556000,16132550,29.5,29.5,28.6,28.75,442
20260102,3357,臺慶科,4611000,723918000,149,161,148,160,3269
20260102,3360,尚立,3653000,55168500,14.8,15.2,14.7,15.2,1298
20260102,3362,先進光,326000,30408100,93.2,94.2,92.7,93.1,261
20260102,3363,上詮,8063000,3691438000,465,468.5,448,453.5,6232
20260102,3372,典範,2151000,46807700,21.5,22.15,21,21.8,1091
20260102,3373,熱映,35000,624850,17.95,18,17.8,17.8,25
20260102,3374,精材,5263000,758035000,141.5,146.5,141,144,3514
20260102,3379,彬台,140000,6941300,49.05,50,49.05,49.25,104
20260102,3388,崇越電,73000,4488400,61.3,61.6,61.3,61.5,41
20260102,3390,旭軟,885000,21852000,24.85,25.15,24.05,25,507
20260102,3402,漢科,11656000,1649542500,137.5,145,137,142.5,8071
20260102,3426,台興,21000,853850,40.2,41,40.2,41,13
20260102,3430,奇鈦科,2228000,147010900,62.6,67.4,62,67.4,1413
20260102,3434,哲固,104000,3105300,29.25,30.15,29.25,29.9,74
20260102,3438,類比科,398000,22582400,56,57.6,56,56.4,321
20260102,3441,聯一光,97000,3657800,37.5,38,37.5,37.5,86
20260102,3444,利機,488000,36040900,73.8,74.5,73,74.4,358
20260102,3455,由田,7703000,933599000,117,123.5,116.5,119.5,4334
20260102,3465,進泰電子,4000,199700,49.9,50,49.9,49.9,4
20260102,3466,德晉,437000,17793200,41.75,41.75,40.4,41,268
20260102,3467,台灣精材,28000,1311850,47.15,47.15,46.55,46.8,23
20260102,3479,安勤,304000,27956100,91.5,92.6,91.3,92,202
20260102,3483,力致,662000,62589800,95,95.6,93.3,93.3,477
20260102,3484,崧騰,107000,5130150,47.8,48.1,47.4,47.95,78
20260102,3489,森寶,36000,824750,22.9,23,22.85,22.85,24
20260102,3490,單井,925000,24219250,25.35,26.45,25.25,26,427
20260102,3491,昇達科,583000,404351000,679,701,679,701,500
20260102,3492,長盛,99000,2582600,25.8,26.25,25.8,26.1,47
20260102,3498,陽程,539000,27823800,51.2,52.1,50.5,51.4,412
20260102,3499,環天科,963000,18218700,19.5,19.5,18.6,18.8,607
20260102,3508,位速,127000,3057100,23.85,24.5,23.85,24,82
20260102,3511,矽瑪,340000,6975100,20.2,20.95,20.2,20.5,249
20260102,3512,皇龍,45000,985600,21.9,22.05,21.8,21.85,22
20260102,3516,亞帝歐,42000,871400,20.2,21.4,19.95,21.4,31
20260102,3520,華盈,144000,2347000,16.05,16.45,16.05,16.3,87
20260102,3521,鴻翊,190000,2640850,13.5,14.2,13.5,14,113
20260102,3522,御嵿,111000,2107800,19.4,19.4,18.7,18.95,80
20260102,3523,迎輝,41000,778400,19.3,19.35,18.65,18.7,27
20260102,3526,凡甲,162000,39529000,245,246,243,243,119
20260102,3527,聚積,121000,7057900,58.9,60,57.2,57.3,103
20260102,3529,力旺,518000,897455000,1730,1765,1705,1720,455
20260102,3531,先益,1000,21800,21.8,21.8,21.8,21.8,1
20260102,3537,堡達,3397000,180779500,50.9,54.2,50.6,53.6,2195
20260102,3540,曜越,260000,8268450,31.3,32.2,31.3,31.8,201
20260102,3541,西柏,59000,1413000,24,24.1,23.8,24,35
20260102,3546,宇峻,163000,12783800,78,78.8,78,78.5,110
20260102,3548,兆利,238000,21598300,90,91.8,90,90,178
20260102,3551,世禾,3667000,760764500,199,211.5,199,207.5,3009
20260102,3552,同致,167000,10549900,63.5,63.5,62.8,62.8,114
20260102,3555,博士旺,287000,25335400,84.6,89.9,84.6,88.5,235
20260102,3556,禾瑞亞,79000,2904850,36.9,37.2,36.6,36.95,58
20260102,3558,神準,201000,26256000,130.5,132.5,129,129,140
20260102,3564,其陽,123000,6083450,48.5,49.95,48.5,49.2,89
20260102,3567,逸昌,62000,1555950,25.2,25.3,25,25.2,40
20260102,3570,大塚,27000,4499000,165.5,168.5,165,168.5,20
20260102,3577,泓格,131000,8299400,65,65.2,62.2,62.6,122
20260102,3580,友威科,3186000,218738600,65.8,70.9,65.3,69.1,2233
20260102,3581,博磊,1237000,89328600,72.8,73.2,71.2,71.3,953
20260102,3587,閎康,835000,160788500,186,195.5,186,192,685
20260102,3594,磐儀,132000,4989900,37.75,38.2,37.65,37.75,102
20260102,3597,映興,45000,1156250,25.7,26.25,25.45,25.7,25
20260102,3609,三一東林,82000,3453400,42,42.75,41.4,41.85,64
20260102,3611,鼎翰,36000,7310000,202.5,204,202.5,202.5,30
20260102,3615,安可,2513000,65305800,24.9,26.45,24.85,26.4,1539
20260102,3623,富晶通,454000,11804000,26,26,26,26,189
20260102,3624,光頡,47491000,2914322400,60.7,64.2,59.1,64.2,26458
20260102,3625,西勝,464000,9527400,20.7,20.8,20.3,20.35,299
20260102,3628,盈正,183000,12622400,68.5,69.5,68.5,68.7,139
20260102,3629,地心引力,2000,49400,24.7,24.7,24.7,24.7,2
20260102,3630,新鉅科,739000,20590750,27.2,28.2,27.2,28.05,440
20260102,3631,晟楠,20000,470650,23.6,23.75,23.35,23.6,17
20260102,3632,研勤,16000,149750,9.34,9.6,9.34,9.6,16
20260102,3646,艾恩特,14000,339650,24.25,24.3,24.15,24.3,9
20260102,3663,鑫科,7975000,477750700,58.2,61.9,57.6,60.7,5362
20260102,3664,安瑞-KY,125000,2303900,18.2,18.7,18.05,18.55,71
20260102,3666,光耀,99000,3232650,32.95,32.95,32.1,32.85,64
20260102,3672,康聯訊,7000,90400,13,13,12.85,12.9,7
20260102,3675,德微,539000,74931000,135.5,142,135,137.5,371
20260102,3680,家登,5447000,2044376000,356.5,387,356,371,4067
20260102,3684,榮昌,144000,9163500,64.6,64.6,62.8,63.6,110
20260102,3685,元創精密,474000,19287800,41.1,41.4,40.3,40.85,293
20260102,3687,歐買尬,418000,35279400,83.7,85.1,83.5,84.2,318
20260102,3689,湧德,13143000,1621851000,116.5,127,115.5,127,6901
20260102,3691,碩禾,382000,30304000,80.4,80.4,78.3,78.7,305
20260102,3693,營邦,314000,88403500,279.5,286,277,279,254
20260102,3707,漢磊,8043000,427787800,52,54.7,51.5,54,4204
20260102,3709,鑫聯大投控,5667000,302149600,50.2,54.6,50.2,54.6,2149
20260102,3710,連展投控,177000,1048940,5.9,5.98,5.9,5.97,82
20260102,3713,新晶投控,48000,1089000,22.9,23.05,22.4,22.75,38
20260102,4102,永日,101000,1994050,19.8,19.85,19.65,19.65,53
20260102,4105,東洋,618000,50102800,81.9,81.9,80.8,80.8,412
20260102,4107,邦特,25000,3026500,120.5,121.5,120.5,121,21
20260102,4109,加捷生醫,482000,7303050,15.4,15.45,14.95,15.2,227
20260102,4111,濟生,99000,2904700,29.4,29.5,29.3,29.3,67
20260102,4113,聯上,191000,4600350,24.5,24.5,23.8,23.8,117
20260102,4114,健喬,674000,21956750,32.5,32.7,32.4,32.6,359
20260102,4116,明基醫,16000,703450,44.05,44.1,43.75,44,12
20260102,4120,友華,7000,313600,44.2,45.2,44.2,44.6,7
20260102,4121,優盛,99000,1540350,15.6,15.65,15.5,15.55,65
20260102,4123,晟德,3939000,161452350,41.75,41.95,40.15,40.5,2051
20260102,4126,太醫,16000,1353700,84.6,84.7,84.5,84.6,13
20260102,4127,天良,11000,337050,30.3,30.8,30.3,30.55,5
20260102,4128,中天,1023000,19025200,18.4,18.85,18.4,18.4,551
20260102,4129,聯合,243000,26758000,111,111.5,109,109.5,207
20260102,4130,健亞,521000,14436700,27.65,28.1,27.25,27.65,248
20260102,4131,浩泰,93000,3811100,41.5,41.95,40.55,40.6,55
20260102,4138,曜亞,63000,3778500,60,60.7,59.7,60.2,47
20260102,4139,馬光-KY,9000,223200,25,25,24.25,24.95,8
20260102,4147,中裕,415000,25285400,61.2,62.2,60.2,60.5,336
20260102,4153,鈺緯,11000,386400,35.5,35.5,34.9,35.1,11
20260102,4154,樂威科-KY,7000,106450,15.55,15.55,15.15,15.15,4
20260102,4157,太景*-KY,5520000,74247650,13.35,13.9,13.1,13.15,1766
20260102,4160,訊聯基因,82000,4213050,49.45,52.9,49.45,51.4,65
20260102,4161,聿新科,70000,1753250,25.1,25.25,24.9,25.2,34
20260102,4162,智擎,448000,32142200,71.1,72.4,70,71.9,300
20260102,4163,鐿鈦,6000,551400,92,92,91.7,91.7,5
20260102,4166,友霖,533000,14208350,26.65,26.85,26.3,26.65,303
20260102,4167,松瑞藥,805000,14588000,18.3,18.3,17.9,17.9,450
20260102,4168,醣聯,363000,9491600,25.75,26.4,25.55,26.3,207
20260102,4171,瑞基,184000,3479750,19,19.1,18.75,18.95,108
20260102,4173,久裕,126000,2657450,21.1,21.15,21.05,21.05,77
20260102,4174,浩鼎,665000,17860750,27.1,27.3,26.65,26.7,380
20260102,4175,杏一,39000,2280400,58.6,59.8,57.4,59.8,33
20260102,4183,福永生技,8000,131550,16.5,16.5,16.3,16.3,5
20260102,4188,安克,52000,758600,14.6,14.85,14.5,14.8,35
20260102,4192,杏國,7000,173100,24.7,24.9,24.7,24.9,3
20260102,4198,欣大健康,4000,145450,35.3,37.15,35.3,37.15,3
20260102,4205,中華食,9000,732400,81.3,81.5,81.3,81.3,9
20260102,4207,環泰,40000,736500,18.55,18.55,18.3,18.45,27
20260102,4303,信立,653000,39746400,60.7,61.3,60.5,60.8,469
20260102,4304,勝昱,23000,688650,31.7,32,29.4,31.75,17
20260102,4305,世坤,8000,335200,41.85,42,41.8,42,7
20260102,4401,東隆興,57000,958650,16.9,16.95,16.7,16.75,32
20260102,4402,郡都開發,104000,2087900,20,20.35,19.9,20.35,59
20260102,4406,新昕纖,37000,372950,10.15,10.25,10,10.05,22
20260102,4413,飛寶企業,7000,121600,17.35,17.4,17.35,17.4,7
20260102,4416,三圓,150000,4546650,29.7,30.8,29.45,30.65,92
20260102,4417,金洲,152000,8059700,53,53.3,52.9,53.1,108
20260102,4419,皇家美食,17000,854350,52,52.5,49.3,49.3,16
20260102,4420,光明,92000,4613800,50.1,50.5,50,50.2,73
20260102,4430,耀億,3000,52500,17.5,17.5,17.5,17.5,3
20260102,4432,銘旺實,43000,697350,16.1,16.45,16,16.4,24
20260102,4433,興采,52000,1062400,20.5,20.5,20.35,20.35,19
20260102,4442,竣邦-KY,13000,789700,59.7,61.4,59.7,61.4,5
20260102,4502,健信,7000,111400,15.85,15.95,15.85,15.95,6
20260102,4503,金雨,167000,6802100,40.1,41.15,40.1,40.5,107
20260102,4506,崇友,60000,7147000,119.5,119.5,118.5,119.5,48
20260102,4510,高鋒,583000,23406650,39.3,40.65,39.3,40.25,408
20260102,4513,福裕,129000,2329500,17.9,18.2,17.9,18.05,88
20260102,4523,永彰,380000,10873000,28.8,28.95,28.4,28.65,196
20260102,4527,方土霖,27000,1056700,39.45,39.45,39.05,39.15,20
20260102,4528,江興鍛,15000,252450,16.75,16.9,16.75,16.75,14
20260102,4529,淳紳,51000,183090,3.85,3.85,3.56,3.78,24
20260102,4530,宏易,32000,863150,27,27,26.9,26.9,23
20260102,4533,協易機,824000,18464650,21.9,22.65,21.9,22.3,481
20260102,4534,慶騰,210000,3045050,14.5,14.65,14.4,14.55,110
20260102,4535,至興,9000,259900,28.7,28.9,28.7,28.9,9
20260102,4538,大詠城,15000,255000,17,17.1,16.9,16.95,15
20260102,4541,晟田,446000,18576100,41.45,42,41.2,41.45,295
20260102,4542,科嶠,488000,43899700,86.8,92,86.8,91,392
20260102,4543,萬在,279000,8050750,28.55,29.25,28.5,28.9,198
20260102,4549,桓達,45000,4960500,109.5,111,109.5,110,42
20260102,4550,長佳,99000,2503050,25.2,26.45,25,26,56
20260102,4554,橙的,13000,356150,27.6,27.6,27.2,27.2,13
20260102,4556,旭然,5000,118000,23.85,23.85,23.45,23.45,5
20260102,4558,寶緯,33000,652500,19.55,20,19.5,19.55,27
20260102,4561,健椿,87000,2837300,32.2,33.35,32.2,32.25,65
20260102,4563,百德,418000,19352600,43.4,47.3,43.4,47.3,332
20260102,4568,科際精密,7000,295550,40.8,43,40.8,42.3,7
20260102,4577,達航科技,1157000,67295200,58.5,59.3,57.7,57.7,855
20260102,4580,捷流閥業,50000,4054400,80.3,81.6,80.3,81.6,41
20260102,4584,君帆,1000,47250,47.25,47.25,47.25,47.25,1
20260102,4609,唐鋒,4000,25600,6.4,6.4,6.4,6.4,3
20260102,4702,中美實,49000,481770,9.88,9.88,9.78,9.82,36
20260102,4706,大恭,3000,88800,29.8,29.8,29.5,29.5,3
20260102,4707,磐亞,281000,2899000,10.25,10.4,10.25,10.3,129
20260102,4711,永純,20000,300700,14.9,15.1,14.85,15.1,15
20260102,4714,永捷,1675000,28765050,17.05,17.4,17,17,827
20260102,4716,大立,383000,6356550,16.8,16.95,16.45,16.45,192
20260102,4721,美琪瑪,425000,29459200,68.1,70.1,68.1,69.3,255
20260102,4726,永昕,203000,6521250,32.2,32.45,31.7,31.95,128
20260102,4728,雙美,7000,2798000,397,402,396,402,7
20260102,4729,熒茂,1898000,46895550,23.95,25.25,23.6,24.5,1145
20260102,4735,豪展,7000,224800,32.1,32.5,32,32,6
20260102,4741,泓瀚,53000,1116200,21.5,21.5,20.9,20.95,37
20260102,4743,合一,1515000,85334400,55.6,57,55.1,56.1,929
20260102,4744,皇將,147000,4298450,28.85,29.5,28.85,29.25,76
20260102,4745,合富-KY,106000,2705300,25.4,25.75,25.2,25.4,70
20260102,4747,強生,10000,598300,60.2,60.2,59.3,60,8
20260102,4749,新應材,5516000,5081776000,896,945,885,940,4635
20260102,4754,國碳科,25000,957000,38.2,38.5,38.2,38.45,22
20260102,4760,勤凱,1507000,274475000,171,187,171,186,1130
20260102,4767,誠泰科技,11000,295350,27.05,27.05,26.35,26.85,9
20260102,4768,晶呈科技,550000,215851500,396.5,397.5,386,390.5,483
20260102,4772,台特化,9479000,3234515500,325,347.5,324.5,347,6899
20260102,4804,大略-KY,14000,111980,8,8,7.99,7.99,8
20260102,4806,桂田文創,18000,182450,10.1,10.5,10.1,10.1,8
20260102,4903,聯光通,2371000,101822300,42.55,43.65,42.55,42.75,1482
20260102,4905,台聯電,11000,671700,61,63,60.1,61.1,11
20260102,4907,富宇,20000,969600,48.6,48.7,48.2,48.6,20
20260102,4908,前鼎,292000,23411100,79.7,81.1,79.6,79.7,226
20260102,4909,新復興,4317000,251281000,59,59.6,57.4,58.1,2708
20260102,4911,德英,21000,903000,42.9,43.5,42.8,43,19
20260102,4923,力士,39000,1103300,28.45,28.45,28.1,28.45,29
20260102,4924,欣厚-KY,30000,337700,11.25,11.45,11.1,11.4,20
20260102,4931,新盛力,518000,93569500,182,182,180,181,388
20260102,4933,友輝,90000,5316000,59.6,59.6,58,59,66
20260102,4939,亞電,3010000,112351100,36.6,37.75,36.6,37.45,1798
20260102,4946,辣椒,31000,3257000,106,107,103,104.5,28
20260102,4950,金耘國際,18000,321250,18.55,18.55,17.6,17.6,13
20260102,4951,精拓科,55000,3637200,64.9,66.7,64.9,65.8,40
20260102,4953,緯軟,386000,48086000,124,125.5,123,125,273
20260102,4966,譜瑞-KY,1234000,723017000,585,595,579,579,1070
20260102,4971,IET-KY,860000,266328500,314,315.5,303,311,701
20260102,4972,湯石照明,23000,412300,17.95,17.95,17.85,17.85,17
20260102,4973,廣穎,3288000,130704750,38.85,40.45,38.35,39.65,2021
20260102,4974,亞泰,118000,8318500,69.8,71,69.7,70.5,91
20260102,4979,華星光,24185000,7963234500,329,336,322.5,327.5,16978
20260102,4987,科誠,41000,2974300,72.4,73,72.4,72.8,30
20260102,4991,環宇-KY,704000,158388000,227.5,227.5,223,226.5,496
20260102,4995,晶達,27000,1107300,41.2,41.45,40.85,40.9,18
20260102,5009,榮剛,1504000,48171300,32.1,32.35,31.85,31.9,769
20260102,5011,久陽,140000,1399460,10.1,10.1,9.96,10,79
20260102,5013,強新,25000,706700,27.9,28.5,27.9,28.4,13
20260102,5014,建錩,249000,2540500,10.35,10.35,10.1,10.15,75
20260102,5015,華祺,209000,5767150,27.5,27.6,27.45,27.6,15
20260102,5016,松和,2000,49750,24.85,24.9,24.85,24.9,2
20260102,5201,凱衛,175000,7926500,45.5,45.9,44.9,45.05,136
20260102,5202,力新,187000,3040100,16.3,16.3,16.15,16.25,85
20260102,5205,中茂,7000,221300,32.5,34.5,30.45,30.45,7
20260102,5206,坤悅,81000,2755550,34,34.3,33.7,33.85,54
20260102,5209,新鼎,20000,3350500,168,168.5,166.5,167,20
20260102,5210,寶碩,120000,2731800,22.35,23.35,22.35,22.6,72
20260102,5211,蒙恬,11000,302900,28.15,28.15,27.2,27.3,10
20260102,5212,凌網,24000,1271900,51.7,53.9,51.7,53.2,16
20260102,5213,亞昕,335000,7992200,23.95,24.1,23.7,23.9,165
20260102,5220,萬達光電,15000,262650,17.5,17.6,17.4,17.4,15
20260102,5223,安力-KY,17000,476500,28,28.25,28,28,9
20260102,5227,立凱-KY,78000,1931700,24.5,25.25,24.5,24.7,62
20260102,5228,鈺鎧,238000,4542700,18.2,19.45,18.2,19.45,134
20260102,5230,雷笛克光學,123000,2250100,17.95,18.45,17.95,18.35,73
20260102,5236,凌陽創新,171000,19377500,112,114,112,113,121
20260102,5245,智晶,225000,5221400,22,23.4,22,23.4,124
20260102,5251,天鉞電,180000,6619350,36.85,37.15,36.6,36.6,133
20260102,5263,智崴,2131000,239541000,113,113.5,108,113.5,1244
20260102,5272,笙科,67000,1397200,20.85,21,20.7,20.8,45
20260102,5274,信驊,142000,1030950000,7260,7345,7145,7255,139
20260102,5276,達輝-KY,7000,107050,15.05,16.1,14.9,16.1,5
20260102,5278,尚凡*,228000,7144100,30.6,31.7,30.6,31.35,146
20260102,5287,數字,37000,6286000,170.5,170.5,169.5,170,35
