日期,代號,名稱,成交量,成交值,開盤,最高,最低,收盤,成交筆數
20260202,3171,炎洲流通,50000,2386700,48.55,48.55,47.55,47.6,25
20260202,3176,基亞,242000,7821800,32.75,32.9,31.95,31.95,137
20260202,3178,公準,125000,6926700,56.9,56.9,54.5,54.7,104
20260202,3188,鑫龍騰,130000,3734650,28.95,28.95,28.45,28.7,76
20260202,3191,雲嘉南,1000,15750,15.75,15.75,15.75,15.75,1
20260202,3205,佰研,193000,9290700,48.1,48.95,47.55,47.65,143
20260202,3206,志豐,33000,1030350,31.25,31.5,31.1,31.5,25
20260202,3207,耀勝,495000,33759900,69.9,70,67.1,67.1,340
20260202,3211,順達,10486000,3477085500,331,346.5,319,319,7300
20260202,3213,茂訊,390000,37916400,98.5,98.5,96.2,97.5,296
20260202,3217,優群,642000,97979500,155,155,151,153.5,489
20260202,3218,大學光,176000,24805500,144,144,140,142,156
20260202,3219,倚強科,250000,15182800,61.4,61.7,59.8,60.7,170
20260202,3221,台嘉碩,7258000,202718100,30,30,27.1,27.15,4003
20260202,3224,三顧,15000,671250,44.5,44.9,44.5,44.8,14
20260202,3226,龍鋒,0,0,0,0,0,0,0
20260202,3227,原相,1948000,376958000,198.5,199.5,190,195,1648
20260202,3228,金麗科,668000,90577000,141,142,132.5,136,426
20260202,3230,錦明,2757000,78684300,26.65,29.2,26.6,27.5,1405
20260202,3232,昱捷,28000,628350,22.45,22.8,22.25,22.8,19
20260202,3234,光環,5152000,287796100,58,58.7,54.9,55.1,2776
20260202,3236,千如,2242000,64066650,28.9,29.2,28.15,28.35,1311
20260202,3252,海灣,70000,1283500,18.4,18.4,18.05,18.1,22
20260202,3259,鑫創,37000,726650,19.8,19.8,19.25,19.6,26
20260202,3260,威剛,15630000,5264483000,350,352,327.5,331,10678
20260202,3264,欣銓,12593000,1919933000,155.5,156.5,149.5,153.5,6814
20260202,3265,台星科,2484000,329017500,138,138,130,132.5,1628
20260202,3268,海德威,96000,1562100,16.9,16.9,16.1,16.35,51
20260202,3272,東碩,50000,972000,19.5,19.6,19.3,19.6,31
20260202,3276,宇環,114000,1607700,14.45,14.45,14,14,87
20260202,3284,太普高,79000,1572300,20,20,19.85,19.9,51
20260202,3285,微端,15000,400900,26.5,27,26.5,26.8,14
20260202,3287,廣寰科,80000,2427750,31.15,31.15,29.95,30.1,66
20260202,3288,點晶,3000,48450,16.15,16.15,16.15,16.15,2
20260202,3289,宜特,2078000,267987500,132.5,133.5,126,126.5,1446
20260202,3290,東浦,677000,32569000,49.2,49.2,47.35,47.4,404
20260202,3293,鈊象,1553000,1094859000,712,716,702,703,1295
20260202,3294,英濟,1574000,58071050,37.35,37.4,36.5,36.95,922
20260202,3297,杭特,134000,5198600,39.4,39.4,38.3,38.8,106
20260202,3303,岱稜,193000,8621450,45.5,45.5,44.05,44.8,141
20260202,3306,鼎天,264000,12380800,47,47.85,46.55,46.55,203
20260202,3310,佳穎,52000,3779100,72.1,73.1,71.5,73,16
20260202,3313,斐成,174000,2309050,13.55,13.55,13.15,13.3,95
20260202,3317,尼克森,774000,36468600,48.4,48.4,46.55,46.8,547
20260202,3322,建舜電,464000,7040600,15.25,15.45,15,15.05,266
20260202,3323,加百裕,8037000,315820050,37,40.5,36.25,37.75,4887
20260202,3324,雙鴻,4116000,3849092000,887,960,884,938,3352
20260202,3325,旭品,273000,4192000,15.8,15.8,15.2,15.2,157
20260202,3332,幸康,51000,2813200,56.8,56.9,54.5,55,37
20260202,3339,泰谷,781000,21113750,28.15,28.15,26.4,26.6,408
20260202,3349,寶德,229000,6514350,28.65,28.8,28.05,28.8,130
20260202,3354,律勝,560000,13679300,25.1,25.1,23.9,24.5,402
20260202,3357,臺慶科,1891000,279721500,153.5,153.5,145.5,146,1454
20260202,3360,尚立,570000,8040150,14.3,14.3,13.8,14.05,303
20260202,3362,先進光,720000,76151500,108,108,104.5,106,499
20260202,3363,上詮,11039000,4951624000,406,458,401.5,458,7406
20260202,3372,典範,1485000,31073500,21.3,21.5,20.6,20.6,566
20260202,3373,熱映,783000,15237900,19.3,20.35,18.8,19.1,536
20260202,3374,精材,5322000,846843500,162.5,164,156,159.5,3318
20260202,3379,彬台,654000,30250950,48.4,48.4,45.3,45.35,458
20260202,3388,崇越電,42000,2597900,61.7,62.2,61.7,62.2,37
20260202,3390,旭軟,276000,6090150,22.3,22.3,21.9,22.05,147
20260202,3402,漢科,617000,78836000,129,130,126.5,127,403
20260202,3426,台興,13000,570600,45.8,45.8,43.3,43.3,12
20260202,3430,奇鈦科,435000,27309600,62.7,63.7,62.2,62.9,315
20260202,3434,哲固,188000,5883800,31.6,32.5,30.8,31.25,141
20260202,3438,類比科,136000,6488400,47.5,48.85,47.4,47.5,107
20260202,3441,聯一光,169000,5908300,35.7,35.8,34.6,34.7,107
20260202,3444,利機,204000,13556600,66.3,68.5,65.3,66.7,147
20260202,3455,由田,1750000,183159500,106,106.5,103,105.5,954
20260202,3465,進泰電子,9000,411050,44.65,47.35,44.65,46,8
20260202,3466,德晉,750000,28360100,38.45,38.7,37,38.7,410
20260202,3467,台灣精材,28000,1122050,39.85,40.4,39.85,39.95,22
20260202,3479,安勤,253000,22426500,89.6,89.6,88.2,88.6,194
20260202,3483,力致,473000,39318800,83,84,82,83.7,311
20260202,3484,崧騰,168000,8234850,49.9,49.9,48.7,49.25,124
20260202,3489,森寶,72000,1476800,20.5,20.65,20.5,20.5,30
20260202,3490,單井,176000,4049200,23.4,23.4,22.8,23,130
20260202,3491,昇達科,799000,916270000,1125,1195,1110,1165,547
20260202,3492,長盛,264000,6411900,24.85,24.9,23.9,24.7,182
20260202,3498,陽程,1086000,52106600,49.15,49.15,47.2,48.6,801
20260202,3499,環天科,158000,2583450,16.65,16.8,16.1,16.1,114
20260202,3508,位速,1355000,35693000,25.4,26.55,25.4,26.55,401
20260202,3511,矽瑪,160000,3126750,20,20,19.35,19.5,118
20260202,3512,皇龍,55000,1120950,20.4,20.65,20.3,20.3,42
20260202,3516,亞帝歐,35000,695800,19.8,19.95,19.8,19.85,14
20260202,3520,華盈,119000,1764050,15,15,14.6,14.8,83
20260202,3521,鴻翊,1298000,20701600,14.6,16.15,14.6,16.15,627
20260202,3522,御嵿,55000,877200,15.95,16.15,15.75,16,39
20260202,3523,迎輝,17000,312900,19.25,19.25,17.65,18.3,13
20260202,3526,凡甲,198000,49090500,248,250,246,249,150
20260202,3527,聚積,121000,6532000,55,55.7,53.2,53.7,113
20260202,3529,力旺,1453000,2486895000,1755,1780,1670,1700,1254
20260202,3531,先益,11000,231000,21,21,21,21,5
20260202,3537,堡達,296000,13525400,46.7,46.7,45.4,45.55,213
20260202,3540,曜越,246000,7530400,30.55,31,30.3,30.5,160
20260202,3541,西柏,39000,1016900,26,26.35,26,26.05,26
20260202,3546,宇峻,224000,16581600,74.3,74.8,73.2,74.2,177
20260202,3548,兆利,520000,44403700,86.2,87.1,84.5,85,400
20260202,3551,世禾,444000,78803500,176.5,180.5,175,177.5,357
20260202,3552,同致,286000,15526700,56.2,56.2,53.7,53.9,245
20260202,3555,博士旺,2005000,241489000,120,123,116,123,1438
20260202,3556,禾瑞亞,193000,8240800,43.75,43.75,42.05,42.05,156
20260202,3558,神準,238000,32197500,135,137.5,133,135.5,210
20260202,3564,其陽,241000,11537550,48.4,49.05,47.2,47.3,184
20260202,3567,逸昌,56000,1521050,27.3,27.45,27,27.05,49
20260202,3570,大塚,15000,2575000,173.5,173.5,171,171.5,14
20260202,3577,泓格,124000,7547700,60.2,61.8,59.8,61.6,105
20260202,3580,友威科,478000,31240800,66.6,67.2,64.1,64.7,308
20260202,3581,博磊,738000,51220100,72.1,72.1,68,69.7,534
20260202,3587,閎康,834000,166462000,200.5,206.5,194.5,205,674
20260202,3594,磐儀,877000,35355000,40.25,41.25,39.4,40.15,596
20260202,3597,映興,91000,2228400,25.2,25.2,24.3,24.5,56
20260202,3609,三一東林,111000,3948250,36.1,36.1,35.4,35.4,80
20260202,3611,鼎翰,18000,3471000,193,193.5,192.5,193,17
20260202,3615,安可,781000,19407250,25.7,25.7,24.35,25,371
20260202,3623,富晶通,119000,2907250,24.95,24.95,24.15,24.4,83
20260202,3624,光頡,1799000,99202300,55.4,56.2,54.4,55,1176
20260202,3625,西勝,411000,7746600,18.75,19.3,18.7,18.75,257
20260202,3628,盈正,190000,12234000,63.5,65.3,63.4,64.5,153
20260202,3629,地心引力,0,0,0,0,0,0,0
20260202,3630,新鉅科,2568000,82554800,32.65,33.05,31.35,31.95,1573
20260202,3631,晟楠,151000,4219350,27.9,28.65,27.15,28.1,123
20260202,3632,研勤,39000,359380,9.4,9.4,9.2,9.32,29
20260202,3646,艾恩特,32000,794950,25.1,25.5,24.45,24.65,26
20260202,3663,鑫科,1095000,61537900,56.1,58,55.4,55.8,686
20260202,3664,安瑞-KY,79000,1204250,15,15.5,15,15.05,65
20260202,3666,光耀,85000,2315750,28,28,26.9,27.45,51
20260202,3672,康聯訊,10000,118750,11.9,11.9,11.75,11.9,6
20260202,3675,德微,503000,74583000,148,152,145.5,147.5,397
20260202,3680,家登,1363000,551513500,397,410,397,405,1095
20260202,3684,榮昌,72000,3789000,53.8,53.8,52,52.2,50
20260202,3685,元創精密,601000,21591150,35.8,36.5,35.05,36.5,332
20260202,3687,歐買尬,294000,22148400,78.3,78.3,74.4,74.5,222
20260202,3689,湧德,2165000,232717500,108,110.5,105.5,107.5,1338
20260202,3691,碩禾,565000,65977500,114,121.5,114,114,473
20260202,3693,營邦,3830000,1486350500,390,405,372.5,377,3203
20260202,3707,漢磊,8983000,508375100,58,58.7,54.9,57.9,4843
20260202,3709,鑫聯大投控,1132000,68433800,61,61.6,59.4,60.2,654
20260202,3710,連展投控,356000,2472400,7.09,7.13,6.84,6.86,186
20260202,3713,新晶投控,68000,1314650,19.65,19.75,19.1,19.25,50
20260202,4102,永日,81000,1647050,20.3,20.6,20.1,20.6,66
20260202,4105,東洋,951000,80230600,85.8,85.8,83.5,84,647
20260202,4107,邦特,30000,3564000,119,119.5,118.5,119,29
20260202,4109,加捷生醫,387000,5432650,14.2,14.2,14,14,186
20260202,4111,濟生,59000,1743900,29.5,29.65,29.4,29.65,39
20260202,4113,聯上,175000,3730100,21.5,21.75,20.85,20.9,108
20260202,4114,健喬,1391000,44261950,32,32,31.6,31.85,775
20260202,4116,明基醫,39000,1627150,42.3,42.3,41.4,41.65,33
20260202,4120,友華,14000,622050,44.15,45.15,44.1,44.5,14
20260202,4121,優盛,907000,16623150,18.35,19.05,17.6,18.6,549
20260202,4123,晟德,2128000,85064150,40.4,40.65,39.5,39.75,1083
20260202,4126,太醫,36000,2922200,81.4,81.4,81,81.1,33
20260202,4127,天良,450000,18748650,41.9,42.2,40.35,40.5,217
20260202,4128,中天,1126000,22077000,19.9,19.9,19.45,19.5,603
20260202,4129,聯合,325000,35213500,106.5,110.5,106.5,110.5,215
20260202,4130,健亞,1201000,37532150,30.4,31.9,30.25,31.35,701
20260202,4131,浩泰,50000,1916700,38.85,38.9,37.7,38.8,9
20260202,4138,曜亞,24000,1437100,59.6,60,59.6,59.9,21
20260202,4139,馬光-KY,1000,24000,24,24,24,24,1
20260202,4147,中裕,1235000,68603000,56.2,56.2,54.9,56.1,911
20260202,4153,鈺緯,19000,637250,33.95,33.95,33.5,33.55,16
20260202,4154,樂威科-KY,26000,340800,13.55,13.55,13,13,17
20260202,4157,太景*-KY,2601000,34784800,13.65,13.75,13.15,13.25,1008
20260202,4160,訊聯基因,75000,3865300,52.7,52.9,50.9,51.1,64
20260202,4161,聿新科,55000,1405900,25.8,26.15,25.05,25.05,52
20260202,4162,智擎,549000,35983500,66.5,66.5,65,65.5,388
20260202,4163,鐿鈦,7000,645800,91.6,92.8,91.6,92.5,7
20260202,4166,友霖,164000,4321100,26.5,26.8,26.2,26.8,76
20260202,4167,松瑞藥,2053000,42040700,20.95,20.95,20,20.2,937
20260202,4168,醣聯,545000,15179600,29,29,27.3,27.55,315
20260202,4171,瑞基,651000,14679350,21.45,23,21.45,22.35,412
20260202,4173,久裕,158000,3360150,21.35,21.4,21.15,21.2,100
20260202,4175,杏一,11000,641200,58.2,58.4,58,58.4,9
20260202,4183,福永生技,5000,80300,16.15,16.15,16,16.15,5
20260202,4188,安克,42000,585350,14.1,14.2,13.85,13.9,29
20260202,4192,杏國,12000,277700,23.3,23.3,23,23,9
20260202,4198,欣大健康,2000,63050,31.55,31.55,31.5,31.5,2
20260202,4205,中華食,49000,3817800,78.2,78.2,77.5,77.9,43
20260202,4207,環泰,164000,3044550,18.5,18.7,18.45,18.6,62
20260202,4303,信立,766000,43473000,58,58,56.3,56.4,550
20260202,4304,勝昱,47000,1415250,30,30.5,30,30.5,14
20260202,4305,世坤,7000,302100,42.1,43.7,42.1,43.1,7
20260202,4401,東隆興,18000,299000,16.95,16.95,16.4,16.85,15
20260202,4402,郡都開發,2000,39500,19.75,19.75,19.75,19.75,2
20260202,4406,新昕纖,47000,487400,10.65,10.75,10.2,10.6,26
20260202,4413,飛寶企業,2000,35900,18.1,18.1,17.8,17.8,2
20260202,4416,三圓,91000,2667200,29.5,29.55,29,29.45,50
20260202,4417,金洲,68000,3507600,51.9,51.9,51.3,51.6,40
20260202,4419,皇家美食,1000,48900,48.9,48.9,48.9,48.9,1
20260202,4420,光明,32000,1613500,50.7,50.7,50.3,50.4,25
20260202,4430,耀億,7000,126000,18,18.25,17.8,18.25,7
20260202,4432,銘旺實,20000,325000,16.05,16.35,16.05,16.25,19
20260202,4433,興采,81000,1732050,22.2,22.2,20.8,20.85,53
20260202,4442,竣邦-KY,2000,115000,58.1,58.1,56.9,56.9,2
20260202,4502,健信,18000,284950,15.95,15.95,15.8,15.8,8
20260202,4503,金雨,227000,8681100,38.5,38.75,37.95,38.75,132
20260202,4506,崇友,100000,11139500,110.5,112.5,110.5,112.5,74
20260202,4510,高鋒,3746000,179715550,48.9,50.2,46,47.95,2459
20260202,4513,福裕,434000,8041850,19,19,18.25,18.6,246
20260202,4523,永彰,149000,4219400,28.45,28.65,28.15,28.3,118
20260202,4527,方土霖,28000,1145800,41.15,41.15,40.7,40.8,19
20260202,4528,江興鍛,61000,1239150,20.4,20.9,20,20.1,50
20260202,4529,淳紳,36000,124530,3.4,3.5,3.33,3.33,14
20260202,4530,宏易,18000,507600,28.45,28.45,28,28.2,12
20260202,4533,協易機,12397000,459535750,36.1,38.55,35.45,36.85,6960
20260202,4534,慶騰,1266000,29042950,24.1,24.25,21.75,22.4,658
20260202,4535,至興,6000,170500,28.5,28.5,28.4,28.4,4
20260202,4538,大詠城,14000,250050,17.95,17.95,17.7,17.75,14
20260202,4541,晟田,1071000,45739800,42.8,43.7,42.1,42.45,711
20260202,4542,科嶠,340000,34291900,101.5,102.5,99.4,100.5,255
20260202,4543,萬在,306000,9389900,30.75,31.15,30.3,30.35,193
20260202,4549,桓達,174000,17919500,105.5,105.5,102,102,129
20260202,4550,長佳,40000,1047250,26.2,26.55,26.05,26.05,23
20260202,4554,橙的,72000,1939150,27.1,27.9,26.6,26.6,58
20260202,4556,旭然,86000,2420950,27.7,29.5,27.5,27.55,67
20260202,4558,寶緯,30000,583400,19.5,19.5,19.3,19.5,19
20260202,4561,健椿,269000,11715550,44.55,45,43,45,209
20260202,4563,百德,331000,18558600,56.6,57,55.2,55.8,244
20260202,4568,科際精密,0,0,0,0,0,0,0
20260202,4577,達航科技,759000,38357500,52,52.4,49.25,50,490
20260202,4580,捷流閥業,20000,1628600,81,82.5,81,81.2,19
20260202,4584,君帆,7000,322300,46.3,46.3,46,46,6
20260202,4609,唐鋒,20000,105590,5.26,5.32,5.26,5.32,10
20260202,4702,中美實,56000,555380,9.88,10,9.83,9.97,26
20260202,4706,大恭,20000,626400,31,31.5,31,31.4,15
20260202,4707,磐亞,499000,4970080,10.05,10.05,9.92,9.94,196
20260202,4711,永純,78000,1162550,15,15.1,14.85,14.85,46
20260202,4714,永捷,1185000,19759000,16.95,16.95,16.5,16.65,578
20260202,4716,大立,440000,6570050,15.15,15.2,14.8,14.8,159
20260202,4721,美琪瑪,449000,28839400,64.7,64.8,63.5,64.1,301
20260202,4726,永昕,324000,10807600,34.15,34.15,32.75,33,183
20260202,4728,雙美,15000,5840000,380.5,393,380.5,389,14
20260202,4729,熒茂,217000,4575900,21.5,21.5,20.9,21.1,118
20260202,4735,豪展,9000,295900,33,33,32.75,32.85,9
20260202,4741,泓瀚,160000,3436900,21.8,21.8,21.25,21.25,85
20260202,4743,合一,3168000,205209800,65.9,66.2,63.7,64.7,1710
20260202,4744,皇將,110000,3238800,29.25,29.8,29.1,29.5,62
20260202,4745,合富-KY,45000,983950,21.7,22,21.7,21.95,38
20260202,4747,強生,53000,3012000,57,57.2,56.5,57.1,29
20260202,4749,新應材,1205000,1033718000,849,880,844,849,1085
20260202,4754,國碳科,10000,382850,38.3,38.3,38.2,38.25,8
20260202,4760,勤凱,1103000,190401500,176,180.5,169,177,860
20260202,4767,誠泰科技,2000,51200,25.5,25.7,25.5,25.7,2
20260202,4768,晶呈科技,658000,255665500,396,397.5,381,388,541
20260202,4772,台特化,1743000,559160000,316,328.5,312.5,321,1464
20260202,4804,大略-KY,1000,6450,6.45,6.45,6.45,6.45,1
20260202,4806,桂田文創,21000,208690,9.75,10,9.73,10,7
20260202,4903,聯光通,2311000,88393600,38.75,39.5,37.55,37.9,1414
20260202,4905,台聯電,7000,431700,60.1,62.2,60.1,61.8,7
20260202,4907,富宇,45000,1851250,41,41.5,40.6,41.4,39
20260202,4908,前鼎,233000,16433300,71,71.5,69.8,70.5,196
20260202,4909,新復興,1432000,77636900,55.4,56.4,53.2,53.4,992
20260202,4911,德英,35000,1483200,42.4,43,41.95,41.95,32
20260202,4923,力士,94000,2898950,32.05,32.05,30.5,31,71
20260202,4924,欣厚-KY,14000,155350,11.05,11.3,11,11.3,10
20260202,4931,新盛力,6542000,965874000,142.5,152.5,142,143.5,4612
20260202,4933,友輝,182000,10055000,55.6,55.7,54.7,55.3,112
20260202,4939,亞電,5241000,185095100,36.75,36.75,34.45,35.15,2788
20260202,4946,辣椒,68000,8008000,113,119,113,118.5,61
20260202,4950,金耘國際,32000,592050,19.1,19.1,18.15,18.5,28
20260202,4951,精拓科,224000,15049300,67.2,68,66.7,67.2,166
20260202,4953,緯軟,557000,66629000,120,121,119,119.5,310
20260202,4966,譜瑞-KY,912000,470591000,515,524,509,516,799
20260202,4971,IET-KY,5170000,2002906500,387,401.5,373,384,4411
20260202,4972,湯石照明,101000,1807450,18.05,18.35,17.75,18.15,43
20260202,4973,廣穎,3543000,167779250,50.1,50.2,46.55,46.55,2069
20260202,4974,亞泰,457000,33577700,75.5,76,72,72.8,366
20260202,4979,華星光,25972000,8292102500,315,327.5,306.5,319.5,19099
20260202,4987,科誠,101000,8237400,81.6,81.7,81.5,81.6,81
20260202,4991,環宇-KY,1325000,303583500,227,232,225.5,231.5,936
20260202,4995,晶達,11000,445400,40.5,40.5,40.4,40.5,7
20260202,5009,榮剛,3705000,125821300,34.1,34.95,33.35,33.6,1709
20260202,5011,久陽,334000,4072250,12.6,12.6,12,12.05,170
20260202,5013,強新,0,0,0,0,0,0,0
20260202,5014,建錩,577000,6713900,11.7,12,11.5,11.5,251
20260202,5015,華祺,7000,205700,30,30,28.8,28.9,7
20260202,5016,松和,5000,125200,25.2,25.2,25,25,3
20260202,5201,凱衛,74000,3065400,41.6,41.9,41.1,41.6,66
20260202,5202,力新,245000,3752800,15.7,15.7,15.15,15.3,128
20260202,5205,中茂,5000,141000,30.4,30.4,27.25,28.85,5
20260202,5206,坤悅,12000,356600,29.45,29.95,29.4,29.85,11
20260202,5209,新鼎,37000,6299000,171.5,171.5,168.5,170,37
20260202,5210,寶碩,129000,2653700,20.7,20.85,20.5,20.85,63
20260202,5211,蒙恬,22000,583100,29.15,29.15,26.25,26.25,20
20260202,5212,凌網,45000,2352200,52.8,52.8,51.5,51.7,36
20260202,5213,亞昕,867000,20867950,24.6,24.6,23.95,23.95,281
20260202,5220,萬達光電,41000,741000,18.5,18.7,17.85,17.9,36
20260202,5223,安力-KY,3000,84600,28.2,28.2,28.2,28.2,3
20260202,5227,立凱-KY,276000,7056750,25.7,25.9,25.3,25.6,148
20260202,5228,鈺鎧,420000,9397650,23.6,23.95,22,22.05,277
20260202,5230,雷笛克光學,110000,1964750,18.1,18.1,17.6,18,67
20260202,5236,凌陽創新,92000,10774000,117.5,118.5,116.5,117,76
20260202,5245,智晶,1293000,42794850,31.55,33.9,31.55,33.9,598
20260202,5251,天鉞電,131000,4296600,33.4,33.45,32.55,32.6,90
20260202,5263,智崴,541000,57810500,104.5,110.5,103,107,432
20260202,5272,笙科,146000,2923450,20,20.25,19.85,20.15,87
20260202,5274,信驊,265000,2368765000,8965,9095,8720,9040,247
20260202,5276,達輝-KY,21000,328350,15.6,16.6,15.15,15.9,20
20260202,5278,尚凡*,307000,8990550,29.6,29.6,28.9,29.1,172
20260202,5287,數字,55000,9085000,165.5,166.5,164,166.5,46
20260202,5289,宜鼎,4523000,3401657000,774,780,730,743,3671
20260202,5291,邑昇,859000,30393800,34.4,36.5,34.15,34.9,605
20260202,5299,杰力,87000,6362000,74.1,74.2,72.6,72.6,71
