日期,代號,名稱,收市,漲跌,開市,最高,最低,筆數,單位,金額,明日參價
20260102,30322,偉訓二,96,,96.5,96.5,96,4,14,1344550,96
20260102,30336,威健六,129.9,0.95,129,131,129,4,8,1034900,129.9
20260102,30337,威健七,103,1.3,103.45,104.5,102.85,31,196,20339650,103
20260102,30371,欣興一,142.75,-0.15,143.05,144,141.3,91,241,34339050,142.75
20260102,30401,遠見一,114.05,-3.95,114,114.05,114,2,10,1140050,114.05
20260102,30454,台灣大四,98.45,-0.55,99.05,99.05,98.35,100,3860,379867150,98.45
20260102,30455,台灣大五,102.2,-0.4,102.1,102.2,102.1,2,11,1124100,102.2
20260102,30882,艾訊二,,,,,,,,,107.15
20260102,30922,鴻碩二,97.5,0.05,97.25,97.5,97.25,2,2,194750,97.5
20260102,30954,及成四,,,,,,,,,107
20260102,31222,笙泉二,,,,,,,,,99.25
20260102,31282,昇銳二,,,,,,,,,97.45
20260102,31311,弘塑一,127.4,3.75,124,128.6,124,56,143,18222500,127.4
20260102,31312,弘塑二,129.1,3.1,128,131.95,128,44,156,20171350,129.1
20260102,31351,凌航一,165,,168,169,164,40,94,15734000,165
20260102,31382,耀登二,106.45,-1.75,105.8,106.45,105.8,2,2,212250,106.45
20260102,31413,晶宏三,,,,,,,,,100.4
20260102,31672,大量二,139,-5.05,142,142,138.35,26,46,6422750,139
20260102,31882,鑫龍騰二,99.8,-0.4,100.05,100.05,99.8,5,7,699350,99.8
20260102,32071,耀勝一,100.3,-0.2,100.3,100.3,100.3,10,10,1003000,100.3
20260102,32571,虹冠電一,,,,,,,,,123.55
20260102,32723,東碩三,93.4,0.4,93.4,93.4,93.4,1,1,93400,93.4
20260102,32843,太普高三,96.8,0.25,96.85,96.85,96.8,3,3,290500,96.8
20260102,33035,岱稜五,,,,,,,,,100
20260102,33055,昇貿五,150,-1,150,150,150,1,3,450000,150
20260102,33121,弘憶股一,94.3,-0.2,94.3,94.3,94.3,1,7,660100,94.3
20260102,33133,斐成三,,,,,,,,,113
20260102,33225,建舜電五,,,,,,,,,98.2
20260102,33233,加百裕三,,,,,,,,,129
20260102,33245,雙鴻五,146,-4,146.95,148,144.2,33,67,9784650,146
20260102,33466,麗清六,,,,,,,,,96.65
20260102,33571,臺慶科一,149,12.6,139.45,149.85,139.45,106,203,29352550,149
20260102,33621,先進光一,102,1,102,102,101.9,7,8,815550,102
20260102,33763,新日興三,128.65,1,126.1,128.65,126.1,10,15,1911550,128.65
20260102,33881,崇越電一,,,,,,,,,103.85
20260102,33902,旭軟二,125,-3.8,125.1,125.1,125,3,7,875600,125
20260102,34163,融程電三,123,0.35,122,123.9,122,7,21,2571300,123
20260102,34793,安勤三,108.4,0.9,108.4,108.4,108.4,1,4,433600,108.4
20260102,34834,力致四,,,,,,,,,105.55
20260102,34843,崧騰三,,,,,,,,,118.5
20260102,35161,亞帝歐一,,,,,,,,,109
20260102,35181,柏騰一,104,0.35,104.2,104.2,104,4,21,2184200,104
20260102,35221,御嵿一,112,1,111.1,112,111.1,3,3,334200,112
20260102,35265,凡甲五,149.9,-3.1,149.9,149.9,149.9,1,5,749500,149.9
20260102,35266,凡甲六,131,-1,127.5,131,127.5,6,12,1566500,131
20260102,35267,凡甲七,114.75,-2.2,114.9,114.9,113.1,15,62,7069200,114.75
20260102,35431,州巧一,118,1.85,117,118,117,48,127,14910000,118
20260102,35482,兆利二,103.8,1.9,103,103.8,103,3,3,309800,103.8
20260102,35483,兆利三,,,,,,,,,101.55
20260102,35513,世禾三,138,2,140,141,137.1,23,38,5248150,138
20260102,35642,其陽二,,,,,,,,,96
20260102,35831,辛耘一,118,0.1,118,118,118,1,19,2242000,118
20260102,35832,辛耘二,122.8,2.3,123,123,122,25,34,4168250,122.8
20260102,35871,閎康一,118,4,117.5,118,117.4,10,15,1765000,118
20260102,35914,艾笛森四,,,,,,,,,100
20260102,36053,宏致三,130,0.8,129.75,130,129.75,2,2,259750,130
20260102,36173,碩天三,108,-0.5,108.5,108.5,108,11,24,2600800,108
20260102,36804,家登四,124.75,3.75,122.65,126.95,122.65,52,82,10244900,124.75
20260102,36841,榮昌一,126.05,-8.85,126.05,126.05,126.05,2,3,378150,126.05
20260102,36872,歐買尬二,112,2.1,111,112.7,111,11,20,2242500,112
20260102,36873,歐買尬三,108,4.75,108.4,108.4,107.5,5,5,539400,108
20260102,36894,湧德四,204,15,189,204,189,4,7,1353000,204
20260102,36913,碩禾三,,,,,,,,,101.6
20260102,37012,大眾控二,100.5,1.3,100.5,100.5,100.5,1,1,100500,100.5
20260102,37022,大聯大二,100.65,0.75,101.3,101.3,100.3,22,32,3216850,100.65
20260102,37023,大聯大三,101.95,0.95,101.3,101.95,100.9,18,30,3043200,101.95
20260102,37075,漢磊五,136,7.4,129.05,136,129.05,24,40,5306850,136
20260102,37083,上緯投控三,138.3,-0.6,137,138.3,137,2,3,412300,138.3
20260102,37084,上緯投控四,,,,,,,,,142
20260102,37131,新晶投控一,,,,,,,,,99
20260102,41135,聯上五,112.85,-2.15,112.85,112.85,112.85,1,1,112850,112.85
20260102,41236,晟德六,119.75,-3.25,121,121,119.1,11,11,1321850,119.75
20260102,41237,晟德七,108.2,-1.4,109.1,109.6,107.45,26,27,2926750,108.2
20260102,41295,聯合五,116.9,0.2,117.55,119.25,116.9,16,31,3637100,116.9
20260102,41372,麗豐二KY,99.9,-0.9,98.1,100.8,98.05,14,87,8538950,99.9
20260102,41645,承業醫五,,,,,,,,,110
20260102,41684,醣聯四,120.5,,120.05,120.5,119.7,6,14,1683600,120.5
20260102,41903,佐登三KY,98.5,,98.5,98.5,98.35,5,15,1476000,98.5
20260102,44163,三圓三,104.1,,104.1,104.1,104.1,1,1,104100,104.1
20260102,44383,廣越三,111.5,,111.55,111.55,111.5,8,22,2453600,111.5
20260102,44391,冠星一KY,,,,,,,,,102.6
20260102,44421,竣邦一KY,,,,,,,,,124.9
20260102,45102,高鋒二,97,-0.2,97.15,97.3,97,9,13,1262500,97
20260102,45421,科嶠一,108,0.05,108,108,108,1,1,108000,108
20260102,45491,桓達一,,,,,,,,,104.9
20260102,45554,氣立四,106.4,-1.05,106.55,106.55,106.4,6,25,2662500,106.4
20260102,45581,寶緯一,,,,,,,,,101.1
20260102,45641,元翎一,98.8,0.35,97.6,98.8,97.6,4,21,2050800,98.8
20260102,45663,時碩工業三,115.15,-1.85,115,115.15,115,2,4,460150,115.15
20260102,45691,六方科一KY,,,,,,,,,100
20260102,45721,駐龍一,,,,,,,,,114
20260102,45811,光隆精密一KY,99.85,0.15,99.85,99.85,99.85,1,1,99850,99.85
20260102,47223,國精化三,143,-2.9,144.05,144.05,143,7,10,1435900,143
20260102,47393,康普三,102,-0.9,102.9,103,102,8,33,3376950,102
20260102,47394,康普四,116.3,1.5,114.8,117,114.35,49,143,16629550,116.3
20260102,47471,強生一,,,,,,,,,105
20260102,47721,台特化一,131.2,4.2,127,132.45,127,210,518,67360150,131.2
20260102,49066,正文六,113.95,0.15,114,114,112.7,8,8,910000,113.95
20260102,49165,事欣科五,,,,,,,,,138
20260102,49793,華星光三,186,2,186,186,184,8,11,2035000,186
20260102,49794,華星光四,161,1,161,163,160,9,16,2583000,161
20260102,50097,榮剛七,99.3,-0.05,99.3,99.3,99.3,1,4,397200,99.3
20260102,52011,凱衛一,,,,,,,,,126
20260102,52091,新鼎一,113.45,2.15,114,114,113.45,2,3,341450,113.45
20260102,52121,凌網一,98.1,-0.1,98.1,98.1,98.1,1,10,981000,98.1
20260102,52303,雷笛克光學三,,,,,,,,,106.1
20260102,52441,弘凱一,105.05,-1.75,106.8,107,105.05,14,22,2338700,105.05
20260102,52452,智晶二,96.5,1,96.5,96.5,96.5,5,5,482500,96.5
20260102,52635,智崴五,120,4.1,112.35,120,112.35,38,91,10766650,120
20260102,53064,桂盟四,100.95,,100.95,101,100.95,5,13,1312650,100.95
20260102,53095,系統電五,173,-5,176,176,173,5,11,1906000,173
20260102,53096,系統電六,113.55,-1.45,114.05,114.05,113.55,21,43,4890900,113.55
20260102,53097,系統電七,120,-1.75,124,124,120,26,100,12186650,120
20260102,53211,美而快一,,,,,,,,,100
20260102,53887,中磊七,101.8,0.25,102.9,102.9,101.8,8,24,2459150,101.8
20260102,54342,崇越二,164,2,162,164,162,2,2,326000,164
20260102,54391,高技一,129.9,-0.85,130,130,128.35,19,45,5812300,129.9
20260102,54501,南良一,,,,,,,,,108.05
20260102,54573,宣德三,95.9,0.2,95.9,95.9,95.9,1,1,95900,95.9
20260102,55434,桓鼎四KY,,,,,,,,,106.55
20260102,56086,四維航六,,,,,,,,,105.95
20260102,56087,四維航七,110.8,-0.7,110.55,110.8,110.3,4,6,663000,110.8
20260102,59055,南仁湖四,,,,,,,,,100.35
20260102,60151,宏遠證一,,,,,,,,,97.9
20260102,60152,宏遠證二,,,,,,,,,109
20260102,61041,創惟一,107,-0.4,107,107,107,1,5,535000,107
20260102,61112,大宇資二,,,,,,,,,97
20260102,61171,迎廣一,,,,,,,,,110.5
20260102,61172,迎廣二,109.8,,109.8,109.8,109.8,1,10,1098000,109.8
20260102,61255,廣運五,,,,,,,,,99.1
20260102,61263,信音三,,,,,,,,,122
20260102,61394,亞翔四,360,10,360,360,360,1,1,360000,360
20260102,61506,撼訊六,97,,97.05,97.05,97,9,16,1552200,97
20260102,61565,松上五,,,,,,,,,103
20260102,61635,華電網五,222,4,224,226,222,5,16,3591000,222
20260102,61777,達麗七,,,,,,,,,119
20260102,61793,亞通三,,,,,,,,,101.9
20260102,61794,亞通四,,,,,,,,,107.4
20260102,61827,合晶七,,,,,,,,,99
20260102,61828,合晶八,105.4,1.7,105.85,105.85,105,14,34,3585200,105.4
20260102,61843,大豐電三,100.1,-0.4,100.1,100.1,100.1,2,4,400400,100.1
20260102,61875,萬潤五,139.95,4.85,139.95,139.95,139,3,3,418900,139.95
20260102,61894,豐藝四,118,0.05,118,118,118,1,1,118000,118
20260102,61907,萬泰科七,125.5,1.5,124.1,125.5,124,14,30,3731750,125.5
20260102,61965,帆宣五,215,5,212,215,212,5,8,1699000,215
20260102,61973,佳必琪三,127.05,11.55,119.25,127.05,119.25,91,186,23254400,127.05
20260102,62075,雷科五,112.5,1.5,111.55,114,111.55,9,53,5972850,112.5
20260102,62076,雷科六,114,3,111.5,114,111.5,19,43,4871500,114
20260102,62093,今國光三,171,1,172,173,170,19,58,9969000,171
20260102,62194,富旺四,112.45,0.15,112.4,112.45,112.4,2,5,562050,112.45
20260102,62433,迅杰三,95.5,1.9,95.5,95.5,95.5,1,1,95500,95.5
20260102,62695,台郡五,,,,,,,,,103.4
20260102,62696,台郡六,98,0.55,97.5,98,97.5,6,16,1567500,98
20260102,62745,台燿五,138.4,-1.15,139.5,140,137.15,123,281,38744500,138.4
20260102,62756,元山六,,,,,,,,,227
20260102,62822,康舒二,114.8,1.8,114.6,115.3,114.6,92,306,35140200,114.8
20260102,62843,佳邦三,117.8,4.9,114.15,118,114.15,34,54,6253350,117.8
20260102,629010,良維十,250,11,244,250,244,3,6,1494000,250
20260102,64145,樺漢五,114.25,0.95,115.2,115.2,113.6,27,61,6968950,114.25
20260102,64146,樺漢六,,,,,,,,,152
20260102,64251,易發一,,,,,,,,,142.9
20260102,64324,今展科四,,,,,,,,,116.6
20260102,64422,光聖二,139.05,1.3,141.05,141.05,138.05,33,104,14446700,139.05
20260102,64423,光聖三,142.2,1.2,142,143.4,142,47,111,15847350,142.2
20260102,64512,訊芯二KY,98,0.25,98,98,98,2,2,196000,98
20260102,64693,大樹三,101.3,-1.2,101.55,102,101.05,22,35,3546450,101.3
20260102,64773,安集三,,,,,,,,,101.1
20260102,64774,安集四,,,,,,,,,96
20260102,64775,安集五,95.3,0.05,95.3,95.3,95.3,1,10,953000,95.3
20260102,65096,聚和六,106.9,0.65,106.5,107,106.5,5,6,641150,106.9
20260102,65331,晶心科一,101,,100.95,101,100.95,4,30,3029900,101
20260102,65381,倉和一,91.05,1,90.05,91.05,90.05,2,29,2612450,91.05
20260102,65461,正基一,,,,,,,,,97.85
20260102,65521,易華電一,,,,,,,,,99.9
20260102,65841,南俊國際一,185,-10,188,188,185,2,2,373000,185
20260102,65842,南俊國際二,,,,,,,,,174
20260102,65851,鼎基一,,,,,,,,,105.8
20260102,65852,鼎基二,,,,,,,,,115
20260102,65914,動力四KY,107,,107,107,107,1,5,535000,107
20260102,66163,特昇三KY,98.4,0.25,98.4,98.4,98.4,2,5,492000,98.4
20260102,66241,萬年清一,158,-9,166,166,158,14,19,3038000,158
20260102,66292,泰金二KY,,,,,,,,,105.6
20260102,66411,基士德一KY,,,,,,,,,98
20260102,66451,金萬林一創,,,,,,,,,104.6
20260102,66642,群翊二,129,2,126.95,129.95,126.95,39,86,11082500,129
20260102,66702,復盛應用二,110.8,0.25,110.55,111.1,110.55,113,369,40878300,110.8
20260102,66801,鑫創電子一,,,,,,,,,109.95
20260102,67062,惠特二,98,-2.2,100.2,100.7,98,17,48,4811250,98
20260102,67152,嘉基二,,,,,,,,,103.6
20260102,67531,龍德造船一,,,,,,,,,128.15
20260102,67681,志強一KY,,,,,,,,,120
20260102,67711,平和環保一創,,,,,,,,,105.65
20260102,67961,晉弘一,99.05,-0.95,99.05,99.05,99.05,1,1,99050,99.05
20260102,67962,晉弘二,101.05,0.75,100.3,101.05,100.3,12,79,7930150,101.05
20260102,68041,明係一,98.25,,98.25,98.25,98.25,1,1,98250,98.25
20260102,68061,森崴能源一,97.35,0.05,97.25,97.35,97.25,3,3,291950,97.35
20260102,68211,聯寶一,,,,,,,,,101.6
20260102,68231,濾能一,,,,,,,,,108.55
20260102,68301,汎銓一,126.5,5.35,125.3,126.5,125.05,5,6,754900,126.5
20260102,68351,圓裕一,,,,,,,,,99.3
20260102,68401,東研信超一,,,,,,,,,113.8
20260102,68431,進典一,,,,,,,,,106.5
20260102,68461,綠茵一,,,,,,,,,100
20260102,68462,綠茵二,,,,,,,,,104.5
20260102,68541,錼創科技一KY創,,,,,,,,,104
20260102,68631,永道一KY,93,,93,93,93,3,3,279000,93
20260102,68701,騰雲一,,,,,,,,,107
20260102,68702,騰雲二,108.8,,108.8,108.8,108.8,1,20,2176000,108.8
20260102,68731,泓德能源一,,,,,,,,,137.55
20260102,68732,泓德能源二,89.75,-2.25,89.8,90,89.6,11,23,2063450,89.75
20260102,68741,倍力一,,,,,,,,,97
20260102,68901,來億一KY,113.2,-0.8,114,114,110.4,39,201,22773800,113.2
20260102,68902,來億二KY,113.3,-0.1,114.3,114.3,113.3,13,58,6590300,113.3
20260102,69041,伯鑫一,100,-1.95,101.3,101.3,100,17,40,4010400,100
20260102,69571,裕慶一KY,110.9,,109,113.8,109,18,99,10821550,110.9
20260102,69821,大井泵浦一,100,,100,100,100,2,6,600000,100
20260102,69822,大井泵浦二,,,,,,,,,104.5
20260102,74022,邑錡二,,,,,,,,,141.5
20260102,75561,意德士一永,106.35,2.25,104.3,106.35,104.3,6,7,732450,106.35
20260102,75562,意德士二,114,7.2,106.8,114,106.8,3,3,331300,114
20260102,77131,威力德生醫一,103.5,,103,103.5,103,2,2,206500,103.5
20260102,80273,鈦昇三,175,4,173,175,173,4,43,7441000,175
20260102,80282,昇陽半導體二,135.95,5.5,130.45,135.95,130.45,63,294,38828650,135.95
20260102,80426,金山電六,108.8,1.4,107.4,108.8,107.4,16,193,20921250,108.8
20260102,80506,廣積六,,,,,,,,,105
20260102,80872,麗升能源二,,,,,,,,,96.8
20260102,80914,翔名四,114.7,2.4,113.95,116.2,113.95,7,9,1034050,114.7
20260102,80924,建暐四,,,,,,,,,123.9
20260102,81042,錸寶二,,,,,,,,,95.65
20260102,811210,至上十,118,2.3,116,118.5,116,32,108,12738500,118
20260102,81473,正淩三,,,,,,,,,106
20260102,81551,博智一,140.5,0.2,140.3,140.55,140.3,8,59,8283400,140.5
20260102,81714,天宇四,106,,106,106,106,1,4,424000,106
20260102,81715,天宇五,,,,,,,,,95.55
20260102,82551,朋程一,101.8,0.65,102,102,101.7,8,16,1629900,101.8
20260102,82992,群聯二,263,-2,265,267,260,107,1483,392173000,263
20260102,83742,羅昇二,,,,,,,,,96
20260102,84041,百和興業一KY,114.1,0.25,114,114.1,114,4,60,6845000,114.1
20260102,84113,福貞三KY,100.1,,100.15,100.15,100.1,5,5,500600,100.1
20260102,84221,可寧衛一,218,6,221,229,217,11,14,3114000,218
20260102,84222,可寧衛二,167,4,165,176,165,763,2438,415318000,167
20260102,84331,弘帆一,,,,,,,,,99.25
20260102,84332,弘帆二,,,,,,,,,98.45
20260102,84333,弘帆三,,,,,,,,,98.5
20260102,84422,威宏二KY,107,0.85,106.15,107,106.15,3,7,745500,107
20260102,84623,柏文三,109,-3,109,109,109,2,5,545000,109
20260102,84662,美吉吉二KY,,,,,,,,,100
20260102,84672,波力二KY,,,,,,,,,114
20260102,84673,波力三KY,,,,,,,,,103.65
20260102,84732,山林水二,,,,,,,,,114
20260102,84781,東哥遊艇一,93.5,,93.5,93.5,93.5,3,6,561000,93.5
20260102,84881,吉源一KY,,,,,,,,,98.85
20260102,84891,三貝德一,,,,,,,,,141.65
20260102,89277,北基七,101.05,-2,101.05,101.05,101.05,1,4,404200,101.05
20260102,89278,北基八,,,,,,,,,99.75
20260102,89964,高力四,250,6,250,250,250,1,1,250000,250
20260102,98026,鈺齊六KY,121,,123.45,123.45,121,2,2,244450,121
20260102,99063,欣巴巴三,95.8,0.3,95.8,95.8,95.8,1,1,95800,95.8
20260102,99332,中鼎二,92.95,0.15,92.85,93,92.85,6,8,743400,92.95
20260102,99353,慶豐富三,96.1,,96.95,96.95,96.1,5,16,1549600,96.1
20260102,99392,宏全二,,,,,,,,,103.7
20260102,99412,裕融二,96.55,-0.05,96.55,96.55,96.2,3,46,4439550,96.55
20260102,99587,世紀鋼七,96.1,0.1,96,97.05,96,27,79,7589700,96.1
20260102,99588,世紀鋼八永,97.5,1,96.55,98.75,96.55,6,31,3001250,97.5
20260105,11011,台泥一永,97.2,0.2,97,97.2,97,3,31,3007200,97.2
20260105,12561,鮮活果汁一KY,,,,,,,,,94.55
20260105,13164,上曜四,102.6,-1.3,102,102.6,100.55,9,31,3161300,102.6
20260105,13166,上曜六,112.1,0.05,112.1,112.1,112.1,1,1,112100,112.1
20260105,13382,廣華二KY,,,,,,,,,100.95
20260105,140201,遠東新E1永,,,,,,,,,103.45
20260105,140202,遠東新E2永,,,,,,,,,98.2
20260105,14363,華友聯三,99.8,0.2,99.6,99.8,99.6,3,11,1095800,99.8
20260105,14364,華友聯四,95.55,-0.4,95.9,96.2,95.55,10,14,1340400,95.55
20260105,14381,三地開發一,,,,,,,,,119.7
20260105,14664,聚隆四,105.05,,105.05,105.05,105.05,1,13,1365650,105.05
20260105,14722,三洋實業二,104.55,-0.95,104.55,104.55,104.55,1,1,104550,104.55
20260105,14723,三洋實業三,,,,,,,,,95.75
20260105,14743,弘裕三,,,,,,,,,94
20260105,15142,亞力二,115.6,-0.45,115.9,115.9,115.5,23,49,5664100,115.6
20260105,15261,日馳一,,,,,,,,,96.75
20260105,15364,和大四,97,-0.35,97.15,97.45,96.95,21,23,2232700,97
20260105,15601,中砂一,153,8.05,146.35,153,145.65,226,670,100699600,153
20260105,15864,和勤四,,,,,,,,,105.5
20260105,15865,和勤五,99.05,-0.35,99.05,99.05,99.05,1,1,99050,99.05
20260105,15894,永冠四KY,100.7,-0.05,100.75,100.75,100.7,3,11,1107850,100.7
20260105,15952,川寶二,,,,,,,,,119.55
20260105,15984,岱宇四,95.6,-0.4,95.6,95.6,95.6,1,1,95600,95.6
20260105,16095,大亞五,105.3,0.1,105.2,105.3,105.2,5,21,2210500,105.3
20260105,17813,合世三,,,,,,,,,101.3
20260105,17863,科妍三,,,,,,,,,123
20260105,18156,富喬六,,,,,,,,,696
20260105,19094,榮成四,,,,,,,,,96.25
20260105,20344,允強四,,,,,,,,,107.6
20260105,20632,世鎧二,,,,,,,,,99.8
20260105,20662,世德二,,,,,,,,,97.05
20260105,21043,國際中橡三,,,,,,,,,98.45
20260105,22013,裕隆三,99.5,,99.5,99.5,99.5,1,20,1990000,99.5
20260105,22283,劍麟三,128,-1,129.5,129.5,127.5,25,53,6807100,128
20260105,22362,百達二KY,,,,,,,,,190
20260105,22471,汎德永業一,105.2,-0.25,105.4,105.4,104.5,7,11,1151400,105.2
20260105,22472,汎德永業二,105.2,-0.95,106.1,106.25,104.2,18,27,2841150,105.2
20260105,23372,旺宏二,209,19,207,209,207,27,55,11449000,209
20260105,23383,光罩三,,,,,,,,,98
20260105,23511,順德一,121.3,-3.65,121.15,121.45,121.15,6,11,1334800,121.3
20260105,23683,金像電三,154,,152,154,149.25,147,362,54341550,154
20260105,24023,毅嘉三,129.1,-2.7,129.55,130.5,128.05,66,133,17181000,129.1
20260105,24271,三商電一,103.95,-0.45,104.05,104.05,103.95,7,11,1143950,103.95
20260105,24361,偉詮電一,,,,,,,,,110.15
20260105,24394,美律四,103.35,0.35,102.55,103.35,102,9,23,2360400,103.35
20260105,24395,美律五,,,,,,,,,104.75
20260105,24423,新美齊三,,,,,,,,,100.3
20260105,24424,新美齊四,,,,,,,,,100.2
20260105,24616,光群雷六,,,,,,,,,138
20260105,24624,良得電四,,,,,,,,,102
20260105,24642,盟立二,107.9,2.5,105.35,107.9,105.35,7,9,951850,107.9
20260105,24762,鉅祥二,137,-1,135.05,137,135,5,16,2162200,137
20260105,24866,一詮六,,,,,,,,,108
20260105,25283,皇普三,,,,,,,,,109.9
20260105,25284,皇普四,92,,92,92,92,1,1,92000,92
20260105,25303,華建三,95.3,0.5,95.1,95.3,95.1,4,16,1524150,95.3
20260105,25304,華建四,98,0.1,97.4,98,97.4,5,8,781300,98
20260105,25483,華固三,103.15,-0.45,103.6,103.6,102.6,32,99,10208600,103.15
20260105,25484,華固四,104.1,-0.35,104.1,104.1,104.1,3,3,312300,104.1
20260105,26107,華航七,124,0.2,124,124,122.9,4,4,494900,124
20260105,26417,正德七,,,,,,,,,100.7
20260105,26418,正德八,107.25,-1.65,106,107.25,106,4,8,850250,107.25
20260105,27271,王品一,107,-0.35,106,107,106,2,2,213000,107
20260105,27323,六角三,,,,,,,,,100.5
20260105,27324,六角四,107.4,,107,107.4,107,3,35,3758600,107.4
20260105,27431,山富一,103.5,,103.5,103.5,103.5,2,2,207000,103.5
20260105,27451,五福一,107,2.05,108,108,106.5,69,179,19179950,107
